sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,leftCorrect,responseLeft,confidence
42,31,53,41,50,21,63,24,59,55,64,35,39,54,33,22,-17,-24,-11,6,11,-33,30,2,1,0,1,3
47,50,40,61,46,16,52,26,67,57,43,26,69,46,55,38,-20,-7,-3,35,-23,-30,-3,-12,1,0,0,3
37,57,46,58,72,34,62,31,40,72,48,57,64,72,48,29,-3,-15,-2,1,8,-38,14,2,1,0,0,2
66,22,49,62,58,42,64,64,57,76,24,46,46,38,57,49,9,-54,25,16,12,4,7,15,0,1,1,3
40,41,60,27,69,55,46,67,72,58,59,78,39,47,49,36,-32,-17,1,-51,30,8,-3,31,1,0,1,2
33,47,47,37,78,63,46,38,76,30,43,34,42,59,44,35,-43,17,4,3,36,4,2,3,0,1,1,3
69,34,60,29,49,39,46,64,26,51,48,36,50,24,65,29,43,-17,12,-7,-1,15,-19,35,0,1,1,2
38,65,54,31,65,29,30,46,17,53,41,54,24,30,49,57,21,12,13,-23,41,-1,-19,-11,0,1,1,2
77,36,54,59,37,46,40,33,50,60,30,16,43,54,45,24,27,-24,24,43,-6,-8,-5,9,0,1,1,1
59,42,43,37,26,69,60,62,51,27,56,38,55,29,43,71,8,15,-13,-1,-29,40,17,-9,0,1,0,2
13,47,39,23,53,57,48,42,24,57,34,34,59,67,53,55,-11,-10,5,-11,-6,-10,-5,-13,1,0,0,2
42,39,29,55,33,21,55,67,23,40,45,37,69,64,44,51,19,-1,-16,18,-36,-43,11,16,1,0,0,2
43,32,48,55,77,52,61,32,40,13,34,49,62,49,34,53,3,19,14,6,15,3,27,-21,0,1,1,2
45,30,42,31,52,74,55,30,37,14,38,44,34,66,35,25,8,16,4,-13,18,8,20,5,0,1,1,2
14,45,42,50,33,44,65,52,67,26,46,31,39,67,49,48,-53,19,-4,19,-6,-23,16,4,1,0,1,1
79,62,55,65,28,55,42,49,30,52,72,52,44,30,56,65,49,10,-17,13,-16,25,-14,-16,0,1,0,2
44,31,65,52,67,48,54,78,38,48,57,43,65,26,34,66,6,-17,8,9,2,22,20,12,0,1,1,4
48,40,41,42,62,65,16,41,29,65,46,39,45,55,69,70,19,-25,-5,3,17,10,-53,-29,1,0,0,4
15,45,39,28,62,49,30,46,25,42,35,47,57,46,46,77,-10,3,4,-19,5,3,-16,-31,1,0,0,3
38,57,58,31,68,74,42,59,43,52,37,18,58,60,32,58,-5,5,21,13,10,14,10,1,0,1,1,5
60,36,52,43,35,79,40,53,33,62,47,74,54,75,44,45,27,-26,5,-31,-19,4,-4,8,1,0,1,2
28,39,64,49,33,54,20,50,54,79,58,29,52,52,42,37,-26,-40,6,20,-19,2,-22,13,1,0,1,2
56,38,66,50,22,45,67,53,33,40,36,27,34,46,75,42,23,-2,30,23,-12,-1,-8,11,0,1,1,3
42,45,47,57,47,78,39,76,61,32,34,71,49,39,53,27,-19,13,13,-14,-2,39,-14,49,0,1,1,2
39,56,64,70,42,28,34,38,32,50,43,49,22,70,33,34,7,6,21,21,20,-42,1,4,0,1,1,1
71,40,46,52,53,27,30,62,41,49,36,60,18,42,53,21,30,-9,10,-8,35,-15,-23,41,0,1,1,3
37,57,46,34,58,62,31,72,40,72,48,57,64,72,48,29,-3,-15,-2,-23,-6,-10,-17,43,1,0,0,1
67,57,43,26,69,46,55,38,47,40,61,50,16,52,26,46,20,17,-18,-24,53,-6,29,-8,0,1,0,1
29,46,38,79,55,54,46,56,29,26,25,65,55,53,34,50,0,20,13,14,0,1,12,6,0,1,1,3
35,50,55,75,38,39,65,64,54,47,54,54,20,23,56,49,-19,3,1,21,18,16,9,15,0,1,1,6
24,26,49,30,53,60,43,20,38,35,35,77,52,57,32,45,-14,-9,14,-47,1,3,11,-25,1,0,0,3
28,35,24,48,48,61,16,43,46,34,31,56,49,69,26,57,-18,1,-7,-8,-1,-8,-10,-14,1,0,0,4
60,42,42,27,52,29,62,64,36,45,69,35,41,76,49,55,24,-3,-27,-8,11,-47,13,9,1,0,1,1
58,50,33,43,46,14,23,27,62,49,56,48,60,22,27,38,-4,1,-23,-5,-14,-8,-4,-11,1,0,0,6
20,50,43,39,28,29,63,57,59,74,36,60,52,26,39,46,-39,-24,7,-21,-24,3,24,11,1,0,0,3
50,52,46,24,51,28,46,71,23,58,72,39,48,57,45,61,27,-6,-26,-15,3,-29,1,10,1,0,0,2
31,29,41,35,53,69,61,39,50,43,56,55,56,15,62,56,-19,-14,-15,-20,-3,54,-1,-17,1,0,0,2
59,44,34,48,74,46,28,61,48,48,42,78,36,42,33,31,11,-4,-8,-30,38,4,-5,30,0,1,1,2
56,29,70,61,76,43,58,47,64,29,52,69,51,43,36,66,-8,0,18,-8,25,0,22,-19,0,1,0,1
25,50,70,39,48,48,72,55,34,27,37,47,68,64,36,34,-9,23,33,-8,-20,-16,36,21,0,1,1,3
45,54,56,86,45,42,47,67,57,48,41,27,31,43,60,70,-12,6,15,59,14,-1,-13,-3,0,1,1,2
59,50,39,55,83,60,57,32,30,47,34,54,64,56,41,76,29,3,5,1,19,4,16,-44,0,1,1,2
29,38,43,22,58,41,63,21,57,45,51,40,20,50,74,42,-28,-7,-8,-18,38,-9,-11,-21,1,0,0,3
42,22,56,72,63,49,44,46,29,31,37,43,67,42,47,67,13,-9,19,29,-4,7,-3,-21,0,1,0,3
63,61,54,45,32,53,44,83,50,47,42,33,82,50,36,57,13,14,12,12,-50,3,8,26,0,1,0,1
33,62,47,74,54,75,44,45,79,60,36,52,43,53,35,40,-46,2,11,22,11,22,9,5,0,1,1,3
49,57,35,31,53,67,59,24,29,40,65,37,57,28,19,36,20,17,-30,-6,-4,39,40,-12,0,1,1,4
15,29,43,31,68,32,41,44,59,40,56,38,70,36,47,25,-44,-11,-13,-7,-2,-4,-6,19,1,0,1,1
66,54,58,45,65,73,26,44,25,47,45,70,71,44,43,52,41,7,13,-25,-6,29,-17,-8,0,1,0,2
58,39,48,12,48,52,61,40,50,22,37,66,31,36,59,30,8,17,11,-54,17,16,2,10,0,1,1,1
19,38,55,62,27,54,36,52,37,35,80,57,58,44,56,44,-18,3,-25,5,-31,10,-20,8,1,0,0,3
40,13,49,62,49,53,34,34,43,32,48,55,77,52,61,32,-3,-19,1,7,-28,1,-27,2,1,0,0,6
31,35,31,42,72,47,41,23,28,42,50,69,67,46,32,52,3,-7,-19,-27,5,1,9,-29,1,0,0,2
39,41,30,23,62,45,61,64,33,52,70,65,28,61,40,49,6,-11,-40,-42,34,-16,21,15,1,0,0,1
30,54,34,56,47,64,41,76,59,50,39,55,83,60,57,32,-29,4,-5,1,-36,4,-16,44,1,0,0,2
66,24,30,46,53,40,27,23,35,35,34,54,78,51,46,44,31,-11,-4,-8,-25,-11,-19,-21,1,0,0,4
29,67,47,67,31,37,43,42,42,22,56,72,63,49,44,46,-13,45,-9,-5,-32,-12,-1,-4,1,0,0,4
59,28,41,41,69,66,34,56,39,64,46,46,31,29,71,37,20,-36,-5,-5,38,37,-37,19,0,1,0,4
46,25,63,62,64,50,57,31,43,19,41,45,39,47,28,71,3,6,22,17,25,3,29,-40,0,1,1,1
67,47,46,60,60,76,32,39,59,64,53,31,27,26,46,55,8,-17,-7,29,33,50,-14,-16,0,1,1,4
54,57,40,38,76,32,51,31,37,68,43,43,35,55,43,18,17,-11,-3,-5,41,-23,8,13,0,1,1,4
29,59,57,27,27,46,54,27,41,67,64,60,49,47,21,44,-12,-8,-7,-33,-22,-1,33,-17,1,0,0,1
54,48,25,30,72,35,38,44,58,51,56,34,18,63,44,53,-4,-3,-31,-4,54,-28,-6,-9,1,0,1,2
46,55,57,65,38,54,84,38,50,60,45,29,69,37,30,57,-4,-5,12,36,-31,17,54,-19,0,1,1,1
32,40,35,70,53,70,45,41,61,38,33,54,47,60,42,15,-29,2,2,16,6,10,3,26,0,1,0,1
40,48,53,50,65,51,59,15,29,47,52,35,64,21,56,49,11,1,1,15,1,30,3,-34,0,1,1,6
48,74,59,55,28,45,70,42,40,51,55,62,16,40,61,37,8,23,4,-7,12,5,9,5,0,1,1,1
25,40,41,46,31,71,24,47,49,21,62,34,65,64,49,46,-24,19,-21,12,-34,7,-25,1,1,0,1,1
34,48,25,41,56,40,66,66,67,34,21,37,42,34,54,26,-33,14,4,4,14,6,12,40,0,1,0,1
58,14,58,37,59,51,46,50,22,29,29,54,36,57,24,59,36,-15,29,-17,23,-6,22,-9,0,1,0,1
37,32,18,49,23,62,48,26,45,70,38,47,49,56,30,23,-8,-38,-20,2,-26,6,18,3,1,0,0,4
71,39,68,32,45,37,48,36,60,66,59,23,44,40,69,46,11,-27,9,9,1,-3,-21,-10,1,0,0,2
81,46,37,36,49,54,67,48,64,63,48,39,35,26,27,53,17,-17,-11,-3,14,28,40,-5,0,1,1,5
69,45,51,31,45,58,72,36,48,69,39,65,55,30,29,38,21,-24,12,-34,-10,28,43,-2,0,1,1,3
55,25,34,29,20,39,51,59,21,28,62,53,49,44,53,65,34,-3,-28,-24,-29,-5,-2,-6,1,0,0,2
57,48,41,70,27,31,43,60,45,54,56,86,45,42,47,67,12,-6,-15,-16,-18,-11,-4,-7,1,0,0,2
63,35,32,69,42,41,63,33,53,67,69,62,38,69,31,50,10,-32,-37,7,4,-28,32,-17,1,0,0,3
46,62,52,34,41,34,49,77,48,64,67,61,55,41,65,25,-2,-2,-15,-27,-14,-7,-16,52,1,0,0,1
57,64,38,54,23,63,47,69,51,62,36,26,66,37,27,49,6,2,2,28,-43,26,20,20,0,1,1,2
53,38,47,64,69,56,23,50,61,45,48,37,74,76,38,51,-8,-7,-1,27,-5,-20,-15,-1,1,0,1,1
66,24,40,30,27,23,53,46,35,35,34,54,78,51,46,44,31,-11,6,-24,-51,-28,7,2,1,0,0,6
72,31,35,31,47,42,23,41,28,42,50,69,67,46,32,52,44,-11,-15,-38,-20,-4,-9,-11,1,0,0,2
58,51,50,58,57,30,86,53,25,53,41,67,38,40,44,70,33,-2,9,-9,19,-10,42,-17,0,1,1,1
74,36,58,42,32,61,34,56,67,28,56,39,50,57,23,37,7,8,2,3,-18,4,11,19,0,1,1,2
35,56,59,34,55,19,48,59,27,42,57,27,45,62,23,55,8,14,2,7,10,-43,25,4,0,1,1,1
41,37,64,36,38,42,63,18,37,38,44,35,44,71,30,67,4,-1,20,1,-6,-29,33,-49,1,0,0,1
24,26,49,60,43,53,30,20,38,35,35,77,52,57,32,45,-14,-9,14,-17,-9,-4,-2,-25,1,0,0,1
66,54,58,45,65,73,26,44,25,47,45,44,52,70,71,43,41,7,13,1,13,3,-45,1,0,1,1,1
36,60,26,48,63,69,46,33,43,39,32,78,46,37,34,40,-7,21,-6,-30,17,32,12,-7,0,1,0,1
62,59,33,23,43,23,53,49,59,66,48,46,32,75,34,46,3,-7,-15,-23,11,-52,19,3,1,0,0,2
15,28,45,46,49,39,30,62,25,42,35,47,57,46,46,77,-10,-14,10,-1,-8,-7,-16,-15,1,0,0,4
43,61,46,56,16,44,63,56,66,58,25,60,54,66,53,31,-23,3,21,-4,-38,-22,10,25,1,0,0,1
49,45,67,58,35,23,52,64,61,33,59,50,34,21,46,58,-12,12,8,8,1,2,6,6,0,1,1,1
29,38,43,41,22,58,21,63,57,45,51,40,20,50,74,42,-28,-7,-8,1,2,8,-53,21,1,0,0,1
24,44,43,47,50,70,70,47,36,53,57,36,33,19,32,61,-12,-9,-14,11,17,51,38,-14,0,1,1,4
51,66,62,36,26,37,49,27,57,64,38,54,23,63,47,69,-6,2,24,-18,3,-26,2,-42,1,0,0,2
24,44,43,47,50,70,70,47,53,36,36,33,19,57,61,32,-29,8,7,14,31,13,9,15,0,1,1,6
28,39,54,64,49,50,33,20,54,79,58,29,52,52,42,37,-26,-40,-4,35,-3,-2,-9,-17,1,0,0,1
17,46,25,31,42,46,67,41,41,59,38,37,72,61,29,42,-24,-13,-13,-6,-30,-15,38,-1,1,0,0,2
36,60,26,48,63,69,46,33,34,43,78,39,46,37,40,32,2,17,-52,9,17,32,6,1,0,1,0,1
69,56,40,70,38,54,41,27,51,50,24,47,57,43,40,14,18,6,16,23,-19,11,1,13,0,1,1,4
63,46,49,38,61,47,72,26,28,30,54,54,68,38,62,35,35,16,-5,-16,-7,9,10,-9,0,1,1,1
41,59,38,37,72,61,29,42,17,25,46,42,46,31,41,67,24,34,-8,-5,26,30,-12,-25,0,1,1,2
61,32,34,49,39,53,27,71,42,45,47,57,47,78,39,76,19,-13,-13,-8,-8,-25,-12,-5,1,0,0,2
72,58,59,78,39,47,49,36,60,40,55,69,27,41,46,67,12,18,4,9,12,6,3,-31,0,1,0,2
67,47,46,60,60,76,32,39,59,64,31,53,46,55,27,26,8,-17,15,7,14,21,5,13,0,1,1,2
57,33,21,38,64,27,41,49,31,43,27,54,73,37,43,52,26,-10,-6,-16,-9,-10,-2,-3,1,0,0,2
36,38,42,53,25,52,57,75,29,28,28,48,69,46,55,42,7,10,14,5,-44,6,2,33,0,1,1,2
38,65,54,31,65,29,30,46,17,53,49,30,54,57,24,41,21,12,5,1,11,-28,6,5,0,1,1,1
49,45,67,58,35,23,52,64,61,59,33,34,21,50,58,46,-12,-14,34,24,14,-27,-6,18,0,1,1,3
36,53,39,52,29,49,79,50,18,66,47,34,44,27,30,51,18,-13,-8,18,-15,22,49,-1,0,1,1,2
39,56,64,70,42,28,34,38,32,22,33,70,50,43,34,49,7,34,31,0,-8,-15,0,-11,0,1,0,1
17,48,31,53,43,65,50,52,79,67,48,48,52,59,41,31,-62,-19,-17,5,-9,6,9,21,1,0,0,1
48,43,54,51,43,63,12,48,41,26,44,14,29,59,51,29,7,17,10,37,14,4,-39,19,0,1,1,2
35,50,55,75,38,39,65,64,54,54,20,54,47,56,49,23,-19,-4,35,21,-9,-17,16,41,0,1,1,5
25,71,40,31,47,41,46,24,49,21,62,34,65,64,49,46,-24,50,-22,-3,-18,-23,-3,-22,1,0,0,3
35,44,54,54,13,59,44,51,43,54,33,55,25,63,46,68,-8,-10,21,-1,-12,-4,-2,-17,1,0,0,1
45,30,42,31,52,74,55,30,37,14,44,38,66,34,25,35,8,16,-2,-7,-14,40,30,-5,0,1,1,1
57,54,60,66,24,42,43,67,26,64,46,41,64,64,48,34,31,-10,14,25,-40,-22,-5,33,0,1,0,1
48,69,39,30,38,55,65,29,69,45,51,31,45,58,72,36,-21,24,-12,-1,-7,-3,-7,-7,1,0,0,2
54,44,37,62,69,23,60,59,25,35,24,57,42,63,41,55,29,9,13,5,27,-40,19,4,0,1,1,3
43,54,33,55,25,63,46,68,54,59,44,54,35,13,44,51,-11,-5,-11,1,-10,50,2,17,0,1,1,2
64,63,35,26,48,53,39,27,81,46,37,36,49,54,67,48,-17,17,-2,-10,-1,-1,-28,-21,1,0,0,6
28,35,48,24,61,16,48,43,46,34,31,56,49,69,26,57,-18,1,17,-32,12,-53,22,-14,1,0,0,1
25,57,42,35,41,24,63,55,54,44,37,62,69,23,60,59,-29,13,5,-27,-28,1,3,-4,1,0,0,2
63,61,54,45,32,53,44,83,50,47,42,50,33,82,57,36,13,14,12,-5,-1,-29,-13,47,0,1,1,2
22,59,54,29,57,29,36,24,58,14,58,37,59,51,46,50,-36,45,-4,-8,-2,-22,-10,-26,1,0,0,3
56,48,60,51,42,23,74,57,43,39,49,45,64,18,65,51,13,9,11,6,-22,5,9,6,0,1,1,2
64,47,51,67,36,32,54,25,55,35,45,42,33,17,53,64,9,12,6,25,3,15,1,-39,0,1,1,2
43,26,23,52,67,40,38,55,41,59,35,46,51,79,61,38,2,-33,-12,6,16,-39,-23,17,1,0,0,2
65,41,44,33,25,63,45,62,34,47,40,63,43,17,39,64,31,-6,4,-30,-18,46,6,-2,0,1,0,1
51,38,34,55,33,71,68,58,56,45,49,56,26,55,44,14,-5,-7,-15,-1,7,16,24,44,0,1,1,5
58,50,23,33,14,27,43,46,62,49,56,48,60,22,27,38,-4,1,-33,-15,-46,5,16,8,1,0,0,2
54,56,35,24,43,60,68,35,61,70,26,36,28,43,45,36,-7,-14,9,-12,15,17,23,-1,0,1,1,2
51,51,43,74,48,63,26,36,21,45,70,37,55,55,31,45,30,6,-27,37,-7,8,-5,-9,0,1,0,2
28,67,56,50,39,23,57,37,74,36,58,42,32,61,34,56,-46,31,-2,8,7,-38,23,-19,1,0,0,1
60,40,28,65,56,60,26,47,41,34,55,26,59,17,38,51,19,6,-27,39,-3,43,-12,-4,0,1,1,1
54,29,48,62,59,27,30,57,47,32,65,79,62,50,38,59,7,-3,-17,-17,-3,-23,-8,-2,1,0,0,1
46,46,33,71,31,45,60,25,55,42,14,40,57,57,29,34,-9,4,19,31,-26,-12,31,-9,0,1,1,1
27,61,73,59,49,43,49,34,69,35,65,47,44,31,42,30,-42,26,8,12,5,12,7,4,0,1,1,1
73,54,74,57,32,50,55,34,69,41,58,55,30,45,31,68,4,13,16,2,2,5,24,-34,0,1,0,1
48,40,41,16,42,41,62,65,29,65,46,39,45,55,69,70,19,-25,-5,-23,-3,-14,-7,-5,1,0,0,1
31,74,43,58,59,43,32,36,48,40,50,31,14,42,55,62,-17,34,-7,27,45,1,-23,-26,0,1,0,2
70,41,33,30,49,53,68,57,59,70,32,32,51,56,38,28,11,-29,1,-2,-2,-3,30,29,0,1,1,3
50,27,42,34,25,42,70,52,36,59,62,54,37,21,61,49,14,-32,-20,-20,-12,21,9,3,1,0,1,1
42,48,64,61,52,27,77,52,34,45,52,53,29,72,68,41,8,3,12,8,23,-45,9,11,0,1,1,1
51,68,63,22,60,55,39,44,43,71,34,70,55,42,70,47,8,-3,29,-48,5,13,-31,-3,1,0,0,4
53,31,25,48,33,46,60,67,49,30,23,30,45,33,18,65,4,1,2,18,-12,13,42,2,0,1,1,1
58,51,50,58,57,30,86,53,25,41,38,53,40,67,70,44,33,10,12,5,17,-37,16,9,0,1,1,1
75,40,48,56,67,70,51,32,64,52,22,49,53,59,48,27,11,-12,26,7,14,11,3,5,0,1,1,1
36,59,62,54,37,21,61,49,27,50,42,34,25,70,52,42,9,9,20,20,12,-49,9,7,0,1,0,2
35,46,26,60,66,61,49,67,19,61,50,40,43,67,57,38,16,-15,-24,20,23,-6,-8,29,0,1,1,1
37,38,44,35,44,71,30,67,36,37,41,64,38,42,18,63,1,1,3,-29,6,29,12,4,0,1,1,4
79,62,55,65,28,55,42,49,72,30,52,56,65,52,30,44,7,32,3,9,-37,3,12,5,0,1,1,1
51,50,24,14,40,57,47,43,69,56,40,70,38,54,41,27,-18,-6,-16,-56,2,3,6,16,1,0,0,1
57,54,60,66,24,42,43,67,26,46,48,64,64,41,34,64,31,8,12,2,-40,1,9,3,0,1,1,1
66,58,25,60,54,66,53,31,43,56,61,56,46,63,44,16,23,2,-36,4,8,3,9,15,0,1,1,5
67,35,26,53,41,40,65,39,75,66,60,52,40,30,47,61,-8,-31,-34,1,1,10,18,-22,1,0,0,2
45,70,38,47,49,56,30,23,37,32,18,23,48,49,26,62,8,38,20,24,1,7,4,-39,0,1,1,4
46,69,73,48,46,53,26,62,38,48,68,45,42,26,73,52,8,21,5,3,4,27,-47,10,0,1,0,2
65,41,41,38,60,37,22,59,44,54,13,59,35,39,30,56,21,-13,28,-21,25,-2,-8,3,0,1,1,1
19,38,62,55,54,27,52,36,37,35,80,57,58,44,56,44,-18,3,-18,-2,-4,-17,-4,-8,1,0,0,1
46,69,73,48,46,53,26,62,48,38,73,45,52,68,26,42,-2,31,0,3,-6,-15,0,20,0,1,0,1
62,52,45,14,27,41,45,47,38,48,68,49,51,17,54,46,24,4,-23,-35,-24,24,-9,1,1,0,0,2
59,66,48,46,32,75,34,46,53,59,62,33,23,49,23,43,6,7,-14,13,9,26,11,3,0,1,1,3
29,60,44,21,44,16,37,50,26,61,32,41,40,61,68,39,3,-1,12,-20,4,-45,-31,11,1,0,0,2
40,50,15,62,43,53,61,41,25,37,50,35,49,70,25,47,15,13,-35,27,-6,-17,36,-6,0,1,0,2
61,38,33,47,54,15,60,42,32,40,35,70,53,70,45,41,29,-2,-2,-23,1,-55,15,1,1,0,0,3
44,38,52,61,35,69,74,65,67,76,53,29,51,47,34,50,-23,-38,-1,32,-16,22,40,15,0,1,1,2
55,59,15,50,43,50,47,66,41,39,64,17,36,48,26,52,14,20,-49,33,7,2,21,14,0,1,1,1
42,27,57,27,45,23,55,62,35,56,59,34,55,19,48,59,7,-29,-2,-7,-10,4,7,3,1,0,0,1
40,42,59,82,43,33,46,46,23,39,30,33,49,36,52,69,17,3,29,49,-6,-3,-6,-23,0,1,1,2
45,22,54,61,38,56,28,27,58,50,26,41,33,28,61,60,-13,-28,28,20,5,28,-33,-33,1,0,0,2
39,71,31,37,64,46,29,46,59,28,41,41,69,66,34,56,-20,43,-10,-4,-5,-20,-5,-10,1,0,1,2
74,39,43,26,51,58,41,35,37,41,65,33,68,68,64,59,37,-2,-22,-7,-17,-10,-23,-24,1,0,0,2
42,15,31,60,25,52,46,25,33,26,45,69,33,58,57,38,9,-11,-14,-9,-8,-6,-11,-13,1,0,0,1
18,66,34,47,27,44,51,30,36,53,39,52,29,49,79,50,-18,13,-5,-5,-2,-5,-28,-20,1,0,0,5
29,46,38,79,55,54,46,56,29,26,53,25,55,34,50,65,0,20,-15,54,0,20,-4,-9,0,1,1,1
31,53,29,41,61,35,69,39,50,43,56,55,56,15,62,56,-19,10,-27,-14,5,20,7,-17,1,0,1,1
35,47,44,69,31,30,65,42,27,61,73,59,49,43,49,34,8,-14,-29,10,-18,-13,16,8,1,0,1,1
50,52,71,24,46,51,28,46,23,58,72,39,48,57,45,61,27,-6,-1,-15,-2,-6,-17,-15,1,0,0,5
38,48,43,65,26,66,57,34,44,31,65,52,67,48,54,78,-6,17,-22,13,-41,18,3,-44,1,0,0,3
67,26,46,31,39,67,49,48,50,14,45,65,33,52,42,44,17,12,1,-34,6,15,7,4,0,1,1,2
41,67,64,60,49,47,21,44,29,59,27,27,57,54,27,46,12,8,37,33,-8,-7,-6,-2,0,1,1,1
60,60,42,24,39,63,43,67,21,35,54,48,50,59,66,32,39,25,-12,-24,-11,4,-23,35,0,1,0,1
43,39,64,49,45,51,18,65,56,48,60,51,42,23,74,57,-13,-9,4,-2,3,28,-56,8,1,0,0,2
16,34,56,43,40,38,63,51,33,39,22,52,57,46,68,57,-17,-5,34,-9,-17,-8,-5,-6,1,0,1,1
59,74,36,60,52,26,39,46,20,50,28,57,43,63,29,39,39,24,8,3,9,-37,10,7,0,1,1,1
53,71,73,53,61,27,55,45,49,21,66,55,63,31,42,50,4,50,7,-2,-2,-4,13,-5,0,1,1,4
70,34,35,24,57,51,50,46,58,80,54,59,42,62,46,31,12,-46,-19,-35,15,-11,4,15,1,0,0,3
47,61,64,36,27,46,39,24,29,50,22,60,62,43,55,54,18,11,42,-24,-35,3,-16,-30,1,0,0,2
53,71,73,53,61,27,55,45,49,21,66,50,55,63,31,42,4,50,7,3,6,-36,24,3,0,1,1,4
75,40,48,56,67,70,51,32,64,52,22,59,27,49,53,48,11,-12,26,-3,40,21,-2,-16,0,1,1,4
59,51,40,27,35,21,58,26,56,64,38,17,51,59,55,45,3,-13,2,10,-16,-38,3,-19,1,0,0,2
47,43,19,41,45,28,71,39,46,25,63,62,64,50,57,31,1,18,-44,-21,-19,-22,14,8,1,0,1,1
61,45,48,37,74,76,38,51,64,53,69,50,38,56,23,47,-3,-8,-21,-13,36,20,15,4,0,1,1,5
60,42,62,27,29,64,42,52,36,45,69,35,41,76,49,55,24,-3,-7,-8,-12,-12,-7,-3,1,0,0,1
57,58,43,30,29,72,50,52,42,38,27,57,43,28,64,63,15,20,16,-27,-14,44,-14,-11,0,1,0,2
29,71,74,56,50,50,48,37,61,22,64,53,41,42,46,26,-32,49,10,3,9,8,2,11,0,1,1,1
63,46,54,45,31,55,56,17,71,22,49,47,40,30,44,30,-8,24,5,-2,-9,25,12,-13,0,1,0,2
16,56,43,63,34,51,40,38,33,39,22,52,57,46,68,57,-17,17,21,11,-23,5,-28,-19,1,0,0,1
29,64,47,51,71,41,51,73,48,52,19,48,49,32,39,70,-19,12,28,3,22,9,12,3,0,1,1,1
48,74,59,55,28,45,70,42,40,51,62,16,40,61,37,55,8,23,-3,39,-12,-16,33,-13,0,1,1,1
35,63,32,42,33,63,69,41,53,67,69,62,38,69,31,50,-18,-4,-37,-20,-5,-6,38,-9,1,0,0,1
84,69,45,43,56,53,37,48,41,54,36,68,33,54,42,74,43,15,9,-25,23,-1,-5,-26,0,1,0,1
51,59,27,35,40,58,21,26,56,64,38,17,51,59,55,45,-5,-5,-11,18,-11,-1,-34,-19,1,0,1,1
63,67,22,39,59,37,48,43,74,35,65,41,70,41,55,58,-11,32,-43,-2,-11,-4,-7,-15,1,0,0,1
46,55,57,65,38,54,84,38,60,50,45,57,29,37,69,30,-14,5,12,8,9,17,15,8,0,1,0,1
60,40,28,65,56,60,26,47,41,34,59,55,26,51,17,38,19,6,-31,10,30,9,9,9,0,1,1,1
42,31,15,25,52,60,46,25,33,26,45,69,33,58,57,38,9,5,-30,-44,19,2,-11,-13,1,0,0,1
49,33,30,23,45,30,65,18,53,31,25,48,33,46,60,67,-4,2,5,-25,12,-16,5,-49,1,0,0,1
59,40,56,38,70,36,47,25,15,43,68,41,29,31,32,44,44,-3,-12,-3,41,5,15,-19,0,1,1,1
48,64,67,61,55,41,65,25,77,46,52,62,34,49,41,34,-29,18,15,-1,21,-8,24,-9,0,1,0,1
76,30,43,42,34,35,59,44,33,47,47,37,78,63,46,38,43,-17,-4,5,-44,-28,13,6,1,0,1,1
58,36,32,58,79,66,48,53,25,63,23,57,47,60,43,51,33,-27,9,1,32,6,5,2,0,1,1,1
59,47,39,71,35,73,66,44,36,33,43,77,49,42,63,58,23,14,-4,-6,-14,31,3,-14,0,1,1,1
77,36,54,59,37,46,40,33,50,60,43,54,30,45,16,24,27,-24,11,5,7,1,24,9,0,1,1,1
73,45,23,53,39,39,36,58,55,51,30,62,76,56,38,63,18,-6,-7,-9,-37,-17,-2,-5,1,0,0,1
63,50,71,68,42,40,56,27,21,47,38,55,58,59,68,39,42,3,33,13,-16,-19,-12,-12,0,1,0,1
42,53,41,31,21,50,24,63,59,55,64,35,39,54,33,22,-17,-2,-23,-4,-18,-4,-9,41,1,0,1,1
42,57,38,27,28,64,43,63,57,58,43,30,29,72,50,52,-15,-1,-5,-3,-1,-8,-7,11,1,0,0,1
25,50,70,39,48,48,72,55,47,34,68,27,37,36,64,34,-22,16,2,12,11,12,8,21,0,1,1,1
55,34,25,29,59,51,20,39,21,28,62,53,49,44,53,65,34,6,-37,-24,10,7,-33,-26,1,0,0,1
48,62,40,50,55,42,31,14,31,74,43,58,59,43,32,36,17,-12,-3,-8,-4,-1,-1,-22,1,0,0,2
74,68,47,41,56,43,28,48,58,34,36,29,70,46,43,63,16,34,11,12,-14,-3,-15,-15,0,1,0,1
69,39,49,50,51,34,75,68,50,62,42,45,33,30,68,67,19,-23,7,5,18,4,7,1,0,1,1,1
34,48,25,41,56,40,66,66,67,34,37,42,34,54,21,26,-33,14,-12,-1,22,-14,45,40,0,1,1,4
54,57,40,38,76,32,51,31,43,43,37,35,68,55,43,18,11,14,3,3,8,-23,8,13,0,1,1,2
74,68,47,41,56,43,28,48,58,63,34,36,43,29,70,46,16,5,13,5,13,14,-42,2,0,1,0,1
29,40,65,28,37,57,36,19,49,57,35,31,53,67,59,24,-20,-17,30,-3,-16,-10,-23,-5,1,0,0,1
