subject,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,human_choice,normative_choice,EV_left,EV_right,EV_diff,complexity,is_correct,dataset_source,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
13,38,37,58,46,28,34,51,35,67,29,10,36,22,54,63,50,0,0,40.875,41.375,-0.5,14.978479684172259,1,lab,22.67156809750927,48.0,-29.0,0,2.0794415416798357
13,37,42,74,66,73,43,68,22,52,42,60,72,45,58,46,50,1,0,53.125,53.125,0.0,14.948244044034068,0,lab,18.48648154733615,28.0,-28.0,-1,1.9061547465398496
13,37,22,60,48,30,40,66,39,62,47,55,82,54,31,52,44,1,0,42.75,53.375,-10.625,4.634832895546399,0,lab,17.341694698039174,14.0,-34.0,-2,1.9061547465398496
13,41,48,44,54,58,61,32,40,53,79,37,33,35,34,76,27,0,1,47.25,46.75,0.5,14.983324363111862,0,lab,24.889756929307286,27.0,-44.0,2,2.0794415416798357
13,37,26,66,41,63,61,48,33,59,58,79,35,49,56,44,75,0,0,46.875,56.875,-10.0,5.3139370074016785,1,lab,19.085334683992315,14.0,-42.0,0,2.0794415416798357
13,75,49,42,51,38,33,56,29,41,48,83,69,59,56,39,63,0,0,46.625,57.25,-10.625,4.612973399810532,1,lab,24.170940714006147,34.0,-41.0,-2,2.0794415416798357
13,52,45,35,31,51,71,45,21,63,60,56,68,26,36,54,70,0,0,43.875,54.125,-10.25,5.506480148391857,1,lab,26.569484375877526,35.0,-49.0,-4,2.0794415416798357
13,73,26,52,41,35,59,20,16,50,31,45,27,34,54,44,33,0,1,40.25,39.75,0.5,14.696490822993752,0,lab,14.52583904633395,23.0,-24.0,2,2.0794415416798357
13,73,69,35,52,29,31,63,78,62,42,41,55,71,59,50,54,1,0,53.75,54.25,-0.5,14.709646062066446,0,lab,22.874658467395747,27.0,-42.0,0,2.0794415416798357
13,65,31,75,66,53,53,39,60,26,62,43,53,56,41,58,22,1,1,55.25,45.125,10.125,5.037316225871736,1,lab,24.52772665780504,39.0,-31.0,2,2.0794415416798357
13,21,36,52,68,31,47,45,57,50,83,66,37,36,53,57,61,0,0,44.625,55.375,-10.75,4.951379981814762,1,lab,20.926956300427445,31.0,-47.0,-6,2.0794415416798357
13,60,84,54,56,41,46,69,37,57,56,55,32,52,16,53,46,0,1,55.875,45.875,10.0,5.366088203139622,0,lab,15.524174696260024,30.0,-11.0,2,2.0794415416798357
13,60,60,34,64,43,30,22,81,47,61,66,51,44,44,34,46,1,1,49.25,49.125,0.125,15.294549280053552,1,lab,19.13398481759615,35.0,-32.0,-2,1.7328679513998633
13,68,55,25,73,62,51,65,68,74,52,29,47,47,27,48,59,1,1,58.375,47.875,10.5,5.192354826475215,1,lab,11.324751652906125,26.0,-6.0,4,2.0794415416798357
13,28,26,63,47,52,66,14,66,43,48,64,31,53,45,42,37,1,0,45.25,45.375,-0.125,15.31399284279904,0,lab,19.470731239478397,29.0,-28.0,-2,1.9061547465398496
13,68,63,44,60,28,55,34,35,50,39,43,68,63,87,57,55,0,0,48.375,57.75,-9.375,6.062913287315313,1,lab,20.736064597700306,24.0,-35.0,-2,2.0794415416798357
13,66,44,42,39,68,79,69,56,68,48,40,58,28,37,68,35,1,1,57.875,47.75,10.125,5.380778492764131,1,lab,20.52704009349619,42.0,-19.0,2,2.0794415416798357
13,61,11,41,58,58,47,30,75,60,58,31,45,50,41,45,56,1,0,47.625,48.25,-0.625,14.669743105612028,0,lab,19.88050238298821,19.0,-47.0,4,2.0794415416798357
13,48,64,45,41,69,36,60,78,46,32,31,63,66,53,25,47,1,1,55.125,45.375,9.75,5.55795000427338,1,lab,20.710806358034446,35.0,-22.0,4,2.0794415416798357
13,52,45,78,46,29,50,34,47,72,44,38,82,69,56,45,60,0,0,47.625,58.25,-10.625,4.881853323611468,1,lab,23.237563878341465,40.0,-40.0,-4,2.0794415416798357
13,42,56,66,45,57,53,20,64,58,21,38,42,61,26,48,25,1,1,50.375,39.875,10.5,4.9784796841722585,1,lab,23.56374333589636,39.0,-28.0,2,2.0794415416798357
13,67,44,63,57,81,34,54,45,59,34,51,29,68,38,57,31,1,1,55.625,45.875,9.75,5.413552793898049,1,lab,9.496709956611289,28.0,-4.0,4,2.0794415416798357
13,32,67,33,55,22,22,71,58,34,33,59,47,52,37,46,53,1,0,45.0,45.125,-0.125,15.025220020404545,0,lab,21.432670738851,34.0,-30.0,0,2.0794415416798357
13,68,42,36,45,65,59,73,36,64,39,42,53,20,42,59,25,1,1,53.0,43.0,10.0,5.569200364822851,1,lab,15.636495771111889,45.0,-8.0,4,2.0794415416798357
13,30,49,39,49,61,62,77,58,64,37,41,26,42,47,24,62,1,1,53.125,42.875,10.25,4.876136320951231,1,lab,23.461404476288287,53.0,-34.0,2,2.0794415416798357
13,55,56,57,52,20,49,39,73,67,34,71,59,71,41,63,75,0,0,50.125,60.125,-10.0,5.551527256189342,1,lab,20.3654118544163,22.0,-51.0,-4,2.0794415416798357
13,44,31,56,54,91,72,72,42,68,57,55,54,43,71,51,67,1,0,57.75,58.25,-0.5,14.404138127826558,0,lab,24.03643068344383,48.0,-26.0,1,1.9061547465398496
13,49,68,84,66,31,63,61,25,61,52,55,67,56,71,47,41,0,0,55.875,56.25,-0.375,14.74879471781691,1,lab,17.254981164869466,29.0,-25.0,-2,2.0794415416798357
13,59,52,43,26,26,71,45,41,47,71,62,68,29,40,66,55,0,0,45.375,54.75,-9.375,6.05859431024845,1,lab,21.017477845831074,31.0,-42.0,-4,1.9061547465398496
13,51,45,53,52,93,66,52,59,38,64,40,68,61,47,46,26,1,1,58.875,48.75,10.125,5.111879601808239,1,lab,18.182666883600987,33.0,-19.0,4,1.9061547465398496
13,18,33,75,15,47,59,38,43,49,25,31,35,39,41,56,50,0,1,41.0,40.75,0.25,15.1637384606504,0,lab,22.69774217846348,44.0,-31.0,0,1.9061547465398496
13,54,54,82,39,12,54,48,40,55,44,34,59,32,48,56,54,0,1,47.875,47.75,0.125,15.024119886426845,0,lab,20.91911506254507,48.0,-20.0,-2,1.9061547465398496
13,53,48,25,48,22,67,54,49,55,26,55,74,50,61,73,51,0,0,45.75,55.625,-9.875,5.56831031007709,1,lab,17.567281377606495,22.0,-30.0,-4,1.9061547465398496
13,63,54,52,40,74,53,52,23,48,21,40,32,60,63,25,41,1,1,51.375,41.25,10.125,5.438713138793926,1,lab,16.011226530156893,33.0,-18.0,4,2.0794415416798357
13,46,35,43,54,25,38,53,44,32,16,70,70,32,37,53,25,0,1,42.25,41.875,0.375,14.941521580741933,0,lab,15.619999199743898,19.0,-27.0,1,1.9061547465398496
13,45,56,72,44,64,24,57,62,17,52,36,30,43,61,58,47,0,1,53.0,43.0,10.0,5.305772331596556,0,lab,21.0,36.0,-37.0,4,2.0794415416798357
13,40,52,43,29,65,64,51,23,81,67,44,47,42,39,61,65,0,0,45.875,55.75,-9.875,5.531573272470423,1,lab,23.634918552853108,25.0,-42.0,-4,2.0794415416798357
13,16,72,58,36,28,56,71,45,41,57,39,48,33,49,60,56,1,0,47.75,47.875,-0.125,15.129370958296947,0,lab,14.451967859084105,19.0,-25.0,0,2.0794415416798357
13,54,16,43,62,56,45,33,49,72,66,57,36,54,71,33,53,0,0,44.75,55.25,-10.5,4.67893276880822,1,lab,20.946360065653412,26.0,-50.0,-3,2.0794415416798357
13,60,50,21,30,61,37,39,27,28,76,48,38,63,42,53,59,0,0,40.625,50.875,-10.25,5.291342713335078,1,lab,19.044356119333624,32.0,-32.0,-6,2.0794415416798357
13,42,46,67,43,60,78,77,70,53,56,41,66,18,60,57,47,1,1,60.375,49.75,10.625,4.834490073522261,1,lab,21.03531257195861,42.0,-23.0,2,2.0794415416798357
13,65,60,52,50,44,58,70,70,67,55,62,48,21,59,69,92,0,0,58.625,59.125,-0.5,14.726621424334422,1,lab,11.968709203585824,23.0,-22.0,0,2.0794415416798357
13,54,53,46,41,49,90,39,19,41,60,42,59,48,43,64,37,1,0,48.875,49.25,-0.375,14.976302876303366,0,lab,21.551899568251518,47.0,-25.0,0,1.9061547465398496
13,49,75,68,59,40,52,68,14,58,35,62,66,41,57,50,53,0,1,53.125,52.75,0.375,14.779619757684452,0,lab,21.318639145123687,40.0,-39.0,-2,2.0794415416798357
13,59,43,80,70,73,46,67,43,61,47,72,51,49,43,58,22,1,1,60.125,50.375,9.75,5.272205785658333,1,lab,9.946733132038881,24.0,-4.0,4,2.0794415416798357
13,54,41,76,42,33,14,23,54,43,27,31,40,47,47,57,45,0,0,42.125,42.125,0.0,14.845313514147598,1,lab,24.66779276708802,45.0,-34.0,2,2.0794415416798357
13,66,25,81,30,74,61,71,56,50,53,53,57,82,57,63,51,0,0,58.0,58.25,-0.25,15.39129150677782,1,lab,18.444172521422587,28.0,-28.0,2,2.0794415416798357
13,51,63,66,44,51,72,69,64,67,63,50,80,32,43,53,94,0,0,60.0,60.25,-0.25,15.111749032363903,1,lab,22.818577957445115,29.0,-36.0,1,1.9061547465398496
13,48,21,43,35,45,20,42,67,46,64,61,30,30,48,49,72,0,0,40.125,50.0,-9.875,5.679072349923883,1,lab,17.694896863220198,15.0,-43.0,-2,2.0794415416798357
13,38,65,81,58,52,72,19,41,39,62,60,54,42,46,50,68,1,1,53.25,52.625,0.625,14.804274124209472,1,lab,19.13725097813163,26.0,-31.0,2,2.0794415416798357
13,75,31,49,49,41,44,71,42,46,69,79,43,73,73,50,44,0,0,50.25,59.625,-9.375,6.075862974820101,1,lab,24.565918973244212,29.0,-38.0,-2,2.0794415416798357
13,49,44,23,22,35,47,52,67,67,41,71,30,39,45,65,59,0,0,42.375,52.125,-9.75,5.7827610767264,1,lab,16.55860803328589,8.0,-48.0,-2,2.0794415416798357
13,66,69,34,74,62,31,39,24,35,53,53,46,59,51,65,37,1,0,49.875,49.875,0.0,15.244124551227378,0,lab,21.2602916254693,31.0,-26.0,0,2.0794415416798357
13,40,66,27,45,44,60,20,47,44,38,67,57,46,62,79,36,0,0,43.625,53.625,-10.0,5.577226967595998,1,lab,25.86986664055306,28.0,-59.0,-4,1.9061547465398496
13,38,65,34,44,78,49,62,51,36,50,45,68,42,16,52,34,1,1,52.625,42.875,9.75,5.601438586225939,1,lab,19.168659316707572,36.0,-24.0,4,2.0794415416798357
13,49,52,79,55,50,53,66,52,41,78,68,39,70,25,79,55,0,1,57.0,56.875,0.125,15.304274124209472,0,lab,17.602822927019403,28.0,-26.0,0,2.0794415416798357
13,47,43,73,74,41,34,65,54,50,47,32,42,25,36,73,49,1,1,53.875,44.25,9.625,5.595463199259081,1,lab,17.09486399477925,41.0,-8.0,0,2.0794415416798357
13,70,30,38,34,63,48,44,34,60,28,52,43,72,60,72,56,0,0,45.125,55.375,-10.25,4.816519173319364,1,lab,11.366067921669305,10.0,-28.0,-4,1.9061547465398496
13,32,65,68,46,81,48,59,52,33,49,44,38,24,51,74,52,0,1,56.375,45.625,10.75,4.849145275730121,0,lab,20.783106120115924,57.0,-15.0,1,2.0794415416798357
13,53,34,73,55,68,40,32,48,65,89,53,55,63,65,39,49,0,0,50.375,59.75,-9.375,5.80599140372591,1,lab,21.112422291153614,20.0,-55.0,-3,2.0794415416798357
13,54,60,41,53,75,49,56,61,50,61,32,98,43,52,49,64,0,0,56.125,56.125,0.0,15.028306624500313,1,lab,20.043702252827444,32.0,-45.0,0,1.9061547465398496
13,30,52,63,26,58,54,52,66,56,82,50,40,76,69,43,66,0,0,50.125,60.25,-10.125,5.281573272470423,1,lab,14.793896545535256,13.0,-30.0,-3,2.0794415416798357
13,56,71,50,15,59,52,80,36,47,49,46,41,75,58,49,54,1,0,52.375,52.375,0.0,15.504300478684401,0,lab,18.82153022471871,31.0,-26.0,0,2.0794415416798357
13,27,49,52,57,39,43,54,47,27,30,80,23,42,42,54,68,0,1,46.0,45.75,0.25,15.094380078712858,0,lab,18.545552027373034,34.0,-28.0,0,1.9061547465398496
13,19,60,75,47,27,52,70,42,56,42,66,35,51,40,46,54,0,1,49.0,48.75,0.25,14.773869896490273,0,lab,20.48627589387588,24.0,-37.0,2,1.9061547465398496
13,39,64,52,46,42,58,58,68,54,53,57,62,76,16,33,73,0,1,53.375,53.0,0.375,15.027245507284535,0,lab,22.9016238507229,42.0,-34.0,-2,1.9061547465398496
13,87,44,50,45,25,60,38,72,52,39,66,53,63,57,55,39,1,0,52.625,53.0,-0.375,14.70354435945327,0,lab,23.451745670631855,35.0,-38.0,0,2.0794415416798357
13,66,57,56,39,46,38,55,50,35,26,50,41,66,85,67,39,1,0,50.875,51.125,-0.25,14.814306599818437,0,lab,24.585310654941907,31.0,-47.0,0,1.9061547465398496
13,54,37,44,56,47,36,26,49,47,22,62,79,42,24,45,29,0,0,43.625,43.75,-0.125,14.898176539378525,1,lab,16.034630491533004,20.0,-23.0,2,2.0794415416798357
13,56,60,42,68,65,71,66,49,57,45,64,62,32,99,68,50,1,0,59.625,59.625,0.0,15.116767732113459,0,lab,18.110770276274835,33.0,-28.0,-2,1.9061547465398496
13,53,35,47,52,37,56,47,84,53,41,42,10,59,44,46,30,1,1,51.375,40.625,10.75,4.844870951694341,1,lab,23.573024837725004,54.0,-22.0,3,2.0794415416798357
13,27,71,37,59,20,29,37,70,43,31,49,37,59,54,37,39,1,1,43.75,43.625,0.125,15.061479732534023,1,lab,26.43594853603706,40.0,-39.0,-1,2.0794415416798357
13,52,64,65,47,55,57,63,37,88,37,48,68,55,66,22,54,0,1,55.0,54.75,0.25,14.998497193712785,0,lab,24.508926945094924,41.0,-36.0,-1,2.0794415416798357
13,66,17,53,41,77,56,47,75,64,66,49,43,46,42,61,61,1,0,54.0,54.0,0.0,15.05988047761336,0,lab,22.28788908802267,31.0,-49.0,2,1.9061547465398496
13,60,32,65,59,44,21,53,58,82,44,35,59,75,61,55,64,0,0,49.0,59.375,-10.375,5.39931984798922,1,lab,20.210996388105166,30.0,-40.0,-5,2.0794415416798357
13,71,47,82,75,60,50,20,60,71,64,40,56,48,65,55,65,1,1,58.125,58.0,0.125,14.954649642260703,1,lab,22.452380163359074,42.0,-35.0,-1,2.0794415416798357
13,55,64,63,73,69,41,62,51,28,62,74,55,83,85,51,44,0,0,59.75,60.25,-0.5,14.744671200127604,1,lab,20.850659461993043,27.0,-44.0,2,2.0794415416798357
13,33,71,69,38,68,64,51,65,47,62,28,65,62,28,35,46,1,1,57.375,46.625,10.75,4.844870951694341,1,lab,21.53920843485201,41.0,-27.0,4,2.0794415416798357
13,42,68,74,62,57,50,50,55,65,69,39,25,85,66,40,70,0,0,57.25,57.375,-0.125,15.451558242007978,1,lab,23.687747360186027,37.0,-28.0,-2,2.0794415416798357
13,54,13,53,41,56,39,58,33,62,28,57,66,37,45,69,61,0,0,43.375,53.125,-9.75,5.62313674346694,1,lab,13.562355990018844,19.0,-28.0,-6,2.0794415416798357
13,54,47,60,39,53,67,50,16,36,71,62,53,85,44,56,57,0,0,48.25,58.0,-9.75,5.912588121593016,1,lab,21.241174637952582,23.0,-41.0,-4,2.0794415416798357
13,60,49,44,63,56,51,55,93,59,29,43,54,58,36,42,74,1,1,58.875,49.375,9.5,5.625585388120797,1,lab,8.06225774829855,20.0,-2.0,6,1.9061547465398496
13,63,41,41,35,30,41,42,35,24,74,57,27,50,15,51,31,0,0,41.0,41.125,-0.125,15.07354707968276,1,lab,22.646398720326374,39.0,-33.0,0,2.0794415416798357
13,40,62,44,44,61,60,63,63,31,17,72,62,52,63,74,66,0,0,54.625,54.625,0.0,15.525785004308156,1,lab,20.71834935510066,45.0,-28.0,-2,1.7328679513998633
13,34,45,39,47,47,35,24,55,39,23,42,43,51,18,83,30,0,0,40.75,41.125,-0.375,14.919743105612028,1,lab,24.85929152248712,25.0,-59.0,0,2.0794415416798357
13,74,35,44,36,30,58,54,62,85,62,48,61,57,47,70,39,0,0,49.125,58.625,-9.5,5.752868582663394,1,lab,17.334935823359714,23.0,-27.0,-4,1.9061547465398496
13,74,47,78,58,39,53,61,36,47,26,39,54,31,74,44,52,1,1,55.75,45.875,9.875,5.548872189996043,1,lab,19.290136728390497,39.0,-21.0,4,2.0794415416798357
13,59,45,58,71,58,80,38,38,29,55,34,67,57,58,46,25,1,1,55.875,46.375,9.5,6.0085997648616445,1,lab,14.089002803605371,30.0,-10.0,4,2.0794415416798357
13,57,40,52,33,14,46,53,55,71,41,62,68,65,27,46,51,0,0,43.75,53.875,-10.125,5.207835136834065,1,lab,21.589566345806947,19.0,-51.0,-2,2.0794415416798357
13,18,47,47,82,27,45,63,57,44,37,43,52,64,52,58,35,1,1,48.25,48.125,0.125,15.22087349528639,1,lab,21.268741735232013,30.0,-37.0,2,2.0794415416798357
13,68,16,29,35,44,50,37,44,49,48,55,32,29,59,78,50,0,0,40.375,50.0,-9.625,6.030536826737476,1,lab,20.469107821299882,19.0,-41.0,-2,2.0794415416798357
13,48,64,51,39,26,16,48,42,75,45,45,38,46,69,33,63,0,0,41.75,51.75,-10.0,5.506987672229144,1,lab,22.91833327273168,19.0,-53.0,0,2.0794415416798357
13,52,43,64,69,43,60,77,34,60,17,36,65,38,47,53,42,1,1,55.25,44.75,10.5,4.94884030167529,1,lab,13.656500283747663,28.0,-8.0,4,1.9061547465398496
13,37,59,79,45,77,35,36,81,61,46,55,74,43,56,59,53,1,1,56.125,55.875,0.25,15.164279094398154,1,lab,25.17811549739178,34.0,-29.0,0,2.0794415416798357
13,38,28,44,24,50,46,49,50,47,46,47,81,20,22,24,39,1,1,41.125,40.75,0.375,14.941521580741933,1,lab,27.11981517267402,30.0,-57.0,0,2.0794415416798357
13,44,50,56,21,55,38,29,66,41,82,62,61,59,52,32,49,0,0,44.875,54.75,-9.875,5.527245507284535,1,lab,17.31644810577504,17.0,-40.0,-4,2.0794415416798357
13,71,56,44,34,40,40,46,21,28,43,72,66,65,43,54,59,0,0,44.0,53.75,-9.75,5.415201394420494,1,lab,25.51347683088293,43.0,-38.0,-4,2.0794415416798357
13,57,42,61,51,42,69,41,53,39,56,53,35,30,79,43,82,0,0,52.0,52.125,-0.125,14.901504361738073,1,lab,15.52769702821381,18.0,-29.0,0,2.0794415416798357
13,38,30,82,34,48,50,32,76,46,36,42,41,57,67,45,55,1,1,48.75,48.625,0.125,15.24908533864698,1,lab,18.469146569346403,40.0,-17.0,-4,2.0794415416798357
13,53,42,86,63,65,26,49,27,66,40,47,59,50,38,60,50,1,1,51.375,51.25,0.125,15.218701204946175,1,lab,18.469146569346403,39.0,-23.0,0,2.0794415416798357
13,30,74,20,15,51,47,35,57,33,57,34,46,49,30,47,31,1,1,41.125,40.875,0.25,14.959646062066446,1,lab,17.91472857734663,26.0,-31.0,0,1.9061547465398496
13,40,41,44,39,29,49,27,58,69,55,31,21,13,36,63,39,0,0,40.875,40.875,0.0,15.239750654128171,1,lab,21.24852936087578,19.0,-36.0,2,1.9061547465398496
13,40,52,45,58,29,37,45,59,54,33,65,44,44,10,45,76,0,0,45.625,46.375,-0.75,14.646969398770223,1,lab,17.289809137176732,27.0,-20.0,-1,2.0794415416798357
13,58,36,32,44,37,55,34,51,38,43,89,42,31,23,37,43,1,1,43.375,43.25,0.125,15.021919378760378,1,lab,24.583721748343965,32.0,-57.0,2,2.0794415416798357
13,55,57,39,70,43,63,85,49,40,50,69,71,46,43,30,37,1,1,57.625,48.25,9.375,5.76201313557819,1,lab,22.499652775098554,55.0,-30.0,2,2.0794415416798357
13,54,50,43,38,72,57,59,53,28,55,81,68,24,43,59,69,1,0,53.25,53.375,-0.125,15.404407586897834,0,lab,26.92785500183778,48.0,-38.0,-1,2.0794415416798357
13,53,59,27,44,39,47,39,42,62,56,42,60,60,17,13,39,0,1,43.75,43.625,0.125,14.831464600076227,0,lab,18.016919131749468,30.0,-21.0,0,1.9061547465398496
13,40,42,21,58,30,42,36,69,46,48,80,35,35,56,64,51,0,0,42.25,51.875,-9.625,5.769668990703677,1,lab,24.16059550176692,23.0,-59.0,-4,1.9061547465398496
13,28,42,49,81,58,52,16,57,55,53,56,49,51,54,40,26,1,0,47.875,48.0,-0.125,15.104220816137202,0,lab,20.95493676917208,32.0,-27.0,-2,2.0794415416798357
13,64,66,63,49,41,54,58,69,38,49,69,49,39,84,49,90,0,0,58.0,58.375,-0.375,14.804893499845994,1,lab,17.41362613013154,26.0,-30.0,1,2.0794415416798357
13,46,53,48,59,74,53,48,41,62,92,27,43,60,39,42,59,1,0,52.75,53.0,-0.25,15.02470676205166,0,lab,20.07952937695503,21.0,-39.0,2,1.9061547465398496
13,59,36,60,24,20,42,48,50,51,57,53,58,66,61,51,17,0,0,42.375,51.75,-9.375,5.841082500652613,1,lab,23.93186944223121,33.0,-46.0,-2,2.0794415416798357
13,29,47,36,37,64,48,48,73,45,67,51,59,68,63,81,33,0,0,47.75,58.375,-10.625,4.7306449989355155,1,lab,20.590880869938516,40.0,-33.0,-6,1.9061547465398496
13,47,76,43,32,71,48,41,44,47,36,40,43,32,71,19,34,1,1,50.25,40.25,10.0,5.481171359644161,1,lab,21.106870919205434,40.0,-23.0,3,2.0794415416798357
13,28,64,58,52,44,70,49,75,25,44,51,51,70,48,49,22,1,1,55.0,45.0,10.0,5.624766664924419,1,lab,21.295539439046856,53.0,-26.0,5,2.0794415416798357
13,19,34,39,53,59,68,39,80,40,62,65,42,41,43,49,49,1,0,48.875,48.875,0.0,15.094701056993477,0,lab,22.44994432064365,31.0,-28.0,0,2.0794415416798357
13,58,45,50,33,43,47,59,63,40,20,70,52,62,35,43,79,0,0,49.75,50.125,-0.375,14.566971088179764,1,lab,18.45899171135845,25.0,-20.0,0,1.9061547465398496
13,50,46,43,43,58,46,53,72,82,25,52,30,51,37,69,63,0,1,51.375,51.125,0.25,14.838627063675034,0,lab,16.513252253871737,21.0,-32.0,2,1.9061547465398496
13,42,55,56,50,75,51,61,66,25,82,58,81,71,52,43,47,0,0,57.0,57.375,-0.375,14.85312638945886,1,lab,18.316232554758635,19.0,-31.0,0,2.0794415416798357
13,84,57,18,59,49,55,71,73,67,47,54,74,48,54,67,51,1,1,58.25,57.75,0.5,14.735922464141558,1,lab,17.356554957709783,22.0,-36.0,4,1.9061547465398496
13,45,41,31,64,52,65,78,43,45,57,40,23,23,34,52,62,1,1,52.375,42.0,10.375,5.190854725434557,1,lab,22.349147075447867,41.0,-19.0,1,2.0794415416798357
13,43,56,48,17,52,62,63,41,50,36,51,60,57,88,60,62,0,0,47.75,58.0,-10.25,4.976621424334422,1,lab,18.08832496390973,20.0,-43.0,-4,2.0794415416798357
13,43,29,32,51,49,24,66,59,77,73,54,46,50,48,50,32,0,0,44.125,53.75,-9.625,5.494386010461316,1,lab,23.510303592255035,27.0,-44.0,-2,2.0794415416798357
13,28,46,54,29,51,69,31,34,49,37,34,69,70,60,65,38,0,0,42.75,52.75,-10.0,5.299237453764375,1,lab,20.42057785666214,20.0,-40.0,-2,1.9061547465398496
13,26,73,44,41,17,35,72,47,52,40,39,52,30,59,39,38,1,1,44.375,43.625,0.75,14.36731898629295,1,lab,21.856063231972954,33.0,-26.0,0,1.9061547465398496
13,60,40,47,76,48,59,33,69,51,45,55,12,37,56,58,40,1,1,54.0,44.25,9.75,5.463480864023197,1,lab,25.252475126212875,64.0,-25.0,2,2.0794415416798357
13,17,34,27,35,47,77,67,41,51,30,34,38,60,49,47,36,0,0,43.125,43.125,0.0,15.400757557124694,1,lab,18.05547008526779,28.0,-34.0,0,2.0794415416798357
13,22,51,42,90,67,54,61,54,69,49,43,42,61,53,59,63,1,1,55.125,54.875,0.25,14.685416521365136,1,lab,24.081891537003482,48.0,-47.0,2,1.9061547465398496
13,50,48,68,45,48,41,44,66,39,50,60,59,45,34,92,30,1,1,51.25,51.125,0.125,15.050501090024452,1,lab,22.48019962099981,36.0,-48.0,2,2.0794415416798357
13,94,39,37,58,32,53,63,62,65,45,42,61,62,46,67,53,1,0,54.75,55.125,-0.375,14.766416710466693,0,lab,15.635996130723491,29.0,-30.0,-2,2.0794415416798357
13,47,67,20,48,39,25,77,27,62,28,40,42,35,50,47,46,1,0,43.75,43.75,0.0,15.541342713335078,0,lab,22.594247055390007,39.0,-25.0,0,2.0794415416798357
13,81,63,50,30,51,14,43,38,53,54,46,52,44,28,58,35,1,0,46.25,46.25,0.0,15.59700826013331,0,lab,15.182226450688976,28.0,-22.0,2,2.0794415416798357
13,45,43,24,53,45,56,12,52,43,41,54,39,56,34,81,60,0,0,41.25,51.0,-9.75,5.844336578813904,1,lab,26.864242032858474,22.0,-69.0,0,1.9061547465398496
13,59,69,36,53,26,30,37,44,41,64,45,47,85,40,58,51,0,0,44.25,53.875,-9.625,5.682813908807054,1,lab,21.782662256941872,18.0,-59.0,-2,2.0794415416798357
13,15,23,40,44,71,61,56,27,42,28,58,36,35,55,44,40,1,0,42.125,42.25,-0.125,15.006506864816869,0,lab,18.66438788173885,36.0,-27.0,0,2.0794415416798357
13,62,70,51,20,60,43,44,43,53,85,73,49,68,37,55,53,0,0,49.125,59.125,-10.0,5.700849233932114,1,lab,12.0,9.0,-29.0,-4,2.0794415416798357
13,48,34,37,38,31,54,74,61,35,53,47,68,64,39,69,78,0,0,47.125,56.625,-9.5,6.034370494701955,1,lab,17.449928366615147,15.0,-33.0,-2,2.0794415416798357
13,14,48,63,42,49,75,70,36,40,50,49,55,34,47,62,62,1,0,49.625,49.875,-0.25,14.878339851638271,0,lab,18.686559340873856,28.0,-26.0,0,1.9061547465398496
13,42,68,42,51,32,43,19,55,80,58,66,34,52,35,57,49,1,0,44.0,53.875,-9.875,5.50667199407572,0,lab,21.133134528507597,17.0,-38.0,0,1.9061547465398496
13,82,30,63,51,39,29,49,75,49,54,54,39,62,35,65,56,1,1,52.25,51.75,0.5,14.779616051022574,1,lab,19.589538024159733,33.0,-24.0,0,2.0794415416798357
13,58,46,86,35,76,61,25,47,72,53,56,39,55,50,62,48,1,0,54.25,54.375,-0.125,15.27508116861726,0,lab,19.662384773978967,30.0,-37.0,-2,2.0794415416798357
13,71,70,62,65,58,32,78,46,68,57,25,57,59,41,62,33,1,1,60.25,50.25,10.0,5.489781577973698,1,lab,12.835497652993435,37.0,-9.0,4,1.9061547465398496
13,39,76,38,22,24,66,25,28,47,42,24,38,49,52,36,31,0,0,39.75,39.875,-0.125,15.281573272470423,1,lab,18.10688750172155,34.0,-25.0,-2,1.9061547465398496
13,29,32,50,42,67,22,47,31,36,64,61,63,66,45,36,28,0,0,40.0,49.875,-9.875,5.411023027589616,1,lab,13.760791219984409,11.0,-32.0,-2,2.0794415416798357
13,51,55,60,40,40,74,61,81,55,34,65,39,31,58,36,67,1,1,57.75,48.125,9.625,5.392628530053161,1,lab,10.605865122657368,25.0,-5.0,4,2.0794415416798357
13,43,54,39,74,66,56,37,32,16,44,26,47,52,26,50,57,1,1,50.125,39.75,10.375,4.993664006130569,1,lab,18.560290272514596,30.0,-25.0,4,1.9061547465398496
13,83,32,52,54,48,60,65,46,26,32,58,53,70,45,39,34,1,1,55.0,44.625,10.375,5.014254909405675,1,lab,22.231382660554427,57.0,-22.0,3,2.0794415416798357
13,44,83,55,55,41,80,58,64,58,50,69,29,57,30,63,44,1,1,60.0,50.0,10.0,5.353609781850434,1,lab,23.817010727629107,50.0,-16.0,0,1.9061547465398496
13,55,59,72,30,81,57,56,71,51,61,63,40,36,68,25,58,1,1,60.125,50.25,9.875,5.716530820715883,1,lab,18.360538526960475,45.0,-11.0,2,2.0794415416798357
13,33,63,56,47,52,53,83,39,59,61,25,40,50,52,27,27,1,1,53.25,42.625,10.625,4.96759974047518,1,lab,22.560682059725057,56.0,-26.0,6,1.9061547465398496
