subject,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,human_choice,normative_choice,EV_left,EV_right,EV_diff,complexity,is_correct,dataset_source,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
1,37,82,76,33,55,40,75,42,67,38,53,59,44,56,66,55,0,1,55.0,54.75,0.25,14.95471418124436,0,lab,24.15445093559363,44.0,-30.0,0,2.0794415416798357
1,15,23,40,44,71,61,56,27,42,28,58,36,35,55,44,40,0,0,42.125,42.25,-0.125,15.006506864816869,1,lab,18.66438788173885,36.0,-27.0,0,2.0794415416798357
1,60,43,52,72,66,49,54,63,81,26,51,50,39,70,83,59,0,0,57.375,57.375,0.0,15.138802242361624,1,lab,20.130822139197395,27.0,-29.0,2,1.9061547465398496
1,67,22,31,45,43,47,64,46,55,42,71,47,41,83,50,58,0,0,45.625,55.875,-10.25,5.009969418929602,1,lab,19.194725838104592,14.0,-40.0,-2,2.0794415416798357
1,47,46,57,48,35,67,22,27,55,70,42,33,78,55,55,41,0,0,43.625,53.625,-10.0,5.422386326376342,1,lab,21.118712081942874,15.0,-43.0,-2,1.9061547465398496
1,51,51,63,63,44,36,56,39,53,53,20,55,40,47,39,91,0,1,50.375,49.75,0.625,14.83017712612832,0,lab,25.119402361521264,43.0,-52.0,0,1.9061547465398496
1,38,64,51,37,39,50,59,40,35,23,58,71,26,34,70,62,0,0,47.25,47.375,-0.125,15.218701204946175,1,lab,22.14970372262347,41.0,-34.0,0,2.0794415416798357
1,61,11,41,58,58,47,30,75,60,58,31,45,50,41,45,56,0,0,47.625,48.25,-0.625,14.669743105612028,1,lab,19.88050238298821,19.0,-47.0,4,2.0794415416798357
1,56,26,43,70,46,95,57,57,53,46,56,76,46,55,56,61,1,1,56.25,56.125,0.125,15.199136734794124,1,lab,16.699083058659237,40.0,-20.0,-1,2.0794415416798357
1,54,76,72,57,31,45,39,51,40,54,26,38,19,62,53,53,1,1,53.125,43.125,10.0,5.5686651108350755,1,lab,19.332614929181204,46.0,-17.0,2,2.0794415416798357
1,39,50,46,50,41,56,67,36,78,44,64,31,21,30,57,61,1,0,48.125,48.25,-0.125,15.094368142819421,0,lab,22.48019962099981,26.0,-39.0,2,2.0794415416798357
1,73,26,52,41,35,59,20,16,50,31,45,27,34,54,44,33,0,1,40.25,39.75,0.5,14.696490822993752,0,lab,14.52583904633395,23.0,-24.0,2,2.0794415416798357
1,47,41,71,52,63,24,47,31,46,63,55,30,59,75,77,49,0,0,47.0,56.75,-9.75,6.03976461720271,1,lab,23.19886850689059,22.0,-51.0,0,2.0794415416798357
1,38,42,52,53,52,55,31,29,36,63,35,75,13,30,50,51,0,0,44.0,44.125,-0.125,15.091082500652613,1,lab,22.9370742467299,39.0,-22.0,0,1.9061547465398496
1,30,74,20,15,51,47,35,57,33,57,34,46,49,30,47,31,0,1,41.125,40.875,0.25,14.959646062066446,0,lab,17.91472857734663,26.0,-31.0,0,1.9061547465398496
1,28,42,49,81,58,52,16,57,55,53,56,49,51,54,40,26,1,0,47.875,48.0,-0.125,15.104220816137202,0,lab,20.95493676917208,32.0,-27.0,-2,2.0794415416798357
1,46,35,43,54,25,38,53,44,32,16,70,70,32,37,53,25,0,1,42.25,41.875,0.375,14.941521580741933,0,lab,15.619999199743898,19.0,-27.0,1,1.9061547465398496
1,53,68,75,67,33,51,19,75,40,51,56,65,59,52,70,44,1,1,55.125,54.625,0.5,15.04723984077774,1,lab,25.149552679918582,31.0,-51.0,2,2.0794415416798357
1,42,55,56,50,75,51,61,66,25,82,58,81,71,52,43,47,1,0,57.0,57.375,-0.375,14.85312638945886,0,lab,18.316232554758635,19.0,-31.0,0,2.0794415416798357
1,38,37,58,46,28,34,51,35,67,29,10,36,22,54,63,50,0,0,40.875,41.375,-0.5,14.978479684172259,1,lab,22.67156809750927,48.0,-29.0,0,2.0794415416798357
1,57,40,52,33,14,46,53,55,71,41,62,68,65,27,46,51,0,0,43.75,53.875,-10.125,5.207835136834065,1,lab,21.589566345806947,19.0,-51.0,-2,2.0794415416798357
1,62,43,38,48,57,50,58,68,54,14,77,70,68,60,41,42,1,0,53.0,53.25,-0.25,15.31009854296131,0,lab,22.626035887888094,29.0,-39.0,0,2.0794415416798357
1,53,48,25,48,22,67,54,49,55,26,55,74,50,61,73,51,0,0,45.75,55.625,-9.875,5.56831031007709,1,lab,17.567281377606495,22.0,-30.0,-4,1.9061547465398496
