subject,sequenceA1,sequenceA2,sequenceA3,sequenceA4,sequenceA5,sequenceA6,sequenceA7,sequenceA8,sequenceB1,sequenceB2,sequenceB3,sequenceB4,sequenceB5,sequenceB6,sequenceB7,sequenceB8,isDifferentMeanSameVariance,sequenceChoiceLeft,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy,economic_loss
3,74,57,45,37,37,78,92,52,48,42,62,56,62,68,73,59,0,1,59.0,58.75,0.25,1,1,-0.25,15.504300478684401,15.254300478684401,18.32177666057525,26.0,-25.0,0,2.0794415416798357,0.0
3,19,46,40,68,56,30,40,35,82,63,47,40,46,35,54,48,1,0,41.75,51.875,-10.125,0,1,-10.125,15.410899822311913,5.285899822311913,24.39486370119743,28.0,-63.0,-4,2.0794415416798357,0.0
3,38,42,52,53,52,55,31,29,36,63,35,75,13,30,50,51,0,1,44.0,44.125,-0.125,0,0,-0.125,15.216082500652613,15.091082500652613,22.9370742467299,39.0,-22.0,0,1.9061547465398496,0.125
3,40,61,68,34,74,43,42,48,28,37,31,24,42,43,67,59,1,1,51.25,41.375,9.875,1,1,-9.875,15.164514499317148,5.289514499317148,19.933875062315405,37.0,-25.0,3,2.0794415416798357,0.0
3,45,61,27,53,56,70,29,61,61,36,52,84,69,53,52,71,1,1,50.25,59.75,-9.5,0,0,-9.5,15.435888917281916,5.9358889172819165,18.81488772222678,25.0,-31.0,-4,2.0794415416798357,9.5
3,66,25,81,30,74,61,71,56,50,53,53,57,82,57,63,51,0,0,58.0,58.25,-0.25,0,1,-0.25,15.64129150677782,15.39129150677782,18.444172521422587,28.0,-28.0,2,2.0794415416798357,0.0
3,16,72,58,36,28,56,71,45,41,57,39,48,33,49,60,56,0,0,47.75,47.875,-0.125,0,1,-0.125,15.254370958296947,15.129370958296947,14.451967859084105,19.0,-25.0,0,2.0794415416798357,0.0
3,63,54,52,40,74,53,52,23,48,21,40,32,60,63,25,41,1,1,51.375,41.25,10.125,1,1,-10.125,15.563713138793926,5.438713138793926,16.011226530156893,33.0,-18.0,4,2.0794415416798357,0.0
3,47,46,57,48,35,67,22,27,55,70,42,33,78,55,55,41,1,1,43.625,53.625,-10.0,0,0,-10.0,15.422386326376342,5.422386326376342,21.118712081942874,15.0,-43.0,-2,1.9061547465398496,10.0
3,49,62,46,63,56,94,49,55,50,58,33,38,27,61,62,65,1,1,59.25,49.25,10.0,1,1,-10.0,15.394804318340652,5.394804318340652,16.62077013859466,33.0,-13.0,2,2.0794415416798357,0.0
3,84,39,26,39,23,52,36,29,45,32,31,54,40,57,36,30,0,1,41.0,40.625,0.375,1,1,-0.375,15.197450444071203,14.822450444071203,16.3320046228257,39.0,-17.0,-3,1.9061547465398496,0.0
3,66,57,56,39,46,38,55,50,35,26,50,41,66,85,67,39,0,0,50.875,51.125,-0.25,0,1,-0.25,15.064306599818437,14.814306599818437,24.585310654941907,31.0,-47.0,0,1.9061547465398496,0.0
3,84,57,18,59,49,55,71,73,67,47,54,74,48,54,67,51,0,0,58.25,57.75,0.5,1,0,-0.5,15.235922464141558,14.735922464141558,17.356554957709783,22.0,-36.0,4,1.9061547465398496,0.5
3,49,44,23,22,35,47,52,67,67,41,71,30,39,45,65,59,1,0,42.375,52.125,-9.75,0,1,-9.75,15.5327610767264,5.7827610767264,16.55860803328589,8.0,-48.0,-2,2.0794415416798357,0.0
3,40,62,44,44,61,60,63,63,31,17,72,62,52,63,74,66,0,0,54.625,54.625,0.0,0,1,-0.0,15.525785004308156,15.525785004308156,20.71834935510066,45.0,-28.0,-2,1.7328679513998633,0.0
3,64,42,32,64,26,34,26,37,44,71,28,47,73,43,44,55,1,0,40.625,50.625,-10.0,0,1,-10.0,15.619965855703185,5.619965855703185,21.459263733874934,20.0,-47.0,-2,1.9061547465398496,0.0
3,28,26,63,47,52,66,14,66,43,48,64,31,53,45,42,37,0,0,45.25,45.375,-0.125,0,1,-0.125,15.43899284279904,15.31399284279904,19.470731239478397,29.0,-28.0,-2,1.9061547465398496,0.0
3,53,68,75,67,33,51,19,75,40,51,56,65,59,52,70,44,0,1,55.125,54.625,0.5,1,1,-0.5,15.54723984077774,15.04723984077774,25.149552679918582,31.0,-51.0,2,2.0794415416798357,0.0
3,58,82,34,62,72,53,52,51,73,43,40,49,29,61,32,58,1,1,58.0,48.125,9.875,1,1,-9.875,15.19854707968276,5.3235470796827595,21.014503919912077,43.0,-15.0,0,2.0794415416798357,0.0
3,49,75,68,59,40,52,68,14,58,35,62,66,41,57,50,53,0,0,53.125,52.75,0.375,1,0,-0.375,15.154619757684452,14.779619757684452,21.318639145123687,40.0,-39.0,-2,2.0794415416798357,0.375
3,44,31,56,54,91,72,72,42,68,57,55,54,43,71,51,67,0,0,57.75,58.25,-0.5,0,1,-0.5,14.904138127826558,14.404138127826558,24.03643068344383,48.0,-26.0,1,1.9061547465398496,0.0
3,82,63,41,13,50,50,64,60,41,66,40,49,48,59,61,59,0,0,52.875,52.875,0.0,0,1,-0.0,15.344380078712858,15.344380078712858,19.62778642639052,41.0,-36.0,2,1.9061547465398496,0.0
3,40,40,55,87,30,38,36,73,59,53,59,56,52,46,29,47,0,1,49.875,50.125,-0.25,0,0,-0.25,15.362291495737216,15.112291495737216,18.63967542635869,31.0,-22.0,-2,2.0794415416798357,0.25
3,65,31,75,66,53,53,39,60,26,62,43,53,56,41,58,22,1,0,55.25,45.125,10.125,1,0,-10.125,15.162316225871736,5.037316225871736,24.52772665780504,39.0,-31.0,2,2.0794415416798357,10.125
3,79,56,75,54,57,38,39,58,53,23,25,58,58,46,61,54,1,1,57.0,47.25,9.75,1,1,-9.75,15.20471418124436,5.454714181244359,22.598395960775623,50.0,-22.0,0,2.0794415416798357,0.0
3,21,43,52,45,55,41,50,43,55,49,28,31,41,55,78,13,0,1,43.75,43.75,0.0,0,0,-0.0,15.446682491719702,15.446682491719702,22.47220505424423,30.0,-34.0,0,1.9061547465398496,0.0
3,31,36,54,26,42,74,39,40,50,37,82,49,64,54,37,52,1,1,42.75,53.125,-10.375,0,0,-10.375,15.320873560821088,4.945873560821088,15.189943219117048,20.0,-28.0,-4,2.0794415416798357,10.375
3,34,39,49,37,27,60,48,41,44,35,54,27,21,40,85,28,0,0,41.875,41.75,0.125,1,0,-0.125,15.587254408650677,15.462254408650677,16.639091772089003,20.0,-37.0,2,2.0794415416798357,0.125
3,30,61,63,55,71,37,52,33,25,23,28,57,45,39,66,40,1,1,50.25,40.375,9.875,1,1,-9.875,15.610760177945638,5.735760177945638,18.850978091335207,38.0,-14.0,0,1.9061547465398496,0.0
3,58,45,50,33,43,47,59,63,40,20,70,52,62,35,43,79,0,0,49.75,50.125,-0.375,0,1,-0.375,14.941971088179764,14.566971088179764,18.45899171135845,25.0,-20.0,0,1.9061547465398496,0.0
3,46,39,30,54,35,71,50,26,64,50,47,51,25,73,58,63,1,0,43.875,53.875,-10.0,0,1,-10.0,14.983880227319847,4.9838802273198475,13.601470508735444,10.0,-37.0,-4,2.0794415416798357,0.0
3,57,62,38,48,47,55,59,36,50,43,68,36,63,73,55,12,0,0,50.25,50.0,0.25,1,0,-0.25,15.028306624500313,14.778306624500313,18.115946014492316,24.0,-30.0,2,2.0794415416798357,0.25
3,49,52,93,28,45,60,78,58,39,67,60,68,57,52,57,67,0,1,57.875,58.375,-0.5,0,0,-0.5,15.230999091764575,14.730999091764575,21.627528753882167,33.0,-40.0,0,2.0794415416798357,0.5
3,38,27,59,32,40,46,36,49,22,26,41,84,28,53,35,42,0,0,40.875,41.375,-0.5,0,1,-0.5,15.29651376403569,14.79651376403569,20.994046775217015,18.0,-52.0,4,1.9061547465398496,0.0
4,41,51,38,56,31,40,70,24,73,67,37,40,65,45,40,62,1,0,43.875,53.625,-9.75,0,1,-9.75,14.95548951611637,5.205489516116369,23.1880896151451,30.0,-38.0,-2,2.0794415416798357,0.0
4,57,43,42,59,43,62,63,38,31,83,50,45,45,48,27,80,0,1,50.875,51.125,-0.25,0,0,-0.25,15.633297796690243,15.383297796690243,26.915376646073522,36.0,-42.0,0,1.9061547465398496,0.25
4,40,22,36,54,72,41,48,55,66,56,23,69,49,54,71,60,1,0,46.0,56.0,-10.0,0,1,-10.0,15.522027358993197,5.522027358993197,18.296174463531987,23.0,-34.0,-4,2.0794415416798357,0.0
4,51,53,65,54,54,38,67,43,65,50,56,63,87,47,39,18,0,0,53.125,53.125,0.0,0,1,-0.0,15.3747628708001,15.3747628708001,19.189841062395487,28.0,-33.0,0,1.9061547465398496,0.0
4,30,43,60,32,29,30,31,67,58,59,37,72,37,36,35,63,1,0,40.25,49.625,-9.375,0,1,-9.375,15.299101280794241,5.9241012807942415,18.020387759424047,23.0,-40.0,-4,2.0794415416798357,0.0
4,34,63,63,47,77,58,53,36,60,46,44,27,15,47,51,59,1,1,53.875,43.625,10.25,1,1,-10.25,15.433729296576379,5.183729296576379,25.941038915201528,62.0,-26.0,4,2.0794415416798357,0.0
4,13,61,42,29,52,56,77,63,65,60,39,38,52,39,46,53,0,0,49.125,49.0,0.125,1,0,-0.125,15.618231867489568,15.493231867489568,22.76201605745853,31.0,-52.0,3,2.0794415416798357,0.125
4,28,73,54,47,63,45,57,74,47,36,58,35,54,19,64,47,1,1,55.125,45.0,10.125,1,1,-10.125,15.346959525152423,5.221959525152423,18.044649483988323,37.0,-19.0,2,2.0794415416798357,0.0
4,54,26,37,41,21,83,23,42,54,43,30,46,53,38,28,35,0,0,40.875,40.875,0.0,0,1,-0.0,15.439667526644909,15.439667526644909,20.8746257451481,45.0,-32.0,-1,1.7328679513998633,0.0
4,59,69,36,53,26,30,37,44,41,64,45,47,85,40,58,51,1,1,44.25,53.875,-9.625,0,0,-9.625,15.307813908807054,5.682813908807054,21.782662256941872,18.0,-59.0,-2,2.0794415416798357,9.625
4,40,61,68,34,74,43,42,48,28,37,31,24,42,43,67,59,1,1,51.25,41.375,9.875,1,1,-9.875,15.164514499317148,5.289514499317148,19.933875062315405,37.0,-25.0,3,2.0794415416798357,0.0
4,43,56,48,17,52,62,63,41,50,36,51,60,57,88,60,62,1,0,47.75,58.0,-10.25,0,1,-10.25,15.226621424334422,4.976621424334422,18.08832496390973,20.0,-43.0,-4,2.0794415416798357,0.0
4,47,56,68,42,67,22,47,50,64,65,67,45,29,76,71,63,1,0,49.875,60.0,-10.125,0,1,-10.125,15.463801818009266,5.338801818009266,24.147657753910625,38.0,-54.0,-4,2.0794415416798357,0.0
4,51,61,67,61,57,37,57,44,28,41,43,64,53,85,40,76,0,0,54.375,53.75,0.625,1,0,-0.625,15.035374953754895,14.410374953754895,25.35713656941572,24.0,-48.0,2,2.0794415416798357,0.625
4,40,42,21,58,30,42,36,69,46,48,80,35,35,56,64,51,1,0,42.25,51.875,-9.625,0,1,-9.625,15.394668990703677,5.769668990703677,24.16059550176692,23.0,-59.0,-4,1.9061547465398496,0.0
4,40,77,69,44,30,55,53,59,42,14,51,56,29,50,61,44,1,1,53.375,43.375,10.0,1,1,-10.0,15.692354826475215,5.692354826475215,22.237355957937087,63.0,-12.0,2,2.0794415416798357,0.0
4,54,53,46,41,49,90,39,19,41,60,42,59,48,43,64,37,0,0,48.875,49.25,-0.375,0,1,-0.375,15.351302876303366,14.976302876303366,21.551899568251518,47.0,-25.0,0,1.9061547465398496,0.0
4,49,37,30,46,43,71,73,43,49,42,75,47,56,48,85,68,1,0,49.0,58.75,-9.75,0,1,-9.75,15.709339048264676,5.959339048264676,18.565761497983324,23.0,-45.0,-5,2.0794415416798357,0.0
4,30,52,63,26,58,54,52,66,56,82,50,40,76,69,43,66,1,1,50.125,60.25,-10.125,0,0,-10.125,15.406573272470423,5.281573272470423,14.793896545535256,13.0,-30.0,-3,2.0794415416798357,10.125
4,45,56,72,44,64,24,57,62,17,52,36,30,43,61,58,47,1,0,53.0,43.0,10.0,1,0,-10.0,15.305772331596556,5.305772331596556,21.0,36.0,-37.0,4,2.0794415416798357,10.0
4,36,54,34,38,48,61,48,56,31,35,43,64,69,69,52,15,0,1,46.875,47.25,-0.375,0,0,-0.375,15.101738310538956,14.726738310538956,20.44466617482418,41.0,-26.0,-2,2.0794415416798357,0.375
4,51,55,60,40,40,74,61,81,55,34,65,39,31,58,36,67,1,1,57.75,48.125,9.625,1,1,-9.625,15.01762853005316,5.392628530053161,10.605865122657368,25.0,-5.0,4,2.0794415416798357,0.0
4,49,68,84,66,31,63,61,25,61,52,55,67,56,71,47,41,0,1,55.875,56.25,-0.375,0,0,-0.375,15.12379471781691,14.74879471781691,17.254981164869466,29.0,-25.0,-2,2.0794415416798357,0.375
4,94,39,37,58,32,53,63,62,65,45,42,61,62,46,67,53,0,1,54.75,55.125,-0.375,0,0,-0.375,15.141416710466693,14.766416710466693,15.635996130723491,29.0,-30.0,-2,2.0794415416798357,0.375
4,82,63,41,13,50,50,64,60,41,66,40,49,48,59,61,59,0,1,52.875,52.875,0.0,0,0,-0.0,15.344380078712858,15.344380078712858,19.62778642639052,41.0,-36.0,2,1.9061547465398496,0.0
4,57,42,61,51,42,69,41,53,39,56,53,35,30,79,43,82,0,0,52.0,52.125,-0.125,0,1,-0.125,15.026504361738073,14.901504361738073,15.52769702821381,18.0,-29.0,0,2.0794415416798357,0.0
4,29,47,36,37,64,48,48,73,45,67,51,59,68,63,81,33,1,0,47.75,58.375,-10.625,0,1,-10.625,15.355644998935515,4.7306449989355155,20.590880869938516,40.0,-33.0,-6,1.9061547465398496,0.0
4,45,60,28,68,43,57,35,67,45,77,77,54,40,45,71,68,1,0,50.375,59.625,-9.25,0,1,-9.25,15.349267083479914,6.099267083479914,21.364397955477237,14.0,-49.0,-1,2.0794415416798357,0.0
4,68,16,29,35,44,50,37,44,49,48,55,32,29,59,78,50,1,0,40.375,50.0,-9.625,0,1,-9.625,15.655536826737476,6.030536826737476,20.469107821299882,19.0,-41.0,-2,2.0794415416798357,0.0
4,67,38,35,27,55,27,44,57,53,56,83,43,49,43,68,39,1,0,43.75,54.25,-10.5,0,1,-10.5,15.249043685862183,4.749043685862183,20.5851888502389,18.0,-48.0,-2,1.9061547465398496,0.0
4,28,39,48,28,50,53,48,43,78,18,42,37,42,17,44,59,0,1,42.125,42.125,0.0,0,0,-0.0,15.217862311551295,15.217862311551295,24.212600025606502,36.0,-50.0,2,2.0794415416798357,0.0
4,58,46,86,35,76,61,25,47,72,53,56,39,55,50,62,48,0,0,54.25,54.375,-0.125,0,1,-0.125,15.40008116861726,15.27508116861726,19.662384773978967,30.0,-37.0,-2,2.0794415416798357,0.0
4,32,67,33,55,22,22,71,58,34,33,59,47,52,37,46,53,0,0,45.0,45.125,-0.125,0,1,-0.125,15.150220020404545,15.025220020404545,21.432670738851,34.0,-30.0,0,2.0794415416798357,0.0
4,53,68,75,67,33,51,19,75,40,51,56,65,59,52,70,44,0,1,55.125,54.625,0.5,1,1,-0.5,15.54723984077774,15.04723984077774,25.149552679918582,31.0,-51.0,2,2.0794415416798357,0.0
4,48,21,43,35,45,20,42,67,46,64,61,30,30,48,49,72,1,0,40.125,50.0,-9.875,0,1,-9.875,15.554072349923883,5.679072349923883,17.694896863220198,15.0,-43.0,-2,2.0794415416798357,0.0
4,73,62,50,28,54,73,28,77,72,54,50,46,71,44,57,55,0,1,55.625,56.125,-0.5,0,0,-0.5,15.121177202850312,14.621177202850312,18.848076824970764,29.0,-29.0,1,2.0794415416798357,0.5
4,44,64,34,54,89,33,71,69,48,67,49,58,49,71,66,50,0,1,57.25,57.25,0.0,0,0,-0.0,14.901901444670296,14.901901444670296,21.494185260204677,40.0,-38.0,-2,1.9061547465398496,0.0
4,55,64,63,73,69,41,62,51,28,62,74,55,83,85,51,44,0,0,59.75,60.25,-0.5,0,1,-0.5,15.244671200127604,14.744671200127604,20.850659461993043,27.0,-44.0,2,2.0794415416798357,0.0
4,57,72,64,40,45,31,66,67,54,61,66,34,24,39,33,52,1,1,55.25,45.375,9.875,1,1,-9.875,15.269659459202094,5.394659459202094,12.292655327470953,33.0,-8.0,4,2.0794415416798357,0.0
4,68,63,44,60,28,55,34,35,50,39,43,68,63,87,57,55,1,0,48.375,57.75,-9.375,0,1,-9.375,15.437913287315313,6.062913287315313,20.736064597700306,24.0,-35.0,-2,2.0794415416798357,0.0
4,50,46,43,43,58,46,53,72,82,25,52,30,51,37,69,63,0,0,51.375,51.125,0.25,1,0,-0.25,15.088627063675034,14.838627063675034,16.513252253871737,21.0,-32.0,2,1.9061547465398496,0.25
4,57,40,52,33,14,46,53,55,71,41,62,68,65,27,46,51,1,1,43.75,53.875,-10.125,0,0,-10.125,15.332835136834065,5.207835136834065,21.589566345806947,19.0,-51.0,-2,2.0794415416798357,10.125
4,21,36,52,68,31,47,45,57,50,83,66,37,36,53,57,61,1,0,44.625,55.375,-10.75,0,1,-10.75,15.701379981814762,4.951379981814762,20.926956300427445,31.0,-47.0,-6,2.0794415416798357,0.0
4,46,62,33,21,26,56,82,48,40,60,40,51,41,57,52,33,0,1,46.75,46.75,0.0,0,0,-0.0,15.242484486898235,15.242484486898235,17.10263137648707,30.0,-30.0,0,2.0794415416798357,0.0
4,31,28,53,65,70,57,62,89,60,51,40,65,56,63,71,48,0,0,56.875,56.75,0.125,1,0,-0.125,15.332835136834065,15.207835136834065,21.014503919912077,41.0,-29.0,-1,2.0794415416798357,0.125
4,40,40,55,87,30,38,36,73,59,53,59,56,52,46,29,47,0,1,49.875,50.125,-0.25,0,0,-0.25,15.362291495737216,15.112291495737216,18.63967542635869,31.0,-22.0,-2,2.0794415416798357,0.25
4,54,16,43,62,56,45,33,49,72,66,57,36,54,71,33,53,1,0,44.75,55.25,-10.5,0,1,-10.5,15.17893276880822,4.67893276880822,20.946360065653412,26.0,-50.0,-3,2.0794415416798357,0.0
4,50,34,49,43,37,35,34,63,33,35,15,84,51,34,47,47,0,0,43.125,43.25,-0.125,0,1,-0.125,15.389254909405675,15.264254909405675,21.647387255740586,34.0,-41.0,0,2.0794415416798357,0.0
4,24,42,55,77,49,37,46,47,56,59,79,42,45,79,45,50,1,1,47.125,56.875,-9.75,0,0,-9.75,15.35795125225584,5.607951252255839,22.758240265890507,35.0,-42.0,-2,2.0794415416798357,9.75
4,64,37,23,70,49,55,12,33,45,41,33,39,38,62,50,33,0,1,42.875,42.625,0.25,1,1,-0.25,15.286159317064135,15.036159317064135,19.530424982575266,31.0,-38.0,-1,2.0794415416798357,0.0
4,44,50,56,21,55,38,29,66,41,82,62,61,59,52,32,49,1,1,44.875,54.75,-9.875,0,0,-9.875,15.402245507284535,5.527245507284535,17.31644810577504,17.0,-40.0,-4,2.0794415416798357,9.875
4,46,35,43,54,25,38,53,44,32,16,70,70,32,37,53,25,0,0,42.25,41.875,0.375,1,0,-0.375,15.316521580741933,14.941521580741933,15.619999199743898,19.0,-27.0,1,1.9061547465398496,0.375
4,45,58,56,36,77,43,33,67,50,30,37,54,12,59,46,46,1,1,51.875,41.75,10.125,1,1,-10.125,15.612895311248327,5.487895311248327,26.844168361117095,65.0,-18.0,0,2.0794415416798357,0.0
4,66,42,39,63,43,74,76,46,31,34,45,63,26,66,59,46,1,0,56.125,46.25,9.875,1,0,-9.875,15.587254408650677,5.7122544086506775,12.180286326683786,35.0,-6.0,4,1.559581156259877,9.875
4,60,57,53,63,30,54,47,52,95,48,42,31,51,51,63,33,0,1,52.0,51.75,0.25,1,1,-0.25,15.521490478258416,15.271490478258416,20.96872671384698,32.0,-35.0,2,2.0794415416798357,0.0
4,73,40,59,57,47,50,65,58,61,39,76,47,54,72,80,20,0,0,56.125,56.125,0.0,0,1,-0.0,15.671098663888673,15.671098663888673,18.49324200890693,38.0,-22.0,0,2.0794415416798357,0.0
4,73,26,52,41,35,59,20,16,50,31,45,27,34,54,44,33,0,1,40.25,39.75,0.5,1,1,-0.5,15.196490822993752,14.696490822993752,14.52583904633395,23.0,-24.0,2,2.0794415416798357,0.0
4,74,48,87,40,57,39,29,67,53,68,51,35,63,60,55,53,0,1,55.125,54.75,0.375,1,1,-0.375,15.101738310538956,14.726738310538956,20.945987085835796,36.0,-26.0,0,2.0794415416798357,0.0
4,56,46,55,53,68,37,62,49,42,74,73,78,52,43,44,19,0,0,53.25,53.125,0.125,1,0,-0.125,15.415225157832326,15.290225157832326,20.75112948733153,30.0,-28.0,0,2.0794415416798357,0.125
4,53,35,47,52,37,56,47,84,53,41,42,10,59,44,46,30,1,1,51.375,40.625,10.75,1,1,-10.75,15.594870951694341,4.844870951694341,23.573024837725004,54.0,-22.0,3,2.0794415416798357,0.0
4,87,44,50,45,25,60,38,72,52,39,66,53,63,57,55,39,0,1,52.625,53.0,-0.375,0,0,-0.375,15.07854435945327,14.70354435945327,23.451745670631855,35.0,-38.0,0,2.0794415416798357,0.375
4,49,44,23,22,35,47,52,67,67,41,71,30,39,45,65,59,1,0,42.375,52.125,-9.75,0,1,-9.75,15.5327610767264,5.7827610767264,16.55860803328589,8.0,-48.0,-2,2.0794415416798357,0.0
4,47,35,13,63,56,39,37,33,54,42,23,51,75,60,39,53,1,0,40.375,49.625,-9.25,0,1,-9.25,15.603418428878546,6.3534184288785465,10.389297377590074,12.0,-21.0,-6,1.9061547465398496,0.0
4,53,42,86,63,65,26,49,27,66,40,47,59,50,38,60,50,0,1,51.375,51.25,0.125,1,1,-0.125,15.343701204946175,15.218701204946175,18.469146569346403,39.0,-23.0,0,2.0794415416798357,0.0
4,47,46,57,48,35,67,22,27,55,70,42,33,78,55,55,41,1,0,43.625,53.625,-10.0,0,1,-10.0,15.422386326376342,5.422386326376342,21.118712081942874,15.0,-43.0,-2,1.9061547465398496,0.0
4,38,37,58,46,28,34,51,35,67,29,10,36,22,54,63,50,0,0,40.875,41.375,-0.5,0,1,-0.5,15.478479684172259,14.978479684172259,22.67156809750927,48.0,-29.0,0,2.0794415416798357,0.0
4,60,49,65,56,47,42,53,36,22,62,56,48,58,23,66,76,0,0,51.0,51.375,-0.375,0,1,-0.375,14.855834992801089,14.480834992801089,22.382680246118873,38.0,-40.0,0,1.9061547465398496,0.0
4,52,52,70,40,55,64,45,65,22,75,38,73,44,52,81,56,0,1,55.375,55.125,0.25,1,1,-0.25,15.614096195425466,15.364096195425466,25.454616477173644,32.0,-36.0,2,2.0794415416798357,0.0
4,44,83,55,55,41,80,58,64,58,50,69,29,57,30,63,44,1,1,60.0,50.0,10.0,1,1,-10.0,15.353609781850434,5.353609781850434,23.817010727629107,50.0,-16.0,0,1.9061547465398496,0.0
4,51,38,75,37,66,44,32,55,61,55,50,23,42,42,20,27,1,1,49.75,40.0,9.75,1,1,-9.75,15.474172029546525,5.724172029546525,15.642490210960657,28.0,-17.0,4,2.0794415416798357,0.0
4,51,45,53,52,93,66,52,59,38,64,40,68,61,47,46,26,1,1,58.875,48.75,10.125,1,1,-10.125,15.236879601808239,5.111879601808239,18.182666883600987,33.0,-19.0,4,1.9061547465398496,0.0
4,42,56,66,45,57,53,20,64,58,21,38,42,61,26,48,25,1,1,50.375,39.875,10.5,1,1,-10.5,15.478479684172259,4.9784796841722585,23.56374333589636,39.0,-28.0,2,2.0794415416798357,0.0
4,29,15,69,47,64,26,55,23,60,35,48,41,36,33,29,48,0,0,41.0,41.25,-0.25,0,1,-0.25,15.581506131736218,15.331506131736218,22.280877451303393,28.0,-31.0,0,2.0794415416798357,0.0
4,49,75,68,59,40,52,68,14,58,35,62,66,41,57,50,53,0,1,53.125,52.75,0.375,1,1,-0.375,15.154619757684452,14.779619757684452,21.318639145123687,40.0,-39.0,-2,2.0794415416798357,0.0
4,58,46,83,62,58,34,73,65,59,41,48,54,57,46,20,72,1,1,59.875,49.625,10.25,1,1,-10.25,15.614096195425466,5.364096195425466,20.849160654568326,53.0,-12.0,2,2.0794415416798357,0.0
4,48,48,53,66,62,43,20,33,60,33,61,55,51,86,52,58,1,0,46.625,57.0,-10.375,0,1,-10.375,15.28057045182978,4.90557045182978,20.346605982325407,15.0,-43.0,-2,1.9061547465398496,0.0
4,31,50,41,56,61,49,51,40,39,39,41,28,79,74,23,55,0,0,47.375,47.25,0.125,1,0,-0.125,15.413062641798351,15.288062641798351,19.127450823358558,28.0,-25.0,-1,1.9061547465398496,0.125
4,65,36,57,29,54,56,72,68,37,54,72,24,56,40,41,37,1,1,54.625,45.125,9.5,1,1,-9.5,15.279070652366261,5.779070652366261,18.76832437912346,31.0,-18.0,2,1.9061547465398496,0.0
4,68,42,36,45,65,59,73,36,64,39,42,53,20,42,59,25,1,1,53.0,43.0,10.0,1,1,-10.0,15.569200364822851,5.569200364822851,15.636495771111889,45.0,-8.0,4,2.0794415416798357,0.0
4,54,40,34,43,36,61,57,40,61,46,40,51,27,75,11,57,0,0,45.625,46.0,-0.375,0,1,-0.375,15.423872189996043,15.048872189996043,18.927080466886594,46.0,-17.0,-4,1.9061547465398496,0.0
4,80,38,76,48,45,57,65,68,68,53,59,59,44,38,54,22,1,1,59.625,49.625,10.0,1,1,-10.0,15.230999091764575,5.230999091764575,17.95132307101624,46.0,-15.0,4,2.0794415416798357,0.0
4,57,65,60,24,45,15,74,50,41,37,56,58,43,44,49,67,0,0,48.75,49.375,-0.625,0,1,-0.625,15.463801818009266,14.838801818009266,22.270706656951862,28.0,-34.0,2,2.0794415416798357,0.0
4,66,57,56,39,46,38,55,50,35,26,50,41,66,85,67,39,0,0,50.875,51.125,-0.25,0,1,-0.25,15.064306599818437,14.814306599818437,24.585310654941907,31.0,-47.0,0,1.9061547465398496,0.0
4,31,47,55,50,68,74,57,34,31,42,50,49,18,28,65,51,1,1,52.0,41.75,10.25,1,1,-10.25,15.5,5.25,22.856891739691992,50.0,-17.0,3,1.9061547465398496,0.0
4,51,26,63,53,49,20,40,55,68,43,59,29,58,50,77,54,1,0,44.625,54.75,-10.125,0,1,-10.125,15.23906711930447,5.114067119304471,18.374149640187433,24.0,-37.0,-2,1.9061547465398496,0.0
4,38,27,59,32,40,46,36,49,22,26,41,84,28,53,35,42,0,0,40.875,41.375,-0.5,0,1,-0.5,15.29651376403569,14.79651376403569,20.994046775217015,18.0,-52.0,4,1.9061547465398496,0.0
4,42,66,61,49,34,77,71,58,47,50,37,27,60,72,49,33,1,1,57.25,46.875,10.375,1,1,-10.375,15.154619757684452,4.779619757684452,16.918462548352316,25.0,-26.0,4,1.9061547465398496,0.0
4,54,41,76,42,33,14,23,54,43,27,31,40,47,47,57,45,0,1,42.125,42.125,0.0,0,0,-0.0,14.845313514147598,14.845313514147598,24.66779276708802,45.0,-34.0,2,2.0794415416798357,0.0
4,65,44,54,40,48,23,22,31,21,56,50,40,59,59,51,72,1,0,40.875,51.0,-10.125,0,1,-10.125,15.524040496382806,5.399040496382806,25.531536871093365,44.0,-41.0,-3,2.0794415416798357,0.0
4,59,52,43,26,26,71,45,41,47,71,62,68,29,40,66,55,1,1,45.375,54.75,-9.375,0,0,-9.375,15.43359431024845,6.05859431024845,21.017477845831074,31.0,-42.0,-4,1.9061547465398496,9.375
4,73,69,35,52,29,31,63,78,62,42,41,55,71,59,50,54,0,1,53.75,54.25,-0.5,0,0,-0.5,15.209646062066446,14.709646062066446,22.874658467395747,27.0,-42.0,0,2.0794415416798357,0.5
4,48,38,48,18,44,59,25,62,35,40,62,67,58,67,65,33,1,0,42.75,53.375,-10.625,0,1,-10.625,15.54978563625021,4.92478563625021,23.895279345510904,29.0,-49.0,-4,1.9061547465398496,0.0
4,59,29,66,38,67,63,42,35,51,73,55,48,88,54,43,66,1,0,49.875,59.75,-9.875,0,1,-9.875,15.540136207039286,5.665136207039286,19.12091459632619,11.0,-44.0,-2,2.0794415416798357,0.0
