sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,responseLeft,confidence,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
39,69,32,56,26,48,48,24,38,71,39,60,29,50,58,32,1,-2,-7,-4,-3,-2,-10,-8,1,0,6,42.75,47.125,-4.375,0,1,-4.375,14.892811465043573,10.517811465043573,3.42554740151118,1.0,-10.0,-6,1.9061547465398496
47,17,44,52,23,35,55,23,53,24,39,44,58,26,52,64,-6,-7,5,8,-35,9,3,-41,1,0,6,37.0,45.0,-8.0,0,1,-8.0,14.678782874157744,6.6787828741577435,18.227726133558185,9.0,-41.0,0,2.0794415416798357
25,47,38,59,60,35,47,72,64,56,51,46,34,82,44,38,-39,-9,-13,13,26,-47,3,34,1,0,6,47.875,51.875,-4.0,0,1,-4.0,15.023869896490273,11.023869896490273,27.069355367278327,34.0,-47.0,0,2.0794415416798357
21,62,18,29,46,46,50,38,71,50,27,43,63,38,48,33,-50,12,-9,-14,-17,8,2,5,1,0,6,38.75,46.625,-7.875,0,1,-7.875,15.045348118272306,7.170348118272306,18.731240615613263,12.0,-50.0,0,2.0794415416798357
72,48,70,64,30,64,56,38,73,51,34,48,46,62,64,30,-1,-3,36,16,-16,2,-8,8,0,1,2,55.25,51.0,4.25,1,1,-4.25,14.719035294474974,10.469035294474974,15.022899187573616,36.0,-16.0,0,2.0794415416798357
54,28,42,14,59,41,28,51,40,35,52,32,67,47,40,73,14,-7,-10,-18,-8,-6,-12,-22,1,0,6,39.625,48.25,-8.625,0,1,-8.625,15.272933575446466,6.647933575446466,10.01171189157978,14.0,-22.0,-6,2.0794415416798357
38,40,47,65,22,40,69,48,46,24,41,49,20,36,65,26,-8,16,6,16,2,4,4,22,0,1,6,46.125,38.375,7.75,1,1,-7.75,15.137150766684373,7.387150766684373,9.024272823890023,22.0,-8.0,6,1.7328679513998633
20,36,48,72,35,40,29,46,79,48,57,34,37,44,33,57,-59,-12,-9,38,-2,-4,-4,-11,1,0,6,40.75,48.625,-7.875,0,1,-7.875,15.507928079963916,7.632928079963916,24.522629854891175,38.0,-59.0,-6,1.9061547465398496
68,57,18,47,53,55,66,52,59,47,67,20,49,53,57,35,9,10,-49,27,4,2,9,17,0,1,6,52.0,48.375,3.625,1,1,-3.625,14.74773993984615,11.12273993984615,21.201046554356697,27.0,-49.0,6,1.9061547465398496
36,58,49,79,41,42,33,62,40,64,55,31,60,61,45,79,-4,-6,-6,48,-19,-19,-12,-17,1,0,3,50.0,54.375,-4.375,0,1,-4.375,14.994304474255106,10.619304474255106,20.59695062381808,48.0,-19.0,-6,1.7328679513998633
53,57,37,53,75,38,28,41,54,44,53,21,13,47,48,37,-1,13,-16,32,62,-9,-20,4,0,1,6,47.75,39.625,8.125,1,1,-8.125,15.023176539378525,6.898176539378525,25.648769463660436,62.0,-20.0,0,2.0794415416798357
45,78,44,52,37,53,36,30,51,31,38,19,50,41,70,47,-6,47,6,33,-13,12,-34,-17,0,1,1,46.875,43.375,3.5,1,1,-3.5,14.605364311329815,11.105364311329815,25.074887836239668,47.0,-34.0,0,2.0794415416798357
58,42,56,29,18,54,56,57,32,23,51,20,59,50,51,53,26,19,5,9,-41,4,5,4,0,1,6,46.25,42.375,3.875,1,1,-3.875,14.736434439850095,10.861434439850095,18.57711966371536,26.0,-41.0,6,1.7328679513998633
52,50,49,47,32,50,75,77,20,47,44,35,48,49,72,56,32,3,5,12,-16,1,3,21,0,1,6,54.0,46.375,7.625,1,1,-7.625,15.025395169512182,7.400395169512182,13.434447327672247,32.0,-16.0,6,1.9061547465398496
56,55,53,30,64,58,34,24,61,76,45,57,58,53,26,65,-5,-21,8,-27,6,5,8,-41,1,0,1,46.75,55.125,-8.375,0,1,-8.375,15.039808287785231,6.664808287785231,17.691364418834404,8.0,-41.0,0,1.9061547465398496
35,70,42,43,44,79,54,48,54,48,66,33,45,31,22,55,-19,22,-24,10,-1,48,32,-7,0,0,2,51.875,44.25,7.625,1,0,-7.625,14.910706444252288,7.285706444252288,23.542182885195672,48.0,-24.0,0,2.0794415416798357
35,61,24,49,21,46,59,33,50,66,37,55,40,56,17,38,-15,-5,-13,-6,-19,-10,42,-5,1,0,6,41.0,44.875,-3.875,0,1,-3.875,14.76693942562236,10.89193942562236,17.97524339195439,42.0,-19.0,-6,1.9061547465398496
32,58,38,36,32,19,30,64,35,16,55,47,58,52,47,65,-3,42,-17,-11,-26,-33,-17,-1,1,0,6,38.625,46.875,-8.25,0,1,-8.25,15.242484486898235,6.992484486898235,21.48691462262556,42.0,-33.0,-6,1.9061547465398496
47,42,35,47,23,47,75,45,43,30,73,66,68,48,53,40,4,12,-38,-19,-45,-1,22,5,1,0,6,45.125,52.625,-7.5,0,1,-7.5,14.934858553063032,7.434858553063032,22.5,22.0,-45.0,0,2.0794415416798357
43,31,43,50,70,29,23,54,59,34,44,69,47,69,29,55,-16,-3,-1,-19,23,-40,-6,-1,1,0,6,42.875,50.75,-7.875,0,1,-7.875,15.171107408491972,7.296107408491972,16.94430213965745,23.0,-40.0,-6,1.9061547465398496
44,46,31,28,37,39,61,73,35,39,50,26,33,24,56,65,9,7,-19,2,4,15,5,8,0,0,1,44.875,41.0,3.875,1,0,-3.875,14.57609344097382,10.70109344097382,9.386659416427124,15.0,-19.0,6,2.0794415416798357
35,80,40,59,65,49,42,48,55,21,43,63,50,23,50,46,-20,59,-3,-4,15,26,-8,2,0,1,6,52.25,43.875,8.375,1,1,-8.375,14.98652172231213,6.61152172231213,23.22142060684488,59.0,-20.0,0,2.0794415416798357
16,67,51,50,53,50,60,48,41,13,55,54,44,26,40,57,-25,54,-4,-4,9,24,20,-9,0,1,1,49.375,41.25,8.125,1,1,-8.125,15.186479732534023,7.061479732534023,22.866118494401274,54.0,-25.0,0,1.9061547465398496
46,24,76,41,50,50,44,31,35,47,56,46,18,64,31,34,11,-23,20,-5,32,-14,13,-3,0,1,2,45.25,41.375,3.875,1,1,-3.875,14.727383791201115,10.852383791201115,17.149617342669778,32.0,-23.0,0,2.0794415416798357
43,46,42,43,41,24,76,54,56,63,61,40,28,71,67,46,-13,-17,-19,3,13,-47,9,8,1,0,6,46.125,54.0,-7.875,0,1,-7.875,14.794002163038913,6.919002163038913,18.890721929031724,13.0,-47.0,0,2.0794415416798357
40,52,70,23,60,32,55,51,35,34,62,64,31,24,54,48,5,18,8,-41,29,8,1,3,0,1,2,47.875,44.0,3.875,1,1,-3.875,14.825512919738504,10.950512919738504,19.002878071492223,29.0,-41.0,6,1.9061547465398496
63,70,58,43,54,41,78,35,55,60,59,54,29,73,35,40,8,10,-1,-11,25,-32,43,-5,0,1,3,55.25,50.625,4.625,1,1,-4.625,14.530284466130272,9.905284466130272,21.32450175267877,43.0,-32.0,0,2.0794415416798357
44,50,32,58,80,57,65,38,42,49,16,57,60,49,63,58,2,1,16,1,20,8,2,-20,0,1,1,53.0,49.25,3.75,1,1,-3.75,14.890153345975543,11.140153345975543,11.277743568639961,20.0,-20.0,6,1.7328679513998633
57,46,27,34,39,72,42,28,65,57,50,56,41,17,53,35,-8,-11,-23,-22,-2,55,-11,-7,1,0,1,43.125,46.75,-3.625,0,1,-3.625,14.847979660546414,11.222979660546414,23.162132350023388,55.0,-23.0,-6,1.9061547465398496
64,59,27,31,61,52,41,62,63,45,60,34,19,54,52,40,1,14,-33,-3,42,-2,-11,22,0,1,5,49.625,45.875,3.75,1,1,-3.75,14.299184125909655,10.549184125909655,21.081686365184357,42.0,-33.0,0,2.0794415416798357
57,38,58,33,24,30,60,57,70,42,56,40,36,41,75,61,-13,-4,2,-7,-12,-11,-15,-4,1,1,1,44.625,52.625,-8.0,0,0,-8.0,14.974979131871937,6.974979131871937,5.385164807134504,2.0,-15.0,-6,1.9061547465398496
41,48,25,63,55,48,55,18,47,76,32,31,54,38,50,59,-6,-28,-7,32,1,10,5,-41,1,0,6,44.125,48.375,-4.25,0,1,-4.25,14.92871952535336,10.67871952535336,21.081686365184357,32.0,-41.0,0,2.0794415416798357
63,27,25,43,54,62,38,53,50,15,68,39,45,46,32,42,13,12,-43,4,9,16,6,11,0,1,6,45.625,42.125,3.5,1,1,-3.5,14.568802284333465,11.068802284333465,17.937391114652097,16.0,-43.0,6,2.0794415416798357
51,57,32,59,77,46,35,38,50,40,63,51,59,45,15,37,1,17,-31,8,18,1,20,1,0,1,1,49.375,45.0,4.375,1,1,-4.375,14.634291920007609,10.259291920007609,15.36178293688594,20.0,-31.0,6,1.6674619334292948
46,23,64,66,45,58,61,38,26,68,58,34,36,55,54,37,20,-45,6,32,9,3,7,1,0,1,6,50.125,46.0,4.125,1,1,-4.125,14.415125158434572,10.290125158434572,20.88323190983618,32.0,-45.0,6,2.0794415416798357
57,57,46,60,25,21,32,41,25,58,56,65,53,24,39,46,32,-1,-10,-5,-28,-3,-7,-5,1,0,6,42.375,45.75,-3.375,0,1,-3.375,14.816516684655225,11.441516684655225,15.515617132424994,32.0,-28.0,-6,1.9061547465398496
58,32,54,31,66,40,28,57,44,38,25,36,19,48,66,28,14,-6,29,-5,47,-8,-38,29,0,1,6,45.75,38.0,7.75,1,1,-7.75,14.84082207965583,7.09082207965583,25.434966090010814,47.0,-38.0,0,1.9061547465398496
57,40,68,55,21,38,36,43,39,55,66,42,17,36,31,40,18,-15,2,13,4,2,5,3,0,1,6,44.75,40.75,4.0,1,1,-4.0,14.373586887064759,10.373586887064759,9.0,18.0,-15.0,6,1.9061547465398496
56,62,44,14,40,57,43,35,35,65,62,38,28,49,41,65,21,-3,-18,-24,12,8,2,-30,1,1,6,43.875,47.875,-4.0,0,0,-4.0,14.58709475301142,10.58709475301142,17.080690852538723,21.0,-30.0,0,2.0794415416798357
40,40,45,63,38,23,56,68,51,56,54,60,37,87,38,56,-11,-16,-9,3,1,-64,18,12,1,0,6,46.625,54.875,-8.25,0,1,-8.25,15.251229458637097,7.001229458637097,23.684119151870522,18.0,-64.0,0,2.0794415416798357
41,73,73,54,39,41,35,46,39,42,43,42,36,39,82,44,2,31,30,12,3,2,-47,2,0,0,2,50.25,45.875,4.375,1,0,-4.375,14.63543075325538,10.26043075325538,22.588368134949455,31.0,-47.0,6,1.6674619334292948
21,50,38,43,48,36,62,67,39,43,18,24,43,22,56,59,-18,7,20,19,5,14,6,8,0,1,6,45.625,38.0,7.625,1,1,-7.625,15.087384354707302,7.462384354707302,11.123595416950403,20.0,-18.0,6,2.0794415416798357
33,74,53,64,45,33,33,51,63,35,49,15,50,39,41,25,-30,39,4,49,-5,-6,-8,26,0,1,6,48.25,39.625,8.625,1,1,-8.625,15.346959525152423,6.721959525152423,25.109447923042833,49.0,-30.0,0,2.0794415416798357
73,40,50,46,25,44,27,42,30,69,56,47,26,61,35,49,43,-29,-6,-1,-1,-17,-8,-7,1,0,2,43.375,46.625,-3.25,0,1,-3.25,14.669696656713798,11.419696656713798,19.51121472384536,43.0,-29.0,-6,1.9061547465398496
52,44,61,36,48,71,81,50,37,62,55,20,39,65,57,40,15,-18,6,16,9,6,24,10,0,1,6,55.375,46.875,8.5,1,1,-8.5,15.222242497958922,6.722242497958922,11.489125293076057,24.0,-18.0,6,1.9061547465398496
56,26,42,45,63,72,63,44,38,33,44,64,68,75,65,50,18,-7,-2,-19,-5,-3,-2,-6,1,0,6,51.375,54.625,-3.25,0,1,-3.25,14.72865687472328,11.47865687472328,9.536115561380326,18.0,-19.0,-6,1.9061547465398496
33,40,70,22,52,46,50,33,58,60,38,27,66,48,68,41,-25,-20,32,-5,-14,-2,-18,-8,1,0,6,43.25,50.75,-7.5,0,1,-7.5,14.696938456699069,7.196938456699069,16.62828914831589,32.0,-25.0,-6,2.0794415416798357
19,60,53,51,50,74,48,46,17,55,32,60,36,60,32,41,2,5,21,-9,14,14,16,5,0,1,6,50.125,41.625,8.5,1,1,-8.5,15.56438241627338,7.06438241627338,8.986100377805714,21.0,-9.0,6,1.7328679513998633
27,29,18,50,56,45,33,60,32,72,35,59,58,51,37,37,-5,-43,-17,-9,-2,-6,-4,23,1,0,3,39.75,47.625,-7.875,0,1,-7.875,14.884975646604197,7.009975646604197,17.076573865972062,23.0,-43.0,-6,2.0794415416798357
48,60,69,57,34,33,36,26,54,61,37,69,68,65,37,34,-6,-1,32,-12,-34,-32,-1,-8,1,0,6,45.375,53.125,-7.75,0,1,-7.75,15.1942971758047,7.444297175804699,19.266226926930972,32.0,-34.0,-6,1.9061547465398496
53,24,39,44,58,26,52,64,47,17,23,35,52,44,23,55,6,7,16,9,6,-18,29,9,0,1,6,45.0,37.0,8.0,1,1,-8.0,14.678782874157744,6.6787828741577435,12.206555615733702,29.0,-18.0,6,1.7328679513998633
57,48,39,77,28,38,51,52,36,41,48,71,18,29,45,41,21,7,-9,6,10,9,6,11,0,1,6,48.75,41.125,7.625,1,1,-7.625,15.097323162291607,7.472323162291607,7.744958037329835,21.0,-9.0,6,1.9061547465398496
64,70,59,21,53,47,56,41,24,65,56,66,52,33,41,38,40,5,3,-45,1,14,15,3,0,1,6,51.375,46.875,4.5,1,1,-4.5,14.948244044034068,10.448244044034068,22.15851980616034,40.0,-45.0,6,1.9061547465398496
34,40,41,50,66,67,76,61,54,39,37,19,58,51,66,42,-20,1,4,31,8,16,10,19,0,1,6,54.375,45.75,8.625,1,1,-8.625,15.12379471781691,6.49879471781691,13.981572694085598,31.0,-20.0,6,2.0794415416798357
40,57,23,40,37,62,61,64,39,54,73,28,34,28,46,48,1,3,-50,12,3,34,15,16,0,1,6,48.0,43.75,4.25,1,1,-4.25,14.709973940606874,10.459973940606874,22.79117153636469,34.0,-50.0,6,1.9061547465398496
42,34,66,72,34,48,30,41,48,46,73,28,46,64,68,62,-6,-12,-7,44,-12,-16,-38,-21,1,0,3,45.875,54.375,-8.5,0,1,-8.5,15.305227865013967,6.805227865013967,22.0,44.0,-38.0,-6,1.9061547465398496
47,41,79,41,60,51,29,47,53,30,66,25,56,35,27,33,-6,11,13,16,4,16,2,14,0,1,6,49.375,40.625,8.75,1,1,-8.75,15.344923156101716,6.594923156101716,7.428828979051813,16.0,-6.0,6,1.9061547465398496
78,48,45,63,31,38,45,41,69,47,29,50,25,31,32,48,9,1,16,13,6,7,13,-7,0,1,6,48.625,41.375,7.25,1,1,-7.25,14.872793954062566,7.6227939540625655,6.977642868476432,16.0,-7.0,6,1.9061547465398496
44,67,43,35,66,28,31,54,20,52,51,68,58,62,50,37,24,15,-8,-33,8,-34,-19,17,1,0,1,46.0,49.75,-3.75,0,1,-3.75,14.719035294474974,10.969035294474974,21.53920843485201,24.0,-34.0,0,2.0794415416798357
41,62,67,25,50,57,31,56,57,67,69,37,53,25,54,61,-16,-5,-2,-12,-3,32,-23,-5,1,0,2,48.625,52.875,-4.25,0,1,-4.25,14.6401275039985,10.3901275039985,15.295015527942429,32.0,-23.0,-6,1.9061547465398496
42,39,43,75,42,36,73,51,47,26,30,26,54,38,48,69,-5,13,13,49,-12,-2,25,-18,0,1,6,50.125,42.25,7.875,1,1,-7.875,15.28057045182978,7.40557045182978,20.508763370812975,49.0,-18.0,0,1.9061547465398496
63,35,49,39,41,15,25,50,33,74,53,64,45,33,33,51,30,-39,-4,-25,-4,-18,-8,-1,1,0,6,39.625,48.25,-8.625,0,1,-8.625,15.346959525152423,6.721959525152423,18.946882989030147,30.0,-39.0,-6,1.9061547465398496
69,55,42,49,74,54,33,35,53,47,41,35,72,37,26,63,16,8,1,14,2,17,7,-28,0,0,1,51.375,46.75,4.625,1,0,-4.625,14.75338944107421,10.12838944107421,13.564084008881691,17.0,-28.0,6,2.0794415416798357
42,62,66,44,51,19,33,40,29,41,16,49,58,37,46,19,13,21,50,-5,-7,-18,-13,21,0,1,1,44.625,36.875,7.75,1,1,-7.75,14.99110847580436,7.24110847580436,21.323402636539974,50.0,-18.0,0,1.9061547465398496
37,38,79,56,66,41,60,55,21,49,61,44,55,26,55,54,16,-11,18,12,11,15,5,1,0,1,6,54.0,45.625,8.375,1,1,-8.375,14.815391771172754,6.440391771172754,9.054522350737226,18.0,-11.0,6,2.0794415416798357
47,26,27,48,61,39,50,68,29,59,35,56,66,60,57,72,18,-33,-8,-8,-5,-21,-7,-4,1,0,6,45.75,54.25,-8.5,0,1,-8.5,14.957718186051418,6.457718186051418,13.665650368716449,18.0,-33.0,-6,1.9061547465398496
55,63,21,50,50,43,23,46,35,80,40,59,65,49,42,48,20,-17,-19,-9,-15,-6,-19,-2,1,0,6,43.875,52.25,-8.375,0,1,-8.375,14.98652172231213,6.61152172231213,12.226380290175829,20.0,-19.0,-6,1.9061547465398496
45,41,63,77,55,48,59,28,46,35,57,59,52,20,56,26,-1,6,6,18,3,28,3,2,0,1,6,52.0,43.875,8.125,1,1,-8.125,15.092906722475075,6.967906722475075,9.184735978785673,28.0,-1.0,6,1.7328679513998633
54,27,35,42,18,58,32,55,59,61,34,26,61,37,63,40,-5,-34,1,16,-43,21,-31,15,1,1,1,40.125,47.625,-7.5,0,0,-7.5,14.750706197783662,7.250706197783662,23.62202362203543,21.0,-43.0,0,2.0794415416798357
62,57,76,30,60,56,46,36,61,20,46,48,29,64,48,41,1,37,30,-18,31,-8,-2,-5,0,1,1,52.875,44.625,8.25,1,1,-8.25,14.95548951611637,6.705489516116369,19.696129061315578,37.0,-18.0,0,2.0794415416798357
38,32,36,32,64,58,19,30,35,16,55,47,58,52,47,65,3,16,-19,-15,6,6,-28,-35,1,0,6,38.625,46.875,-8.25,0,1,-8.25,15.242484486898235,6.992484486898235,17.275343701356565,16.0,-35.0,0,1.9061547465398496
56,72,40,66,42,41,40,76,48,40,71,38,66,51,58,28,8,32,-31,28,-24,-10,-18,48,0,1,6,54.125,50.0,4.125,1,1,-4.125,14.658188837642937,10.533188837642937,27.38812470761735,48.0,-31.0,0,2.0794415416798357
38,51,41,50,31,47,19,70,45,78,44,52,37,53,36,30,-7,-27,-3,-2,-6,-6,-17,40,1,1,1,43.375,46.875,-3.5,0,0,-3.5,14.605364311329815,11.105364311329815,18.214005600086985,40.0,-27.0,-6,1.9061547465398496
49,65,29,39,63,28,63,50,58,44,23,35,59,15,39,45,-9,21,6,4,4,13,24,5,0,1,6,48.25,39.75,8.5,1,1,-8.5,15.362291495737216,6.862291495737216,9.886859966642595,24.0,-9.0,6,1.9061547465398496
69,29,50,31,32,47,25,48,78,48,45,63,31,38,45,41,-9,-19,5,-32,1,9,-20,7,1,1,6,41.375,48.625,-7.25,0,0,-7.25,14.872793954062566,7.6227939540625655,14.148763196831021,9.0,-32.0,0,2.0794415416798357
55,40,57,48,26,26,58,64,66,36,55,74,51,28,57,40,-11,4,2,-26,-25,-2,1,24,1,1,1,46.75,50.875,-4.125,0,0,-4.125,14.72964697472414,10.60464697472414,15.357713859816506,24.0,-26.0,0,2.0794415416798357
38,40,47,65,22,40,69,48,46,41,24,20,36,65,49,26,-8,-1,23,45,-14,-25,20,22,0,1,6,46.125,38.375,7.75,1,1,-7.75,15.137150766684373,7.387150766684373,21.91888455191094,45.0,-25.0,0,2.0794415416798357
34,54,66,27,59,60,67,59,45,27,37,41,66,48,71,56,-11,27,29,-14,-7,12,-4,3,0,1,2,53.25,48.875,4.375,1,1,-4.375,14.447462291581406,10.072462291581406,15.619999199743898,29.0,-14.0,0,2.0794415416798357
46,61,20,59,37,41,48,21,63,50,42,41,20,62,33,60,-17,11,-22,18,17,-21,15,-39,1,0,1,41.625,46.375,-4.75,0,1,-4.75,15.019986684414869,10.269986684414869,20.956800805466468,18.0,-39.0,0,2.0794415416798357
30,42,70,62,31,51,58,64,69,39,52,59,28,44,26,59,-39,3,18,3,3,7,32,5,0,1,6,51.0,47.0,4.0,1,1,-4.0,14.96217453001624,10.96217453001624,18.848076824970764,32.0,-39.0,6,1.6674619334292948
66,37,63,32,69,47,40,39,70,62,64,36,28,53,47,61,-4,-25,-1,-4,41,-6,-7,-22,1,0,1,49.125,52.625,-3.5,0,1,-3.5,14.272934760120872,10.772934760120872,18.741664813991314,41.0,-25.0,-6,1.9061547465398496
44,64,50,28,36,62,35,66,51,26,59,56,24,22,41,38,-7,38,-9,-28,12,40,-6,28,0,1,6,48.125,39.625,8.5,1,1,-8.5,14.867750334196495,6.367750334196495,23.302360395462088,40.0,-28.0,0,2.0794415416798357
21,46,62,38,50,18,46,29,71,50,27,43,63,38,48,33,-50,-4,35,-5,-13,-20,-2,-4,1,0,5,38.75,46.625,-7.875,0,1,-7.875,15.045348118272306,7.170348118272306,21.962681416439114,35.0,-50.0,-6,1.9061547465398496
72,59,21,58,51,49,46,63,56,43,63,44,48,48,17,62,16,16,-42,14,3,1,29,1,0,1,6,52.375,47.625,4.75,1,1,-4.75,14.578523016181485,9.828523016181485,19.822651184944963,29.0,-42.0,6,1.7328679513998633
42,33,29,30,53,67,67,47,32,30,44,13,46,61,50,31,10,3,-15,17,7,6,17,16,0,1,6,46.0,38.375,7.625,1,1,-7.625,15.144718551363047,7.519718551363047,9.923929413291894,17.0,-15.0,6,1.9061547465398496
66,41,53,40,27,51,21,52,53,50,62,61,39,71,24,56,13,-9,-9,-21,-12,-20,-3,-4,1,0,6,43.875,52.0,-8.125,0,1,-8.125,14.834503699146797,6.709503699146797,10.080147568364264,13.0,-21.0,-6,1.9061547465398496
44,37,57,52,68,27,26,54,70,44,53,29,60,66,69,41,-26,-7,4,23,8,-39,-43,13,1,0,6,45.625,54.0,-8.375,0,1,-8.375,15.025395169512182,6.650395169512182,23.216037021851943,23.0,-43.0,0,2.0794415416798357
26,54,48,45,36,76,58,40,46,44,42,65,38,60,14,45,-20,10,6,-20,-2,16,44,-5,0,1,6,47.875,44.25,3.625,1,1,-3.625,14.865928606492544,11.240928606492544,19.53162499640007,44.0,-20.0,0,1.9061547465398496
47,56,78,28,51,54,73,53,21,41,72,34,49,53,57,52,26,15,6,-6,2,1,16,1,0,1,6,55.0,47.375,7.625,1,1,-7.625,15.428193888678825,7.803193888678825,9.809912079116714,26.0,-6.0,6,1.9061547465398496
38,56,34,66,33,18,27,40,28,47,41,58,48,42,77,36,10,9,-7,8,-15,-24,-50,4,1,0,6,39.0,47.125,-8.125,0,1,-8.125,15.26420103815897,7.139201038158969,19.63057245726675,10.0,-50.0,0,2.0794415416798357
41,44,48,38,76,64,49,31,44,62,29,38,22,64,47,52,-3,-18,19,0,54,0,2,-21,0,1,1,48.875,44.75,4.125,1,1,-4.125,14.363002239550521,10.238002239550521,22.13276699827656,54.0,-21.0,0,1.9061547465398496
67,38,65,43,49,26,32,51,36,40,84,45,58,61,49,62,31,-2,-19,-2,-9,-35,-17,-11,1,0,6,46.375,54.375,-8.0,0,1,-8.0,15.0858653491715,7.085865349171501,17.797471730557685,31.0,-35.0,-6,1.9061547465398496
47,26,48,61,27,39,68,50,29,59,35,56,66,60,57,72,18,-33,13,5,-39,-21,11,-22,1,0,6,45.75,54.25,-8.5,0,1,-8.5,14.957718186051418,6.457718186051418,21.20141504711419,18.0,-39.0,0,2.0794415416798357
32,17,55,60,60,36,32,41,19,60,53,51,50,74,48,46,13,-43,2,9,10,-38,-16,-5,1,0,6,41.625,50.125,-8.5,0,1,-8.5,15.56438241627338,7.06438241627338,20.463381929681123,13.0,-43.0,0,2.0794415416798357
73,46,35,25,56,58,40,40,52,56,37,30,67,65,76,58,21,-10,-2,-5,-11,-7,-36,-18,1,0,6,46.625,55.125,-8.5,0,1,-8.5,15.3747628708001,6.874762870800099,14.9248115565993,21.0,-36.0,-6,2.0794415416798357
71,52,49,43,69,54,44,23,79,57,55,59,36,68,50,37,-8,-5,-6,-16,33,-14,-6,-14,1,0,6,50.625,55.125,-4.5,0,1,-4.5,14.582523787054146,10.082523787054146,14.730919862656235,33.0,-16.0,-6,1.7328679513998633
56,55,30,34,58,53,24,64,61,76,45,57,58,53,26,65,-5,-21,-15,-23,0,0,-2,-1,1,0,6,46.75,55.125,-8.375,0,1,-8.375,15.039808287785231,6.664808287785231,9.109576005501024,0.0,-23.0,-6,1.9061547465398496
58,56,26,42,50,75,49,66,47,33,32,44,65,34,70,37,11,23,-6,-2,-15,41,-21,29,0,0,6,52.75,45.25,7.5,1,0,-7.5,14.863826335548103,7.363826335548103,20.700241544484452,41.0,-21.0,0,2.0794415416798357
56,43,44,62,63,17,48,48,72,59,21,58,51,49,46,63,-16,-16,23,4,12,-32,2,-15,1,0,6,47.625,52.375,-4.75,0,1,-4.75,14.578523016181485,9.828523016181485,16.857861667483217,23.0,-32.0,0,1.9061547465398496
64,59,27,31,61,52,41,62,63,45,60,19,54,34,40,52,1,14,-33,12,7,18,1,10,0,1,6,49.625,45.875,3.75,1,1,-3.75,14.299184125909655,10.549184125909655,14.964541422977184,18.0,-33.0,6,1.9061547465398496
30,60,46,44,49,55,28,73,46,41,56,60,17,23,39,41,-16,19,-10,-16,32,32,-11,32,0,1,6,48.125,40.375,7.75,1,1,-7.75,14.866068747318506,7.116068747318506,21.46363203188128,32.0,-16.0,0,1.4941751382893083
37,59,39,41,79,39,55,58,23,54,37,73,51,36,53,49,14,5,2,-32,28,3,2,9,0,1,6,50.875,47.0,3.875,1,1,-3.875,14.456688186902744,10.581688186902744,15.838540810314566,28.0,-32.0,6,1.9061547465398496
55,66,43,73,32,55,31,62,31,41,34,66,24,49,62,47,24,25,9,7,8,6,-31,15,0,1,6,52.125,44.25,7.875,1,1,-7.875,15.153519943124326,7.278519943124326,16.28217967595248,25.0,-31.0,6,2.0794415416798357
64,47,39,44,22,53,69,52,55,41,16,47,40,57,36,65,9,6,23,-3,-18,-4,33,-13,0,0,6,48.75,44.625,4.125,1,0,-4.125,14.572662762858407,10.447662762858407,16.26681821992242,33.0,-18.0,0,2.0794415416798357
34,54,66,27,59,60,67,59,27,45,37,71,41,48,66,56,7,9,29,-44,18,12,1,3,0,1,6,53.25,48.875,4.375,1,1,-4.375,14.447462291581406,10.072462291581406,20.099362552081097,29.0,-44.0,6,2.0794415416798357
65,47,78,39,52,57,29,62,49,40,43,36,43,55,83,53,16,7,35,3,9,2,-54,9,0,0,1,53.625,50.25,3.375,1,0,-3.375,14.685451984872648,11.310451984872648,23.795679754947116,35.0,-54.0,6,1.9061547465398496
66,64,54,50,35,51,28,30,32,60,33,19,55,59,48,38,34,4,21,31,-20,-8,-20,-8,0,1,1,47.25,43.0,4.25,1,1,-4.25,14.435488676637632,10.185488676637632,20.48627589387588,34.0,-20.0,0,1.7328679513998633
49,39,64,55,22,56,25,51,45,52,44,13,23,38,28,56,4,-13,20,42,-1,18,-3,-5,0,1,1,45.125,37.375,7.75,1,1,-7.75,15.03551351523009,7.28551351523009,16.68644659596524,42.0,-13.0,0,2.0794415416798357
43,31,50,70,54,29,43,23,59,34,44,69,47,69,29,55,-16,-3,6,1,7,-40,14,-32,1,0,1,42.875,50.75,-7.875,0,1,-7.875,15.171107408491972,7.296107408491972,18.285496301714097,14.0,-40.0,0,2.0794415416798357
44,37,52,68,57,27,54,26,70,44,53,29,60,66,69,41,-26,-7,-1,39,-3,-39,-15,-15,1,0,6,45.625,54.0,-8.375,0,1,-8.375,15.025395169512182,6.650395169512182,21.406409670937347,39.0,-39.0,-6,1.9061547465398496
