subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
7,23,54,43,34,45,71,28,38,46,55,44,63,43,34,81,46,0,42.0,51.5,-9.5,0,1,-9.5,15.281797450998143,5.781797450998143,24.73863375370596,37.0,-53.0,-4,1.9061547465398496
7,25,16,40,22,54,51,46,54,61,40,49,62,37,26,70,41,0,38.5,48.25,-9.75,0,1,-9.75,15.5,5.75,23.588927487276738,25.0,-40.0,-2,1.9061547465398496
7,37,63,47,33,56,15,30,38,71,46,61,47,23,49,62,37,0,39.875,49.5,-9.625,0,1,-9.625,15.533699924143422,5.908699924143422,23.3609583493486,33.0,-34.0,-2,1.7328679513998633
7,27,67,61,80,58,63,61,66,40,53,45,34,62,65,73,34,1,60.375,50.75,9.625,1,1,-9.625,15.270750909281878,5.645750909281878,19.949545734176507,46.0,-13.0,0,2.0794415416798357
7,60,46,40,37,25,66,50,67,47,84,56,74,61,58,36,56,1,48.875,59.0,-10.125,0,0,-10.125,15.277297972263726,5.152297972263726,22.624309381724782,14.0,-38.0,0,2.0794415416798357
7,62,66,45,37,50,32,38,71,27,31,63,64,42,35,29,42,1,50.125,41.625,8.5,1,1,-8.5,14.78681845428556,6.2868184542855605,22.135943621178654,35.0,-27.0,2,1.9061547465398496
7,42,49,65,54,44,39,34,17,51,44,34,37,53,57,72,71,0,43.0,52.375,-9.375,0,1,-9.375,14.531431450480024,5.156431450480024,26.02372715427212,31.0,-54.0,-2,1.9061547465398496
7,57,35,49,81,50,64,44,47,38,26,43,26,46,56,70,55,0,53.375,45.0,8.375,1,0,-8.375,14.80638938656777,6.431389386567769,21.684888171258805,55.0,-26.0,4,2.0794415416798357
7,56,50,43,61,77,39,77,76,45,53,47,26,37,67,56,72,1,59.875,50.375,9.5,1,1,-9.5,15.572946627618894,6.072946627618894,20.886598574205422,40.0,-28.0,2,2.0794415416798357
7,41,45,51,53,76,25,52,62,27,52,62,31,19,50,55,38,1,50.625,41.75,8.875,1,1,-8.875,15.276206989956638,6.401206989956638,24.18386600607934,57.0,-25.0,0,2.0794415416798357
7,75,72,57,53,33,59,83,50,51,76,51,38,38,29,60,60,1,60.25,50.375,9.875,1,1,-9.875,15.877526045745707,6.002526045745707,14.260412862186003,30.0,-10.0,2,2.0794415416798357
7,48,63,42,61,50,20,69,62,47,58,35,20,27,47,27,64,1,51.875,40.625,11.25,1,1,-11.25,16.327890249508663,5.077890249508663,21.706853756359994,42.0,-27.0,4,2.0794415416798357
7,41,27,57,18,37,37,33,65,49,58,46,65,79,42,32,36,1,39.375,50.875,-11.5,0,0,-11.5,16.095030288881098,4.595030288881098,24.819347291981714,29.0,-47.0,-2,2.0794415416798357
7,33,55,31,31,23,57,30,61,46,40,80,48,30,58,52,43,1,40.125,49.625,-9.5,0,0,-9.5,15.169596786555227,5.669596786555227,20.062402647738878,18.0,-49.0,-4,2.0794415416798357
7,32,63,57,39,30,61,33,32,51,84,62,46,53,30,49,47,1,43.375,52.75,-9.375,0,0,-9.375,15.216082500652613,5.841082500652613,16.37022831239687,31.0,-23.0,-6,2.0794415416798357
7,68,45,31,34,23,27,49,29,32,55,34,53,75,34,64,45,1,38.25,49.0,-10.75,0,0,-10.75,15.772866997896525,5.022866997896525,22.57072218605333,36.0,-52.0,-6,2.0794415416798357
7,35,81,68,62,53,54,51,35,56,46,59,70,36,23,36,32,1,54.875,44.75,10.125,1,1,-10.125,16.08816853052785,5.963168530527849,17.58861492557046,35.0,-21.0,4,2.0794415416798357
7,75,72,72,50,44,40,82,54,51,54,50,44,34,35,81,53,1,61.125,50.25,10.875,1,1,-10.875,15.822847404939479,4.947847404939479,8.666566505831476,24.0,1.0,8,1.9061547465398496
7,26,73,38,49,63,46,63,60,46,23,30,46,40,34,72,48,1,52.25,42.375,9.875,1,1,-9.875,15.477806692164107,5.602806692164107,19.65602642957116,50.0,-20.0,4,1.9061547465398496
7,63,43,34,45,59,30,57,17,35,35,49,60,47,59,68,74,0,43.5,53.375,-9.875,0,1,-9.875,15.53477282314314,5.65977282314314,24.680141308347487,28.0,-57.0,-2,1.9061547465398496
7,57,66,40,26,51,42,56,27,75,36,63,49,69,64,48,38,0,45.625,55.25,-9.625,0,1,-9.625,14.841243209381078,5.216243209381078,17.797032758299906,30.0,-23.0,-4,1.7328679513998633
7,15,40,48,27,52,63,45,25,37,42,60,23,57,60,43,62,0,39.375,48.0,-8.625,0,1,-8.625,15.160117633668502,6.535117633668502,13.508677766532148,4.0,-37.0,-2,2.0794415416798357
7,75,65,65,59,42,83,37,53,39,37,71,26,50,64,58,49,1,59.875,49.25,10.625,1,1,-10.625,15.752116259940017,5.127116259940017,19.949545734176507,36.0,-21.0,2,2.0794415416798357
7,41,63,45,38,24,67,49,64,78,42,42,78,59,59,47,60,0,48.875,58.125,-9.25,0,1,-9.25,14.948801512718893,5.698801512718893,22.481937194112078,21.0,-40.0,2,2.0794415416798357
7,59,32,68,41,68,29,56,51,25,34,72,34,20,44,43,40,1,50.5,39.0,11.5,1,1,-11.5,16.07689854003771,4.5768985400377105,19.319679086361656,48.0,-15.0,2,2.0794415416798357
7,47,22,63,49,43,62,42,65,26,59,64,65,60,74,57,64,0,49.125,58.625,-9.5,0,1,-9.5,14.614490525958589,5.114490525958589,15.827191791344413,21.0,-37.0,-4,2.0794415416798357
7,24,69,48,59,52,64,70,47,28,41,32,51,31,60,73,36,1,54.125,44.0,10.125,1,1,-10.125,15.90165085769399,5.776650857693991,10.52897787061973,28.0,-4.0,4,2.0794415416798357
7,63,51,58,39,71,28,57,31,89,53,38,64,51,61,62,61,0,49.75,59.875,-10.125,0,1,-10.125,15.441151727337786,5.316151727337786,20.306633768303403,20.0,-33.0,-4,1.9061547465398496
7,29,63,47,54,29,72,57,55,52,31,42,62,43,45,17,27,1,50.75,39.875,10.875,1,1,-10.875,15.378421028614522,4.503421028614522,22.37430166507996,40.0,-23.0,2,2.0794415416798357
7,21,17,28,30,56,36,34,54,37,63,68,49,35,40,38,22,1,34.5,44.0,-9.5,0,0,-9.5,15.022205785658333,5.522205785658333,25.268557536986556,32.0,-46.0,-4,1.9061547465398496
7,67,75,64,76,63,46,71,34,45,74,53,35,33,47,57,75,1,62.0,52.375,9.625,1,1,-9.625,15.595806060177418,5.970806060177418,23.24831983176419,41.0,-41.0,4,2.0794415416798357
7,17,41,61,56,28,39,41,33,56,31,45,64,72,35,43,49,1,39.5,49.375,-9.875,0,0,-9.875,14.569231276906821,4.694231276906821,20.53312871921861,16.0,-44.0,-2,2.0794415416798357
7,52,32,62,46,25,63,51,72,58,21,52,33,48,28,33,62,1,50.375,41.875,8.5,1,1,-8.5,15.590060936378665,7.090060936378665,15.913830462839549,35.0,-23.0,4,1.9061547465398496
7,60,51,47,23,50,20,55,29,37,51,52,53,41,43,46,87,0,41.875,51.25,-9.375,0,1,-9.375,15.73517821104462,6.3601782110446194,24.509883210656064,23.0,-58.0,-1,1.9061547465398496
7,77,39,49,73,65,67,43,45,72,41,58,35,55,54,28,48,1,57.25,48.875,8.375,1,1,-8.375,14.608074251362954,6.233074251362954,13.67422301266145,38.0,-9.0,2,2.0794415416798357
7,37,51,28,21,31,62,55,61,64,29,37,72,45,68,61,53,1,43.25,53.625,-10.375,0,0,-10.375,16.074695435165587,5.699695435165587,20.5118106221757,22.0,-51.0,-4,1.9061547465398496
7,20,57,31,20,37,60,22,35,36,28,65,51,25,44,63,42,1,35.25,44.25,-9.0,0,0,-9.0,15.506987672229144,6.506987672229144,24.228082879171435,29.0,-41.0,-2,2.0794415416798357
7,41,59,58,47,19,30,42,57,35,64,66,36,76,44,50,69,0,44.125,55.0,-10.875,0,1,-10.875,15.603284910556495,4.728284910556495,19.212219418901086,11.0,-57.0,-4,1.9061547465398496
7,45,38,25,66,40,68,40,32,70,55,33,78,46,40,49,66,0,44.25,54.625,-10.375,0,1,-10.375,15.840743879839314,5.465743879839314,17.02158556069322,28.0,-34.0,-6,2.0794415416798357
7,66,41,41,30,54,65,21,41,51,28,29,17,20,51,31,55,0,44.875,35.25,9.625,1,0,-9.625,15.711858578793281,6.086858578793281,14.203322674642015,34.0,-14.0,4,1.9061547465398496
7,84,59,45,45,61,42,44,35,61,51,19,29,47,28,50,51,1,51.875,42.0,9.875,1,1,-9.875,15.493950432346168,5.618950432346168,13.36448184554867,26.0,-16.0,4,1.9061547465398496
7,24,25,49,33,44,17,40,62,41,63,26,43,29,46,53,69,0,36.75,46.25,-9.5,0,1,-9.5,15.288339783421002,5.7883397834210015,19.11805429430516,23.0,-38.0,-4,2.0794415416798357
7,55,56,48,57,19,47,71,61,42,48,46,61,66,74,83,71,0,51.75,61.375,-9.625,0,1,-9.625,15.327399214043675,5.702399214043675,18.350323566629555,13.0,-47.0,-2,2.0794415416798357
7,41,43,66,49,46,23,31,21,36,36,41,73,59,38,66,57,0,40.0,50.75,-10.75,0,1,-10.75,15.326991442115007,4.576991442115007,20.20365066021485,25.0,-36.0,-2,2.0794415416798357
7,32,30,27,55,61,65,44,36,34,61,79,56,51,60,29,55,1,43.75,53.125,-9.375,0,0,-9.375,15.573347959468018,6.198347959468018,21.441417280581057,15.0,-52.0,-2,2.0794415416798357
7,62,57,50,21,55,33,52,58,41,43,36,19,61,59,41,19,0,48.5,39.875,8.625,1,0,-8.625,15.069699178594552,6.444699178594552,18.01344983616409,39.0,-26.0,4,1.9061547465398496
7,65,29,60,66,78,71,52,63,55,39,54,71,51,27,34,64,1,60.5,49.375,11.125,1,1,-11.125,15.524040496382806,4.399040496382806,16.81098970911588,44.0,-10.0,2,2.0794415416798357
7,33,65,36,41,54,75,54,42,50,77,48,68,43,85,62,60,0,50.0,61.625,-11.625,0,1,-11.625,15.376253336449249,3.751253336449249,10.209523740116381,11.0,-27.0,-6,1.9061547465398496
7,46,77,45,48,44,59,21,43,43,21,53,53,52,16,20,40,0,47.875,37.25,10.625,1,0,-10.625,16.2561526813696,5.631152681369599,23.059366318266424,56.0,-8.0,2,1.7328679513998633
7,32,59,33,70,23,45,56,42,87,54,53,32,41,57,58,51,0,45.0,54.125,-9.125,0,1,-9.125,16.037326252631182,6.912326252631182,24.446050294474976,38.0,-55.0,-4,2.0794415416798357
7,28,57,46,30,45,60,53,23,40,63,30,40,52,55,70,67,0,42.75,52.125,-9.375,0,1,-9.375,14.592092607527773,5.217092607527773,16.324349144759186,16.0,-44.0,-4,2.0794415416798357
7,37,43,37,39,64,33,61,69,50,22,52,59,27,20,33,43,1,47.875,38.25,9.625,1,1,-9.625,14.924113597351994,5.299113597351994,20.892208475888804,37.0,-20.0,2,2.0794415416798357
7,64,47,37,45,38,19,65,61,32,59,38,60,60,63,82,66,0,47.0,57.5,-10.5,0,1,-10.5,16.26243114256496,5.76243114256496,20.143237078483686,32.0,-44.0,-6,2.0794415416798357
7,47,71,89,39,53,51,56,51,61,29,53,34,49,33,72,45,1,57.125,47.0,10.125,1,1,-10.125,15.699124179392939,5.574124179392939,19.662384773978967,42.0,-16.0,4,2.0794415416798357
7,49,68,32,32,58,57,68,57,23,47,48,34,37,47,32,72,1,52.625,42.5,10.125,1,1,-10.125,14.939740069135517,4.814740069135517,18.093075332844883,36.0,-16.0,2,1.9061547465398496
7,45,72,69,52,48,65,56,29,47,35,18,46,50,69,40,50,1,54.5,44.375,10.125,1,1,-10.125,14.854713056804565,4.729713056804565,22.098854608327553,51.0,-21.0,0,1.9061547465398496
7,72,59,37,63,39,42,38,35,35,35,67,49,29,28,47,17,1,48.125,38.375,9.75,1,1,-9.75,15.255600064675702,5.505600064675702,19.30511590226798,37.0,-30.0,4,1.9061547465398496
7,48,49,39,22,62,17,42,37,51,60,58,58,50,37,19,58,1,39.5,48.875,-9.375,0,0,-9.375,14.738696233611257,5.3636962336112575,18.020387759424047,23.0,-36.0,-4,2.0794415416798357
7,89,46,63,85,52,72,54,58,32,53,36,59,64,74,66,40,1,64.875,53.0,11.875,1,1,-11.875,16.245896917888736,4.370896917888736,22.887974462586243,57.0,-12.0,0,1.9061547465398496
7,57,27,60,67,31,60,45,52,60,60,78,51,64,55,26,72,0,49.875,58.25,-8.375,0,1,-8.375,15.185382225460554,6.810382225460554,19.338675626836498,19.0,-33.0,-2,1.9061547465398496
7,39,26,22,42,24,52,68,44,54,68,52,48,30,33,72,36,0,39.625,49.125,-9.5,0,1,-9.5,15.907545379473227,6.407545379473227,18.303005217723125,19.0,-42.0,-4,1.9061547465398496
7,49,53,32,55,18,50,25,21,34,42,51,40,77,32,59,45,0,37.875,47.5,-9.625,0,1,-9.625,15.434674167816652,5.809674167816652,26.75788435209331,18.0,-59.0,0,1.9061547465398496
7,69,83,58,56,39,48,39,50,52,74,93,52,58,49,60,78,0,55.25,64.5,-9.25,0,1,-9.25,15.530078342794454,6.280078342794454,17.725334975678173,17.0,-35.0,-2,2.0794415416798357
7,49,72,57,63,36,29,37,42,20,49,25,32,33,55,35,60,0,48.125,38.625,9.5,1,0,-9.5,14.966072742484359,5.466072742484359,21.348302040209195,32.0,-26.0,4,2.0794415416798357
7,54,32,51,63,40,35,49,17,72,36,38,37,62,72,47,57,0,42.625,52.625,-10.0,0,1,-10.0,15.305227865013967,5.305227865013967,21.914607000811127,26.0,-40.0,-2,2.0794415416798357
7,56,38,41,62,63,83,46,48,60,78,87,66,71,65,37,59,0,54.625,65.375,-10.75,0,1,-10.75,15.292699783447874,4.542699783447874,20.656415468323637,18.0,-46.0,-4,1.9061547465398496
7,42,37,65,59,70,40,28,41,29,20,46,31,35,44,69,31,0,47.75,38.125,9.625,1,0,-9.625,15.290383688231415,5.665383688231415,22.03370996904516,35.0,-41.0,4,2.0794415416798357
7,39,67,38,30,22,42,42,58,59,71,39,75,34,48,41,57,1,42.25,53.0,-10.75,0,0,-10.75,15.27034162464394,4.52034162464394,14.57523584714841,1.0,-45.0,-4,1.9061547465398496
7,79,55,62,40,28,62,49,45,48,35,31,30,43,56,68,20,1,52.5,41.375,11.125,1,1,-11.125,16.151238342616335,5.026238342616335,18.29916323223551,31.0,-19.0,4,1.9061547465398496
7,38,74,42,64,71,73,81,54,61,39,40,59,63,75,31,41,1,62.125,51.125,11.0,1,1,-11.0,16.09088769044973,5.09088769044973,21.071307505705477,50.0,-23.0,4,2.0794415416798357
7,65,60,33,85,57,70,58,60,27,72,58,44,44,52,68,49,1,61.0,51.75,9.25,1,1,-9.25,14.78681845428556,5.5368184542855605,22.145823534021037,41.0,-25.0,2,2.0794415416798357
7,16,44,54,57,46,43,61,65,70,84,53,59,66,33,59,43,1,48.25,58.375,-10.125,0,0,-10.125,15.944565427338139,5.819565427338139,24.20969588821801,22.0,-54.0,0,2.0794415416798357
7,39,19,64,33,23,59,46,38,19,51,43,56,60,51,50,75,1,40.125,50.625,-10.5,0,0,-10.5,16.263968355437324,5.763968355437324,23.264780248263683,21.0,-37.0,-2,1.9061547465398496
7,69,19,48,54,53,48,29,49,19,21,49,51,21,49,47,27,1,46.125,35.5,10.625,1,1,-10.625,15.557286610031541,4.932286610031541,20.748117384476114,50.0,-18.0,0,1.9061547465398496
7,56,72,71,36,55,32,54,58,45,54,40,33,62,66,36,22,1,54.25,44.75,9.5,1,1,-9.5,15.037730325196463,5.537730325196463,20.97021697551077,36.0,-34.0,4,1.9061547465398496
7,47,22,51,51,75,53,48,30,50,57,22,44,17,37,49,33,1,47.125,38.625,8.5,1,1,-8.5,15.138802242361624,6.638802242361624,25.436194683953808,58.0,-35.0,0,1.9061547465398496
7,32,53,21,31,56,66,38,34,39,38,41,48,76,71,49,51,1,41.375,51.625,-10.25,0,0,-10.25,15.275252316519467,5.025252316519467,10.940178243520533,15.0,-20.0,-6,1.7328679513998633
7,55,60,52,29,60,29,72,39,84,48,50,80,57,53,48,49,1,49.5,58.625,-9.125,0,0,-9.125,15.437913287315313,6.312913287315313,22.871584444458588,24.0,-51.0,0,2.0794415416798357
7,27,53,78,39,54,47,52,61,50,70,33,32,29,40,56,29,1,51.375,42.375,9.0,1,1,-9.0,15.20471418124436,6.204714181244359,22.242976419535225,45.0,-23.0,2,1.9061547465398496
7,62,38,23,50,34,64,37,49,60,49,63,42,29,70,77,48,0,44.625,54.75,-10.125,0,1,-10.125,15.37408533864698,5.24908533864698,18.13448027929116,8.0,-40.0,0,1.9061547465398496
7,17,66,42,44,35,35,51,56,68,63,44,45,54,41,81,42,0,43.25,54.75,-11.5,0,1,-11.5,15.474710551951098,3.974710551951098,19.525624189766635,14.0,-51.0,-4,2.0794415416798357
7,68,41,34,38,59,50,75,67,33,51,70,39,58,27,39,48,1,54.0,45.625,8.375,1,1,-8.375,14.896168411149672,6.521168411149672,23.043098207489376,36.0,-36.0,2,2.0794415416798357
7,67,45,60,61,37,46,72,34,25,25,38,36,68,60,44,41,1,52.75,42.125,10.625,1,1,-10.625,15.244534539740245,4.619534539740245,23.344900406726946,42.0,-31.0,2,2.0794415416798357
7,44,17,34,22,45,38,51,61,53,43,40,29,48,68,73,43,0,39.0,49.625,-10.625,0,1,-10.625,15.15132007450176,4.5263200745017595,14.386951553404216,18.0,-30.0,-6,2.0794415416798357
7,24,58,42,50,29,59,50,66,16,17,56,29,42,30,57,41,1,47.25,36.0,11.25,1,1,-11.25,15.865581195363335,4.615581195363335,19.536824204563032,41.0,-14.0,2,2.0794415416798357
7,58,36,30,31,44,51,38,72,73,57,48,29,68,41,67,41,0,45.0,53.0,-8.0,0,1,-8.0,15.20526224699857,7.20526224699857,19.235384061671343,31.0,-29.0,-2,2.0794415416798357
7,34,69,20,40,55,57,41,31,30,58,57,36,66,71,63,40,0,43.375,52.625,-9.25,0,1,-9.25,15.798734126505199,6.548734126505199,14.66074691139575,11.0,-37.0,-2,1.9061547465398496
7,71,42,41,27,42,43,60,65,58,65,33,60,80,52,48,68,1,48.875,58.0,-9.125,0,0,-9.125,14.773709757538896,5.648709757538896,18.917171432325713,13.0,-38.0,-2,2.0794415416798357
7,27,65,39,73,51,51,37,42,46,66,70,58,52,61,30,78,1,48.125,57.625,-9.5,0,0,-9.5,15.387765703094564,5.887765703094564,16.852299546352718,15.0,-36.0,-4,1.9061547465398496
7,34,61,73,71,71,75,50,46,60,49,31,41,57,33,68,63,1,60.125,50.25,9.875,1,1,-9.875,14.994304474255106,5.119304474255106,25.682861503344988,42.0,-26.0,2,1.9061547465398496
7,66,34,42,39,34,30,63,26,29,50,85,56,51,41,51,48,0,41.75,51.375,-9.625,0,1,-9.625,15.701247296526052,6.076247296526052,22.527413855123275,37.0,-43.0,-4,1.9061547465398496
7,63,54,56,39,69,57,63,22,55,32,61,47,26,44,59,27,1,52.875,43.875,9.0,1,1,-9.0,14.974979131871937,5.974979131871937,16.0,43.0,-8.0,2,1.9061547465398496
7,27,68,57,59,47,54,75,39,26,57,34,54,67,49,42,22,1,53.25,43.875,9.375,1,1,-9.375,15.82390069904805,6.44890069904805,14.899140075856726,33.0,-20.0,6,1.9061547465398496
7,57,30,49,39,45,35,39,74,30,50,44,17,19,56,42,21,0,46.0,34.875,11.125,1,0,-11.125,15.235785725280683,4.110785725280683,23.934480880102665,53.0,-21.0,2,2.0794415416798357
7,29,50,77,50,52,42,41,59,65,24,29,55,32,60,33,35,1,50.0,41.625,8.375,1,1,-8.375,15.10946171553882,6.734461715538821,25.25835257889952,48.0,-36.0,2,2.0794415416798357
7,61,39,45,46,47,51,53,85,25,60,67,34,32,54,39,34,1,53.375,43.125,10.25,1,1,-10.25,15.198684153570664,4.948684153570664,23.86288959870535,51.0,-22.0,2,2.0794415416798357
7,54,56,69,34,32,54,47,24,68,49,33,76,61,63,67,37,1,46.25,56.75,-10.5,0,0,-10.5,15.697133496278868,5.197133496278868,22.118996360594664,36.0,-42.0,-4,2.0794415416798357
7,43,44,73,53,57,56,38,23,55,49,56,65,81,77,49,39,1,48.375,58.875,-10.5,0,0,-10.5,15.209098154284712,4.709098154284712,11.800423721205947,17.0,-24.0,-6,1.9061547465398496
7,25,60,68,63,54,38,67,57,39,38,37,45,29,51,24,75,1,54.0,42.25,11.75,1,1,-11.75,16.045248517863474,4.295248517863474,21.873214212822038,43.0,-18.0,2,2.0794415416798357
8,50,43,45,89,62,52,60,47,59,21,51,67,46,32,35,50,0,56.0,45.125,10.875,1,0,-10.875,15.543353349047088,4.668353349047088,13.36448184554867,25.0,-9.0,2,1.9061547465398496
8,41,40,36,47,81,57,52,48,20,48,43,49,57,18,46,44,1,50.25,40.625,9.625,1,1,-9.625,14.491232981818122,4.866232981818122,15.675917038565878,39.0,-8.0,2,2.0794415416798357
8,55,47,48,49,62,29,84,57,27,53,17,52,53,60,45,43,1,53.875,43.75,10.125,1,1,-10.125,15.535845648048902,5.410845648048902,21.589566345806947,39.0,-31.0,2,2.0794415416798357
8,50,57,43,64,22,62,36,34,76,51,62,68,53,53,55,28,0,46.0,55.75,-9.75,0,1,-9.75,14.908051515875574,5.158051515875574,14.863966496194749,9.0,-31.0,-2,1.7328679513998633
8,65,58,61,35,54,28,33,33,81,42,50,58,48,71,38,57,0,45.875,55.625,-9.75,0,1,-9.75,15.123932469213598,5.373932469213598,18.99835519196333,16.0,-43.0,-2,2.0794415416798357
8,48,52,66,50,41,37,34,19,60,41,30,59,54,81,50,62,0,43.375,54.625,-11.25,0,1,-11.25,15.270887335056859,4.020887335056859,24.595477226514635,36.0,-44.0,-4,2.0794415416798357
8,40,50,43,81,55,61,42,66,51,76,69,66,82,43,48,71,1,54.75,63.25,-8.5,0,0,-8.5,14.357344229812606,5.857344229812606,16.710774967068403,18.0,-27.0,-4,1.9061547465398496
8,36,53,21,62,57,41,34,60,50,61,50,55,64,43,80,29,0,45.5,54.0,-8.5,0,1,-8.5,15.070943345833841,6.570943345833841,21.511624764298954,31.0,-46.0,-4,2.0794415416798357
8,59,25,40,42,20,42,42,60,50,52,29,49,77,40,65,41,1,41.25,50.375,-9.125,0,0,-9.125,14.828885100820404,5.703885100820404,23.603164512412313,19.0,-57.0,0,2.0794415416798357
8,37,68,55,24,69,48,42,57,21,50,26,37,53,32,36,62,1,50.0,39.625,10.375,1,1,-10.375,15.276206989956638,4.901206989956638,12.756738415441465,29.0,-13.0,4,1.6674619334292946
8,36,32,31,39,59,67,55,25,27,35,57,74,67,61,46,50,0,43.0,52.125,-9.125,0,1,-9.125,15.773263243011362,6.648263243011362,16.320520059115765,9.0,-35.0,-2,1.9061547465398496
8,33,73,66,60,46,59,43,77,44,30,58,39,66,44,64,23,0,57.125,46.0,11.125,1,0,-11.125,16.016527921702213,4.891527921702213,26.14114333765836,54.0,-21.0,2,2.0794415416798357
8,76,37,70,57,60,50,40,35,37,78,63,54,79,73,65,57,0,53.125,63.25,-10.125,0,1,-10.125,15.118283632740853,4.993283632740853,23.555453190291203,39.0,-41.0,-2,2.0794415416798357
8,53,39,37,53,24,38,16,62,34,40,59,49,45,41,78,63,0,40.25,51.125,-10.875,0,1,-10.875,15.550857425449784,4.675857425449784,22.94252329191364,19.0,-62.0,-4,1.9061547465398496
8,37,45,24,47,43,72,41,31,31,59,64,37,74,49,48,55,0,42.5,52.125,-9.625,0,1,-9.625,14.494682933177025,4.869682933177025,20.32816703492964,23.0,-40.0,-2,2.0794415416798357
8,54,66,21,60,61,49,64,46,47,39,74,37,27,45,44,27,1,52.625,42.5,10.125,1,1,-10.125,15.156819147389292,5.031819147389292,25.56578524121643,34.0,-53.0,6,2.0794415416798357
8,72,71,45,62,36,36,74,52,30,50,29,67,52,40,71,45,0,56.0,48.0,8.0,1,0,-8.0,15.709869509324385,7.709869509324385,16.97056274847714,42.0,-16.0,2,2.0794415416798357
8,55,33,19,58,38,27,18,41,59,62,38,40,60,63,32,22,0,36.125,47.0,-10.875,0,1,-10.875,15.96650139093304,5.09150139093304,19.147046116829614,19.0,-36.0,-4,2.0794415416798357
8,43,41,75,58,78,37,61,49,41,71,62,90,71,55,59,78,0,55.25,65.875,-10.625,0,1,-10.625,15.71822190961815,5.0932219096181495,17.363305416884195,13.0,-32.0,0,1.9061547465398496
8,51,52,81,37,58,46,69,41,57,40,32,28,37,38,67,60,0,54.375,44.875,9.5,1,0,-9.5,14.863265679744362,5.363265679744362,18.741664813991314,49.0,-19.0,4,2.0794415416798357
8,73,78,56,48,65,73,37,70,42,73,49,49,30,62,52,71,0,62.5,53.5,9.0,1,0,-9.0,14.687863470679911,5.687863470679911,15.652475842498529,35.0,-15.0,2,1.9061547465398496
8,58,50,20,35,64,44,33,27,52,62,40,71,56,66,22,55,0,41.375,53.0,-11.625,0,1,-11.625,16.129553620605872,4.504553620605872,16.762588553084516,11.0,-36.0,-2,2.0794415416798357
8,39,45,35,73,30,48,51,26,68,55,59,38,67,30,45,68,0,43.375,53.75,-10.375,0,1,-10.375,15.18757716029782,4.8125771602978205,25.917838933830883,35.0,-42.0,-2,2.0794415416798357
8,38,31,70,40,59,23,53,32,54,56,74,46,69,36,56,31,0,43.25,52.75,-9.5,0,1,-9.5,15.667375870472588,6.167375870472588,7.826237921249264,1.0,-25.0,-6,2.0794415416798357
8,62,33,52,71,67,40,60,74,70,53,44,69,40,29,36,43,1,57.375,48.0,9.375,1,1,-9.375,15.09842707039379,5.7234270703937895,16.642847562842125,31.0,-20.0,4,2.0794415416798357
8,56,56,71,44,68,67,27,48,34,60,68,41,50,19,43,39,1,54.625,44.25,10.375,1,1,-10.375,15.453020201026508,5.078020201026508,18.1034354474503,48.0,-16.0,4,1.9061547465398496
8,43,50,39,82,53,70,57,65,55,39,49,80,46,35,38,44,1,57.375,48.25,9.125,1,1,-9.125,14.647952075290252,5.522952075290252,14.911719384430489,35.0,-12.0,4,2.0794415416798357
8,59,43,66,48,42,60,59,88,54,44,76,47,46,26,38,53,1,58.125,48.0,10.125,1,1,-10.125,15.079649642260703,4.954649642260703,16.374045773723733,35.0,-10.0,2,2.0794415416798357
8,66,28,60,75,61,50,54,34,44,84,65,58,51,81,57,70,0,53.5,63.75,-10.25,0,1,-10.25,15.40508574032182,5.1550857403218195,26.123504741898625,22.0,-56.0,-2,2.0794415416798357
8,45,46,62,80,50,33,42,59,35,59,37,40,29,71,33,40,1,52.125,43.0,9.125,1,1,-9.125,14.764681958421365,5.639681958421365,22.789457540713865,40.0,-38.0,4,2.0794415416798357
8,50,71,35,52,32,36,64,41,34,70,30,49,45,33,24,24,1,47.625,38.625,9.0,1,1,-9.0,15.129992289048486,6.129992289048486,14.620191517213446,40.0,-13.0,6,1.9061547465398496
8,73,59,48,43,34,36,34,27,30,64,47,26,47,22,18,28,1,44.25,35.25,9.0,1,1,-9.0,15.707747557601419,6.707747557601419,16.347782724271816,43.0,-13.0,2,2.0794415416798357
8,72,50,54,43,70,47,28,34,53,36,46,79,63,74,60,67,0,49.75,59.75,-10.0,0,1,-10.0,15.347095273481994,5.347095273481994,22.38302928559939,19.0,-36.0,0,2.0794415416798357
8,51,34,42,42,60,27,71,52,53,52,38,19,28,41,56,22,1,47.375,38.625,8.75,1,1,-8.75,14.555640372950503,5.805640372950503,18.046814123273947,32.0,-18.0,2,2.0794415416798357
8,28,24,33,35,38,24,69,36,35,36,58,47,24,75,41,43,0,35.875,44.875,-9.0,0,1,-9.0,15.261607604268518,6.261607604268518,22.20360331117452,28.0,-51.0,-4,1.7328679513998633
8,43,49,50,61,56,90,59,72,38,50,77,32,40,54,50,62,1,60.0,50.375,9.625,1,1,-9.625,15.051993223490369,5.426993223490369,17.98567138029604,36.0,-27.0,4,2.0794415416798357
