subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
4,66,68,80,51,37,45,43,46,19,56,31,47,65,51,41,42,1,54.5,44.0,10.5,1,1,-10.5,15.207454312496443,4.707454312496443,24.310491562286437,49.0,-28.0,4,1.9061547465398496
4,32,59,42,37,27,54,54,20,52,31,65,43,58,58,26,60,0,40.625,49.125,-8.5,0,1,-8.5,14.42624922378186,5.926249223781859,23.80126047082381,28.0,-40.0,-4,1.9061547465398496
4,66,82,51,46,52,29,46,43,71,64,87,60,63,39,51,59,0,51.875,61.75,-9.875,0,1,-9.875,15.367579510124553,5.492579510124553,13.977101809745825,18.0,-36.0,-6,1.9061547465398496
4,50,53,65,42,63,91,74,71,57,71,60,39,56,58,64,27,1,63.625,54.0,9.625,1,1,-9.625,15.184284639060214,5.559284639060214,18.841029032406908,44.0,-18.0,4,2.0794415416798357
4,66,32,51,74,76,46,54,53,37,71,57,45,59,41,37,27,1,56.5,46.75,9.75,1,1,-9.75,15.00166657408436,5.251666574084361,21.672274915199836,29.0,-39.0,4,1.7328679513998633
4,49,27,37,66,48,43,66,23,65,38,76,72,60,49,45,35,0,44.875,55.0,-10.125,0,1,-10.125,16.06847327325572,5.943473273255719,15.325122348614382,21.0,-39.0,-6,1.7328679513998633
4,51,59,47,23,40,70,50,33,52,44,34,46,86,60,61,60,0,46.625,55.375,-8.75,0,1,-8.75,15.323185047502363,6.573185047502363,20.54720175595694,15.0,-46.0,-2,2.0794415416798357
4,40,56,65,23,30,55,62,43,65,72,23,58,61,58,42,63,0,46.75,55.25,-8.5,0,1,-8.5,15.517731793016658,7.017731793016658,25.154522456210533,42.0,-35.0,-4,2.0794415416798357
4,47,52,33,61,41,77,41,67,63,72,86,64,36,73,52,59,0,52.375,63.125,-10.75,0,1,-10.75,15.485477067239485,4.735477067239485,18.62625834675338,8.0,-53.0,-2,2.0794415416798357
4,47,71,61,48,28,56,70,45,67,46,39,61,36,45,34,17,1,53.25,43.125,10.125,1,1,-10.125,15.44978424876326,5.32478424876326,19.757514393263136,36.0,-20.0,2,2.0794415416798357
4,62,71,44,42,55,43,60,23,51,31,71,74,53,53,56,75,0,50.0,58.0,-8.0,0,1,-8.0,15.033296378372908,7.033296378372908,26.893307717720408,40.0,-52.0,0,2.0794415416798357
4,65,39,78,50,56,79,60,43,64,52,28,31,55,54,33,63,1,58.75,47.5,11.25,1,1,-11.25,15.370426148939398,4.120426148939398,21.718367802392518,50.0,-20.0,4,1.9061547465398496
4,38,53,66,22,49,28,37,63,48,65,49,68,60,39,69,30,0,44.5,53.5,-9.0,0,1,-9.0,15.353609781850434,6.353609781850434,23.33452377915607,33.0,-46.0,-4,1.9061547465398496
4,20,59,73,50,49,52,64,56,61,29,78,68,74,63,60,66,0,52.875,62.375,-9.5,0,1,-9.5,15.46555312083384,5.965553120833841,19.589538024159733,30.0,-41.0,-4,2.0794415416798357
4,57,47,46,32,18,55,23,20,62,44,54,57,23,40,34,66,0,37.25,47.5,-10.25,0,1,-10.25,15.772866997896525,5.522866997896525,17.210098779495716,15.0,-46.0,-4,1.9061547465398496
4,81,37,37,57,61,50,40,41,43,48,57,18,54,16,39,46,1,50.5,40.125,10.375,1,1,-10.375,15.776432845650925,5.401432845650925,21.95414254759224,39.0,-20.0,2,2.0794415416798357
4,56,29,26,56,28,29,61,34,44,23,56,44,70,69,54,48,0,39.875,51.0,-11.125,0,1,-11.125,15.654472204453269,4.529472204453269,21.917102340409876,12.0,-42.0,0,1.9061547465398496
4,54,32,53,41,17,29,66,34,44,44,49,55,57,58,69,19,0,40.75,49.375,-8.625,0,1,-8.625,15.524040496382806,6.899040496382806,17.8040550156418,15.0,-40.0,-2,2.0794415416798357
4,50,51,26,31,17,15,46,51,58,52,15,33,37,64,53,42,0,35.875,44.25,-8.375,0,1,-8.375,15.72458266536826,7.34958266536826,17.88810708264013,11.0,-49.0,-4,2.0794415416798357
4,45,52,60,29,41,46,64,74,57,54,50,56,96,55,49,68,0,51.375,60.625,-9.25,0,1,-9.25,15.121728296285006,5.871728296285006,21.387788571986587,15.0,-55.0,-2,2.0794415416798357
4,77,62,45,76,34,59,57,63,54,45,28,78,49,45,37,49,1,59.125,48.125,11.0,1,1,-11.0,15.107944929738128,4.107944929738128,12.041594578792296,23.0,-15.0,4,1.7328679513998633
4,21,61,48,24,40,21,45,48,53,41,68,67,36,31,53,29,1,38.5,47.25,-8.75,0,0,-8.75,15.29651376403569,6.546513764035691,21.21762239271875,20.0,-43.0,-2,2.0794415416798357
4,61,60,44,73,67,43,79,80,21,44,53,60,66,63,54,58,1,63.375,52.375,11.0,1,1,-11.0,14.974979131871937,3.9749791318719367,18.193405398660254,40.0,-20.0,4,2.0794415416798357
4,45,23,34,48,68,48,61,32,77,63,54,58,23,63,53,47,0,44.875,54.75,-9.875,0,1,-9.875,15.664051200120612,5.789051200120612,24.705452333442512,45.0,-40.0,-4,1.9061547465398496
4,45,58,63,80,89,62,60,45,49,59,47,27,56,81,56,44,1,62.75,52.375,10.375,1,1,-10.375,15.752116259940017,5.377116259940017,21.470546686100008,53.0,-19.0,2,2.0794415416798357
4,60,64,57,23,64,60,62,45,51,45,65,65,33,34,44,28,0,54.375,45.625,8.75,1,0,-8.75,14.329456840136451,5.5794568401364515,22.100622163188078,31.0,-42.0,4,2.0794415416798357
4,54,16,32,52,48,62,29,33,62,55,54,55,69,19,53,46,0,40.75,51.625,-10.875,0,1,-10.875,15.710797773081628,4.835797773081628,22.82234376658103,43.0,-39.0,-6,2.0794415416798357
4,34,29,24,69,31,24,40,40,35,48,50,33,40,82,39,48,0,36.375,46.875,-10.5,0,1,-10.5,15.525785004308156,5.0257850043081564,24.904818810824544,36.0,-58.0,-4,2.0794415416798357
4,60,88,53,81,41,73,68,56,40,73,45,63,79,49,48,42,1,65.0,54.875,10.125,1,1,-10.125,15.571207403409666,5.446207403409666,18.737912770636967,24.0,-38.0,6,1.9061547465398496
4,44,48,75,45,71,33,45,41,46,52,45,62,72,84,72,44,0,50.25,59.625,-9.375,0,1,-9.375,15.242347806905165,5.867347806905165,21.925655634438847,30.0,-51.0,-6,2.0794415416798357
4,58,33,28,68,58,62,41,56,35,45,41,31,38,77,24,38,1,50.5,41.125,9.375,1,1,-9.375,15.47134447939157,6.09634447939157,18.526585627146737,37.0,-15.0,2,2.0794415416798357
4,52,61,25,51,65,70,60,66,59,47,70,33,36,29,62,47,1,56.25,47.875,8.375,1,1,-8.375,14.680911642901018,6.305911642901018,24.798878502867826,41.0,-45.0,2,2.0794415416798357
4,35,48,46,64,59,30,61,69,51,50,25,18,55,25,50,50,1,51.5,40.5,11.0,1,1,-11.0,15.161354381013151,4.161354381013151,17.219175357722563,46.0,-16.0,4,2.0794415416798357
4,52,42,73,55,29,55,39,28,36,17,56,21,49,51,18,44,1,46.625,36.5,10.125,1,1,-10.125,15.870176432541637,5.745176432541637,18.093075332844883,34.0,-20.0,4,2.0794415416798357
4,60,49,64,72,54,35,76,77,54,66,49,28,70,54,27,55,1,60.875,50.375,10.5,1,1,-10.5,15.594336578813904,5.094336578813904,25.26361019331956,49.0,-19.0,2,2.0794415416798357
4,45,61,58,45,40,39,83,58,81,75,77,55,65,43,40,66,1,53.625,62.75,-9.125,0,0,-9.125,15.28929363966825,6.16429363966825,21.911398289474818,43.0,-36.0,-6,2.0794415416798357
4,34,46,58,77,64,75,71,74,55,31,53,30,68,41,61,69,1,62.375,51.0,11.375,1,1,-11.375,16.061211037776697,4.6862110377766975,19.88050238298821,47.0,-21.0,4,1.9061547465398496
4,46,28,37,51,69,41,34,16,44,69,68,29,65,48,49,34,0,40.25,50.75,-10.5,0,1,-10.5,16.0166579951416,5.5166579951416,18.91428031937774,22.0,-41.0,-2,2.0794415416798357
4,24,43,42,69,49,62,31,53,59,30,25,24,15,47,42,39,1,46.625,35.125,11.5,1,1,-11.5,15.348724159790395,3.848724159790395,23.313086453749534,45.0,-35.0,4,2.0794415416798357
4,70,49,78,63,90,64,52,43,68,54,26,67,43,44,61,64,1,63.625,53.375,10.25,1,1,-10.25,15.607690412101336,5.357690412101336,25.09855573534063,52.0,-21.0,0,2.0794415416798357
4,46,57,55,50,22,39,42,17,67,46,34,58,46,30,60,66,0,41.0,50.875,-9.875,0,1,-9.875,14.789495145767035,4.9144951457670345,21.41516693841073,21.0,-49.0,-2,2.0794415416798357
4,46,41,67,65,36,69,59,27,55,62,53,59,78,58,90,48,0,51.25,62.875,-11.625,0,1,-11.625,15.686379442050992,4.061379442050992,19.23497790484824,14.0,-42.0,-2,1.9061547465398496
4,79,68,63,27,50,47,54,47,38,59,67,85,78,68,57,66,0,54.375,64.75,-10.375,0,1,-10.375,15.461646096066227,5.086646096066227,27.10137219773198,41.0,-58.0,-4,2.0794415416798357
4,38,70,52,66,82,56,41,42,56,58,64,19,46,51,27,47,1,55.875,46.0,9.875,1,1,-9.875,15.930970884831009,6.055970884831009,21.162688274413533,47.0,-18.0,2,2.0794415416798357
4,20,43,34,68,36,47,60,56,21,53,50,32,21,37,55,15,1,45.5,35.5,10.0,1,1,-10.0,16.041612554021285,6.041612554021285,18.986837546047525,41.0,-16.0,2,2.0794415416798357
4,71,81,88,56,46,47,59,57,58,67,29,54,54,36,73,48,1,63.125,52.375,10.75,1,1,-10.75,15.558491786373983,4.808491786373983,20.57759704144291,59.0,-14.0,4,2.0794415416798357
4,57,53,44,30,46,67,74,33,48,59,85,55,57,45,53,78,0,50.5,60.0,-9.5,0,1,-9.5,15.110702608857515,5.610702608857515,24.423349483639626,22.0,-45.0,-2,2.0794415416798357
4,33,19,40,67,39,42,25,39,51,52,37,24,66,60,30,52,0,38.0,46.5,-8.5,0,1,-8.5,14.649232061783989,6.149232061783989,22.192341021172147,43.0,-33.0,-4,1.9061547465398496
4,64,37,43,82,51,55,50,32,34,52,70,23,29,42,38,42,1,51.75,41.25,10.5,1,1,-10.5,15.692885861646566,5.192885861646566,25.8602010819715,59.0,-27.0,2,2.0794415416798357
4,60,45,33,68,66,82,69,74,63,71,59,30,35,47,50,61,1,62.125,52.0,10.125,1,1,-10.125,15.498252589673886,5.373252589673886,24.240655416056722,38.0,-26.0,2,1.9061547465398496
4,49,38,23,24,41,35,59,61,60,54,70,33,35,69,45,45,0,41.25,51.375,-10.125,0,1,-10.125,14.79062202883976,4.66562202883976,20.889216715808182,16.0,-47.0,-2,2.0794415416798357
4,34,42,43,58,72,29,36,56,82,48,31,53,66,56,48,59,0,46.25,55.375,-9.125,0,1,-9.125,14.954235743315893,5.829235743315893,18.57711966371536,12.0,-48.0,-2,2.0794415416798357
4,56,60,76,46,62,35,56,27,43,75,47,67,65,50,65,84,0,52.25,62.0,-9.75,0,1,-9.75,15.335688224965104,5.585688224965104,23.662998542027594,29.0,-57.0,-4,1.9061547465398496
4,64,47,73,65,29,54,68,78,40,40,66,69,52,59,41,25,1,59.75,49.0,10.75,1,1,-10.75,15.970284906663375,5.220284906663375,21.958768180387533,53.0,-23.0,2,1.9061547465398496
4,32,71,35,51,50,58,47,77,63,33,40,20,39,46,61,33,1,52.625,41.875,10.75,1,1,-10.75,15.656734440276278,4.906734440276278,24.65638862445188,44.0,-31.0,2,2.0794415416798357
4,73,54,37,37,36,21,49,51,21,36,31,63,22,50,20,44,1,44.75,35.875,8.875,1,1,-8.875,15.72140260918217,6.846402609182171,25.09201815318967,52.0,-29.0,4,2.0794415416798357
4,54,35,23,44,34,23,66,46,53,51,66,55,64,40,52,16,0,40.625,49.625,-9.0,0,1,-9.0,15.555813489925022,6.555813489925022,21.97726097583591,30.0,-43.0,-2,2.0794415416798357
4,49,52,19,39,48,34,17,18,39,33,51,33,34,75,35,53,0,34.5,44.125,-9.625,0,1,-9.625,15.160117633668502,5.535117633668502,22.928898250897273,19.0,-41.0,0,2.0794415416798357
4,36,51,70,49,56,66,31,35,52,74,27,60,73,71,52,67,0,49.25,59.5,-10.25,0,1,-10.25,15.581506131736218,5.331506131736218,21.48691462262556,43.0,-32.0,-6,2.0794415416798357
4,43,22,40,35,20,29,26,69,38,54,66,48,29,24,52,59,0,35.5,46.25,-10.75,0,1,-10.75,15.760181894043397,5.010181894043397,15.213070038621396,10.0,-32.0,-2,1.7328679513998633
4,37,33,46,27,25,55,49,65,54,66,70,46,68,26,39,54,0,42.125,52.875,-10.75,0,1,-10.75,15.28397853963424,4.533978539634241,23.1880896151451,29.0,-43.0,-2,2.0794415416798357
4,77,72,72,41,65,42,70,40,53,41,50,73,38,32,64,38,1,59.875,48.625,11.25,1,1,-11.25,15.716233645501712,4.4662336455017115,19.044356119333624,31.0,-32.0,6,2.0794415416798357
4,43,45,52,58,54,45,47,91,40,70,67,80,73,66,75,45,1,54.375,64.5,-10.125,0,0,-10.125,15.431434368413932,5.306434368413932,22.980630430865034,46.0,-28.0,-4,2.0794415416798357
4,70,51,67,56,34,72,78,60,43,65,41,46,26,75,51,57,1,61.0,50.5,10.5,1,1,-10.5,15.150357531534803,4.650357531534803,14.274102423620198,27.0,-14.0,4,1.9061547465398496
4,49,38,79,69,59,72,56,80,32,60,46,46,78,37,69,52,1,62.75,52.5,10.25,1,1,-10.25,15.688105897993763,5.438105897993763,22.609455986378798,35.0,-22.0,2,2.0794415416798357
4,62,58,58,44,28,73,68,36,47,20,51,66,27,42,44,47,1,53.375,43.0,10.375,1,1,-10.375,15.475652921067121,5.100652921067121,19.36451329106931,38.0,-22.0,4,2.0794415416798357
4,65,70,59,52,43,69,31,37,46,62,37,53,32,42,58,15,1,53.25,43.125,10.125,1,1,-10.125,15.518671549674176,5.393671549674176,16.40455348371299,27.0,-27.0,4,1.9061547465398496
4,26,46,60,49,42,73,42,40,61,39,75,43,62,33,67,69,0,47.25,56.125,-8.875,0,1,-8.875,15.063061884402298,6.188061884402298,23.374331541244125,40.0,-35.0,-2,2.0794415416798357
4,56,52,44,54,57,89,73,59,55,55,35,64,48,28,71,46,1,60.5,50.25,10.25,1,1,-10.25,14.664583185348297,4.414583185348297,20.38841582860228,61.0,-10.0,4,1.9061547465398496
4,71,71,52,47,51,63,93,66,65,36,48,77,48,41,73,58,1,64.25,55.75,8.5,1,1,-8.5,15.05988047761336,6.55988047761336,17.874562931719478,35.0,-30.0,6,2.0794415416798357
4,38,56,21,42,42,63,19,38,59,50,32,54,50,75,35,35,0,39.875,48.75,-8.875,0,1,-8.875,15.058635396343188,6.183635396343188,8.550402037331343,6.0,-21.0,-4,1.9061547465398496
4,48,49,68,62,79,48,73,85,74,55,52,38,70,35,51,41,1,64.0,52.0,12.0,1,1,-12.0,15.28397853963424,3.2839785396342407,19.56399754651385,44.0,-26.0,4,2.0794415416798357
4,81,52,41,60,61,73,41,62,27,49,56,35,44,69,43,63,1,58.875,48.25,10.625,1,1,-10.625,14.660462703020894,4.035462703020894,19.94327894304244,54.0,-15.0,2,2.0794415416798357
4,73,73,71,43,70,70,32,69,51,32,53,47,53,58,43,81,1,62.625,52.25,10.375,1,1,-10.375,15.435753949839961,5.060753949839961,17.109482020213235,41.0,-12.0,2,2.0794415416798357
4,67,34,47,59,42,78,59,41,57,39,48,71,26,41,38,31,1,53.375,43.875,9.5,1,1,-9.5,15.037176153342976,5.537176153342976,14.637281168304447,37.0,-12.0,2,1.9061547465398496
4,54,58,55,66,26,55,24,58,72,36,78,74,55,64,61,40,1,49.5,60.0,-10.5,0,0,-10.5,15.964544048192128,5.464544048192128,19.792675412889487,22.0,-37.0,-4,2.0794415416798357
4,59,38,61,50,73,47,82,45,52,67,35,69,42,44,21,44,1,56.875,46.75,10.125,1,1,-10.125,15.782770141307049,5.657770141307049,26.92321256833961,61.0,-29.0,4,2.0794415416798357
4,48,64,25,47,19,40,39,19,40,60,41,45,68,31,32,68,0,37.625,48.125,-10.5,0,1,-10.5,15.924300089276556,5.4243000892765565,23.425413550244958,9.0,-49.0,2,1.9061547465398496
4,39,51,22,19,42,28,63,50,22,57,56,65,56,34,42,65,0,39.25,49.625,-10.375,0,1,-10.375,15.840743879839314,5.465743879839314,21.312774924912993,21.0,-46.0,-4,1.9061547465398496
4,75,36,63,60,56,57,31,59,35,64,71,69,68,65,53,91,0,54.625,64.5,-9.875,0,1,-9.875,15.526187555224238,5.651187555224238,20.811279994272336,40.0,-32.0,-6,1.9061547465398496
4,75,42,32,29,49,38,61,47,59,40,36,56,21,40,21,28,0,46.625,37.625,9.0,1,0,-9.0,15.090283849771238,6.090283849771238,19.704060495238032,40.0,-27.0,2,2.0794415416798357
4,35,45,69,37,80,49,58,51,61,19,40,62,43,32,33,50,1,53.0,42.5,10.5,1,1,-10.5,15.605554566670591,5.105554566670591,22.967368155711704,37.0,-26.0,4,2.0794415416798357
4,59,64,30,33,45,45,64,69,48,87,39,58,66,59,76,54,0,51.125,60.875,-9.75,0,1,-9.75,15.457468529268734,5.707468529268734,14.148763196831021,15.0,-25.0,-4,2.0794415416798357
4,41,73,52,28,41,35,53,56,63,55,42,45,72,34,80,66,0,47.375,57.125,-9.75,0,1,-9.75,15.377472700891609,5.627472700891609,16.68644659596524,18.0,-31.0,-2,2.0794415416798357
4,35,52,45,18,39,26,55,64,59,60,50,67,57,40,59,22,0,41.75,51.75,-10.0,0,1,-10.0,15.299237453764375,5.299237453764375,23.89037463080058,42.0,-49.0,-6,2.0794415416798357
4,31,51,54,28,51,74,50,67,56,50,37,44,17,18,48,50,1,50.75,40.0,10.75,1,1,-10.75,15.79820664927932,5.0482066492793205,24.575139877526638,56.0,-25.0,4,1.9061547465398496
4,57,46,68,51,65,71,29,38,45,58,80,63,40,69,82,77,1,53.125,64.25,-11.125,0,0,-11.125,15.927832034942274,4.8028320349422735,23.835045101698466,25.0,-53.0,-2,1.6674619334292948
4,26,54,30,43,48,31,67,60,25,22,58,20,43,52,29,34,1,44.875,35.375,9.5,1,1,-9.5,14.961617559608987,5.461617559608987,22.91833327273168,38.0,-28.0,4,2.0794415416798357
4,26,32,65,50,49,57,65,65,76,51,89,61,58,44,55,66,0,51.125,62.5,-11.375,0,1,-11.375,15.454098701207608,4.079098701207608,18.953479232056576,13.0,-50.0,-4,2.0794415416798357
4,31,41,55,16,15,48,39,56,53,48,42,37,63,57,62,18,0,37.625,47.5,-9.875,0,1,-9.875,15.82390069904805,5.94890069904805,24.292166947392733,38.0,-48.0,-4,2.0794415416798357
4,53,65,50,66,56,38,68,26,61,25,65,41,22,32,43,48,1,52.75,42.125,10.625,1,1,-10.625,15.65873025929412,5.033730259294121,22.11299109121152,40.0,-22.0,2,1.9061547465398496
4,46,60,38,82,46,43,65,50,78,39,44,46,35,36,47,28,1,53.75,44.125,9.625,1,1,-9.625,15.114976017182428,5.489976017182428,19.47394092113869,36.0,-32.0,4,2.0794415416798357
4,41,33,47,38,66,57,30,70,45,78,45,63,61,40,74,65,0,47.75,58.875,-11.125,0,1,-11.125,15.225937300102963,4.100937300102963,22.234193823928045,17.0,-45.0,0,1.9061547465398496
4,38,66,39,53,70,26,46,64,29,29,54,33,29,40,65,57,1,50.25,42.0,8.25,1,1,-8.25,15.230999091764575,6.980999091764575,21.84462176372024,41.0,-19.0,2,2.0794415416798357
4,63,62,68,40,70,36,35,56,55,26,49,68,47,22,36,47,1,53.75,43.75,10.0,1,1,-10.0,15.259969418929602,5.259969418929602,17.72004514666935,36.0,-28.0,4,2.0794415416798357
4,28,39,67,29,28,20,40,30,60,58,41,53,48,32,48,18,1,35.125,44.75,-9.625,0,0,-9.625,14.62631760446445,5.00131760446445,18.192975979756582,26.0,-32.0,-4,2.0794415416798357
4,49,19,59,57,49,37,60,62,38,23,38,26,47,49,67,30,1,49.0,39.75,9.25,1,1,-9.25,14.813844875656015,5.563844875656015,16.107063667844614,32.0,-12.0,2,2.0794415416798357
4,64,36,57,87,64,78,62,51,53,66,69,67,49,46,43,24,1,62.375,52.125,10.25,1,1,-10.25,15.813496345421738,5.563496345421738,19.56878892522478,32.0,-30.0,4,2.0794415416798357
4,32,64,83,53,40,55,56,52,19,49,72,36,43,38,52,46,0,54.375,44.375,10.0,1,0,-10.0,15.56009854296131,5.56009854296131,6.652067347825035,17.0,-3.0,6,1.9061547465398496
4,54,53,48,75,63,31,41,36,29,42,65,32,27,44,56,17,1,50.125,39.0,11.125,1,1,-11.125,15.773263243011362,4.648263243011362,22.206066175709736,43.0,-17.0,2,2.0794415416798357
5,59,41,53,59,87,73,76,49,43,39,35,45,57,52,51,86,1,62.125,51.0,11.125,1,1,-11.125,16.140915917836466,5.015915917836466,19.763840087391923,30.0,-37.0,6,2.0794415416798357
5,73,72,82,62,59,54,40,79,77,57,33,41,63,44,68,52,1,65.125,54.375,10.75,1,1,-10.75,15.008886256703615,4.258886256703615,21.758618981911514,49.0,-28.0,2,1.9061547465398496
5,69,34,39,51,64,68,37,37,58,51,37,85,71,60,59,52,0,49.875,59.125,-9.25,0,1,-9.25,14.96217453001624,5.71217453001624,14.60950033368698,11.0,-34.0,-2,2.0794415416798357
5,65,39,38,46,49,58,18,41,64,41,39,68,77,42,58,40,0,44.25,53.625,-9.375,0,1,-9.375,14.915176834352318,5.540176834352318,17.42080293786713,16.0,-40.0,-2,1.9061547465398496
5,62,30,35,16,54,24,45,38,64,43,63,46,51,15,46,55,0,38.0,47.875,-9.875,0,1,-9.875,15.673624341549084,5.798624341549084,13.494790661584936,9.0,-30.0,-4,2.0794415416798357
5,61,61,46,16,37,55,37,56,58,42,65,56,75,30,53,70,0,46.125,56.125,-10.0,0,1,-10.0,15.525785004308156,5.5257850043081564,22.5055548698538,25.0,-40.0,-2,2.0794415416798357
5,72,46,40,79,79,52,50,51,63,66,22,43,49,51,38,54,1,58.625,48.25,10.375,1,1,-10.375,15.314345126928107,4.939345126928107,16.933232857313456,36.0,-20.0,4,2.0794415416798357
5,65,71,56,56,35,54,62,30,55,77,77,70,50,49,48,83,0,53.625,63.625,-10.0,0,1,-10.0,14.854292308959051,4.854292308959051,20.087309426600665,14.0,-53.0,-2,2.0794415416798357
5,82,49,61,77,70,38,46,61,45,47,73,52,48,37,70,33,1,60.5,50.625,9.875,1,1,-9.875,15.253278336147938,5.378278336147938,20.021472847920055,37.0,-24.0,4,2.0794415416798357
5,37,40,40,29,21,50,69,53,70,31,50,46,55,28,71,57,0,42.375,51.0,-8.625,0,1,-8.625,15.537991075639948,6.9129910756399475,18.11033889798863,22.0,-34.0,-4,2.0794415416798357
5,79,60,54,57,45,75,36,45,43,41,61,54,70,43,30,24,1,56.375,45.75,10.625,1,1,-10.625,15.601148461998987,4.976148461998987,19.16336022204874,36.0,-25.0,4,2.0794415416798357
5,73,36,71,45,43,53,49,68,56,20,46,31,54,63,50,39,1,54.75,44.875,9.875,1,1,-9.875,14.588665691785067,4.713665691785067,14.356509847452479,29.0,-11.0,2,2.0794415416798357
5,53,36,22,36,24,36,65,23,51,58,60,31,16,47,43,60,0,36.875,45.75,-8.875,0,1,-8.875,15.585115762590066,6.710115762590066,20.508763370812975,22.0,-38.0,0,2.0794415416798357
5,33,39,65,51,56,60,69,79,64,50,25,22,44,50,44,63,1,56.5,45.25,11.25,1,1,-11.25,15.932670836994028,4.682670836994028,21.317539726713306,40.0,-31.0,4,2.0794415416798357
5,32,76,58,58,58,41,59,33,58,84,79,44,52,66,46,64,0,51.875,61.625,-9.75,0,1,-9.75,15.238110119040353,5.488110119040353,17.347550259330568,14.0,-31.0,-2,2.0794415416798357
5,17,55,60,42,38,24,46,46,55,40,46,55,79,53,58,29,0,41.0,51.875,-10.875,0,1,-10.875,15.161216969623514,4.2862169696235135,22.48019962099981,17.0,-41.0,-2,2.0794415416798357
5,28,36,54,42,63,62,32,21,75,30,51,63,64,44,45,45,0,42.25,52.125,-9.875,0,1,-9.875,15.467034837572024,5.592034837572024,19.316039319694916,18.0,-47.0,-2,2.0794415416798357
5,37,38,57,70,28,51,53,28,17,26,64,40,41,59,42,32,1,45.25,40.125,5.125,1,1,-5.125,15.045348118272306,9.920348118272306,14.37391300238039,30.0,-13.0,0,2.0794415416798357
5,53,62,72,47,53,57,71,25,35,58,77,77,62,79,60,71,0,55.0,64.875,-9.875,0,1,-9.875,15.19416006233974,5.319160062339741,20.269666376139494,18.0,-46.0,-2,2.0794415416798357
5,58,60,59,56,32,78,37,63,57,70,29,28,43,48,52,39,1,55.375,45.75,9.625,1,1,-9.625,14.773709757538896,5.148709757538896,18.927080466886594,30.0,-15.0,2,1.9061547465398496
5,75,73,63,64,48,58,27,64,55,48,21,59,64,33,48,48,1,59.0,47.0,12.0,1,1,-12.0,15.517731793016658,3.517731793016658,20.12461179749811,42.0,-21.0,4,1.9061547465398496
5,47,61,59,29,27,18,37,33,48,62,41,78,44,29,45,51,0,38.875,49.75,-10.875,0,1,-10.875,15.623566600918412,4.748566600918412,17.954369245395394,18.0,-49.0,-6,1.9061547465398496
5,29,38,48,30,49,69,19,47,66,31,74,49,54,36,48,53,0,41.125,51.375,-10.25,0,1,-10.25,15.30795000427338,5.05795000427338,21.22940178149163,33.0,-37.0,-4,2.0794415416798357
5,55,46,84,77,58,54,64,42,27,48,57,43,64,27,55,63,1,60.0,48.0,12.0,1,1,-12.0,15.405626677721791,3.4056266777217914,18.734993995195193,34.0,-21.0,2,1.9061547465398496
5,74,55,71,89,74,62,39,61,52,35,37,56,47,75,70,67,1,65.625,54.875,10.75,1,1,-10.75,15.494084892844322,4.744084892844322,22.637082409179854,34.0,-31.0,2,2.0794415416798357
5,26,57,68,45,50,28,61,36,50,79,45,65,48,43,48,74,0,46.375,56.5,-10.125,0,1,-10.125,15.200740113560261,5.075740113560261,19.39998389174589,23.0,-38.0,-2,2.0794415416798357
5,61,36,28,40,56,28,57,24,28,47,70,70,42,52,65,47,0,41.25,52.625,-11.375,0,1,-11.375,15.47242170228479,4.097421702284789,22.92344596695706,33.0,-42.0,-4,2.0794415416798357
5,48,51,88,53,56,60,45,44,70,68,53,85,68,55,81,37,0,55.625,64.625,-9.0,0,1,-9.0,15.169596786555227,6.169596786555227,22.045407685048602,35.0,-36.0,-2,2.0794415416798357
5,37,61,51,62,52,78,35,39,80,62,77,67,62,58,45,37,0,51.875,61.0,-9.125,0,1,-9.125,14.988745778082968,5.8637457780829685,17.63829285957119,20.0,-43.0,-4,1.9061547465398496
5,77,42,53,39,76,47,61,46,83,70,66,79,60,61,62,34,0,55.125,64.375,-9.25,0,1,-9.25,15.123932469213598,5.873932469213598,17.68297203526602,16.0,-40.0,-4,2.0794415416798357
5,30,17,38,40,33,40,20,66,50,28,40,74,42,26,49,59,1,35.5,46.0,-10.5,0,0,-10.5,15.897588915723457,5.397588915723457,15.676415406590882,14.0,-34.0,-4,2.0794415416798357
5,62,51,63,39,78,31,55,71,53,46,73,43,24,52,46,36,1,56.25,46.625,9.625,1,1,-9.625,15.29256355226291,5.66756355226291,22.759270089350405,54.0,-21.0,2,1.9061547465398496
5,59,44,17,55,52,52,65,60,21,19,58,43,49,35,46,56,1,50.5,40.875,9.625,1,1,-9.625,15.186479732534023,5.561479732534023,21.874285702623524,38.0,-41.0,6,2.0794415416798357
5,26,36,57,46,64,33,39,70,30,19,48,17,51,38,31,56,1,46.375,36.25,10.125,1,1,-10.125,15.559429081214173,5.434429081214173,10.373493866581308,29.0,-5.0,4,2.0794415416798357
5,34,59,75,57,45,50,31,46,56,61,44,48,42,63,85,78,0,49.625,59.625,-10.0,0,1,-10.0,15.29651376403569,5.296513764035691,24.61706725018234,31.0,-54.0,-2,2.0794415416798357
