mean_left,mean_right,var_left,var_right,diff_mean,mean_var,diff_var,response_left,correct,source
44.875,55.125,211.55357142857142,217.83928571428572,-10.25,214.69642857142856,-6.285714285714306,0,1,data_lab
51.375,41.125,222.55357142857142,234.125,10.25,228.33928571428572,-11.571428571428584,1,1,data_lab
51.25,51.125,102.5,390.98214285714283,0.125,246.74107142857142,-288.48214285714283,0,0,data_lab
51.375,51.125,95.98214285714286,391.8392857142857,0.25,243.91071428571428,-295.8571428571429,1,1,data_lab
51.75,42.25,226.5,216.21428571428572,9.5,221.35714285714286,10.285714285714278,1,1,data_lab
52.75,43.25,218.5,216.21428571428572,9.5,217.35714285714286,2.2857142857142776,1,1,data_lab
53.75,54.25,394.5,101.07142857142857,-0.5,247.78571428571428,293.42857142857144,1,0,data_lab
46.0,46.125,416.2857142857143,108.98214285714286,-0.125,262.63392857142856,307.30357142857144,0,1,data_lab
55.375,55.0,99.69642857142857,404.85714285714283,0.375,252.2767857142857,-305.1607142857143,1,1,data_lab
45.25,45.375,409.92857142857144,100.83928571428571,-0.125,255.38392857142858,309.0892857142857,1,0,data_lab
59.75,59.875,108.21428571428571,392.98214285714283,-0.125,250.59821428571428,-284.7678571428571,0,1,data_lab
43.625,43.75,101.98214285714286,381.64285714285717,-0.125,241.8125,-279.66071428571433,1,0,data_lab
44.375,43.625,396.55357142857144,92.83928571428571,0.75,244.69642857142858,303.7142857142857,1,1,data_lab
42.75,52.75,216.5,227.92857142857142,-10.0,222.21428571428572,-11.428571428571416,0,1,data_lab
40.25,49.625,229.07142857142858,222.26785714285714,-9.375,225.66964285714286,6.803571428571445,0,1,data_lab
56.75,47.375,232.78571428571428,225.69642857142858,9.375,229.24107142857144,7.089285714285694,0,0,data_lab
45.625,46.375,107.98214285714286,399.69642857142856,-0.75,253.83928571428572,-291.71428571428567,1,0,data_lab
40.0,49.875,210.28571428571428,234.69642857142858,-9.875,222.49107142857144,-24.410714285714306,0,1,data_lab
56.25,55.625,417.64285714285717,96.26785714285714,0.625,256.95535714285717,321.375,0,0,data_lab
45.625,56.25,227.125,221.92857142857142,-10.625,224.52678571428572,5.196428571428584,0,1,data_lab
49.625,49.875,393.4107142857143,96.98214285714286,-0.25,245.19642857142856,296.42857142857144,1,0,data_lab
45.25,54.75,237.92857142857142,210.78571428571428,-9.5,224.35714285714283,27.14285714285714,0,1,data_lab
43.375,53.125,239.69642857142858,237.55357142857142,-9.75,238.625,2.142857142857167,0,1,data_lab
42.75,43.375,404.5,95.125,-0.625,249.8125,309.375,0,1,data_lab
42.75,53.125,227.07142857142858,214.41071428571428,-10.375,220.74107142857144,12.660714285714306,1,0,data_lab
57.875,57.625,90.41071428571429,401.125,0.25,245.76785714285714,-310.7142857142857,1,1,data_lab
47.875,48.375,96.98214285714286,388.8392857142857,-0.5,242.91071428571428,-291.8571428571429,1,0,data_lab
47.875,48.25,417.26785714285717,94.78571428571429,-0.375,256.0267857142857,322.4821428571429,1,0,data_lab
54.75,55.125,393.64285714285717,97.55357142857143,-0.375,245.5982142857143,296.0892857142857,1,0,data_lab
50.375,40.375,222.55357142857142,219.69642857142858,10.0,221.125,2.857142857142833,0,0,data_lab
54.0,43.875,225.14285714285714,223.26785714285714,10.125,224.20535714285714,1.875,1,1,data_lab
47.75,57.75,233.07142857142858,227.92857142857142,-10.0,230.5,5.142857142857167,0,1,data_lab
44.625,55.375,225.41071428571428,236.83928571428572,-10.75,231.125,-11.428571428571445,0,1,data_lab
40.75,41.0,103.35714285714286,394.2857142857143,-0.25,248.82142857142856,-290.92857142857144,0,1,data_lab
41.0,41.125,96.85714285714286,398.125,-0.125,247.49107142857144,-301.2678571428571,0,1,data_lab
54.25,54.375,412.5,95.69642857142857,-0.125,254.09821428571428,316.80357142857144,1,0,data_lab
53.75,53.875,394.7857142857143,102.41071428571429,-0.125,248.59821428571428,292.375,1,0,data_lab
48.75,49.375,409.07142857142856,103.125,-0.625,256.0982142857143,305.94642857142856,1,0,data_lab
46.625,47.375,389.98214285714283,102.55357142857143,-0.75,246.26785714285714,287.4285714285714,1,0,data_lab
46.625,57.25,215.69642857142858,217.35714285714286,-10.625,216.52678571428572,-1.6607142857142776,1,0,data_lab
56.375,46.125,215.41071428571428,222.41071428571428,10.25,218.91071428571428,-7.0,1,1,data_lab
59.625,49.625,229.41071428571428,210.55357142857142,10.0,219.98214285714283,18.85714285714286,1,1,data_lab
47.25,46.75,97.92857142857143,415.64285714285717,0.5,256.7857142857143,-317.7142857142857,1,1,data_lab
51.375,40.625,228.83928571428572,226.26785714285714,10.75,227.55357142857144,2.5714285714285836,1,1,data_lab
43.25,53.25,216.21428571428572,238.78571428571428,-10.0,227.5,-22.571428571428555,0,1,data_lab
50.375,49.75,105.69642857142857,410.7857142857143,0.625,258.24107142857144,-305.0892857142857,0,0,data_lab
51.875,41.75,235.55357142857142,228.21428571428572,10.125,231.88392857142856,7.339285714285694,1,1,data_lab
57.875,48.125,234.125,219.26785714285714,9.75,226.69642857142856,14.857142857142861,1,1,data_lab
51.375,41.25,227.41071428571428,233.07142857142858,10.125,230.24107142857144,-5.660714285714306,1,1,data_lab
48.75,58.875,211.64285714285714,217.83928571428572,-10.125,214.74107142857144,-6.196428571428584,1,0,data_lab
52.25,52.25,386.2142857142857,105.64285714285714,0.0,245.92857142857144,280.57142857142856,1,1,data_lab
48.0,47.875,416.2857142857143,95.55357142857143,0.125,255.91964285714286,320.73214285714283,0,0,data_lab
53.25,52.75,400.7857142857143,94.5,0.5,247.64285714285714,306.2857142857143,1,1,data_lab
50.375,39.875,219.125,231.26785714285714,10.5,225.19642857142856,-12.142857142857139,1,1,data_lab
52.25,42.375,212.5,210.26785714285714,9.875,211.38392857142856,2.232142857142861,1,1,data_lab
47.375,46.75,95.69642857142857,381.35714285714283,0.625,238.5267857142857,-285.6607142857143,0,0,data_lab
49.0,59.375,238.85714285714286,232.83928571428572,-10.375,235.84821428571428,6.017857142857139,0,1,data_lab
43.75,43.75,108.78571428571429,402.5,0.0,255.64285714285714,-293.7142857142857,0,1,data_lab
60.375,49.75,224.26785714285714,223.35714285714286,10.625,223.8125,0.9107142857142776,1,1,data_lab
